word,part_of_speech,meaning,example,example_meaning,definition,ID
communion,noun,nhóm đạo,Why don't you take Communion ?,Sao anh không theo nhóm đạo ?,A joining together of minds or spirits.,7894
native,adjective,bẩm sinh,"The lanthanum cation La3+ is a positive allosteric modulator at native and recombinant GABA receptors, increasing open channel time and decreasing desensitization in a subunit configuration dependent manner.","Nhưng các cation lantan La3+ là tác nhân điều chỉnh không gian và độ hoạt động dương tính tại các thụ thể GABA bẩm sinh và tái tổ hợp, làm tăng thời gian mở kênh và giảm sự nhạy cảm ở phụ nhóm cấu hình phụ thuộc kiểu.",Belonging to one by birth.,7895
triumphant,adjective,chiến thắng,How did Erna come off triumphant in a special way?,Chị Erna đã chiến thắng một cách đặc biệt như thế nào?,Celebrating victory.,7896
mortal,noun,người,"But, since your flesh is mortal , you must sacrifice your life to do it.","Nhưng con là người phàm, muốn làm điều này con phải hy sinh mạng sống của mình.","Susceptible to death by aging, sickness, injury, or wound",7897
limp,adjective,đi khập khiễng,They were limping along instead of running in a purposeful manner.,Họ đi khập khiễng thay vì nhắm tới đích mà chạy.,"(intransitive) To walk lamely, as if favouring one leg.",7898
compliment,verb,ca tụng,"Frank, you just missed some compliments about your horse.",Anh vừa bỏ lỡ những lời ca tụng tuyệt vời về con ngựa của anh.,"An expression of praise, congratulation, encouragement, or respect.",7899
figurine,noun,bức tượng nhỏ,"And he sort of, he showed a handful of figurines .",Và ông ấy chỉ chìa bàn tay ra với đầy những bức tượng nhỏ trong đó.,A small carved or molded figure; a statuette.,7900
impersonal,adjective,khách quan,Would you prefer impersonal ?,Cô muốn câu hỏi khách quan ư?,Lacking warmth or emotion; cold.,7901
pagan,adjective,ngoại giáo,It is to no avail that her citizens “purify” themselves according to pagan rites.,Việc dân sự “tẩy sạch” mình theo nghi lễ ngoại giáo hoàn toàn vô giá trị.,"relating to, characteristic of or adhering to non-biblical religions, especially earlier polytheism.",7902
shrine,noun,đền,"Yes, you don't clap in a Buddhist shrine .","Có chứ, không được vỗ tay ở đền .",A place that is holy.,7903
desecrate,adjective,mạo phạm,Would you humble the Almighty by desecrating his possessions?,Phải chăng vua coi thường Đấng Toàn Năng nên mới mạo phạm đến chén thánh?,(transitive) To profane or violate the sacredness or sanctity of something.,7904
lecture,verb,thuyết trình,For the lecture .,Cho buổi thuyết trình .,"To teach, by giving a speech on a given topic.",7905
schedule,noun,lịch,"It was then that Brother Christensen looked at the schedule and, to his absolute horror, saw that the final basketball game was scheduled to be played on a Sunday.",Chính lúc đó Anh Christensen nhìn vào lịch trình thi đấu và buồn nản thấy rằng trận đấu bóng rổ cuối cùng là vào ngày Chúa Nhật.,(obsolete) A slip of paper; a short note. [14th-17th c.],7906
judgment,noun,phán quyết,4 He will render judgment among the nations,"4 Ngài sẽ ban phán quyết giữa các nước,",The act of judging.,7907
expensive,adjective,đắt,"That's how we were able to afford big, expensive toys.",Vì thế mà chúng tôi có thể mua mấy món đắt tiền hơn.,Having a high price or cost.,7908
activism,noun,chủ nghĩa tích cực,And ideas achieving critical mass is what political activism in popular government is all about.,Các ý tưởng đạt mức tới hạn là chủ nghĩa tích cực chính trị trong chính quyền quần chúng,"The practice of using action to achieve a result, such as political demonstration or a strike in support of or in opposition to an issue.",7909
termination,noun,giới hạn,We are crossing the terminator into night.,Chúng ta đang băng qua giới hạn tiến vào màn đêm.,The process of terminating or the state of being terminated.,7910
crumble,verb,rã,Architecture plays a key role in whether a community crumbles,Kiến trúc là yếu tố chủ chốt quyết định một cộng đồng sẽ tan rã,"A dessert of British origin containing stewed fruit topped with a crumbly mixture of fat, flour, and sugar.",7911
stabilize,verb,làm ổn định,"So because of that, they are a stabilizing force in climate.","Và vì thế, chúng giúp làm ổn định bầu khí quyển.",(transitive) To make stable.,7912
samovar,noun,ấm lò,I've brought a samovar .,Tôi có đem tới cái ấm samovar .,"a metal urn with a spigot, for boiling water for making tea. Traditionally, the water is heated by hot coals or charcoal in a chimney-like tube which runs through the center of the urn. Today, it is more likely that the water is heated by an electric coil. It is a common misconception that tea is boiled in the samovar. This is not the case. The samovar merely boils the water, which is drawn off via the spigot into a separate teapot in which the tea is allowed to steep.",7913
sect,noun,môn phái,The game also features additional sects that do not appear in the novel.,Trò chơi cũng thêm các môn phái không xuất hiện trong tiểu thuyết.,"A cult or religious movement, a group sharing particular (often unorthodox) political and/or religious beliefs.",7914
unanimity,noun,sự nhất trí,The Presidency Council then shall name a Prime Minister unanimously .,Hội đồng Tổng thống sau đó sẽ bổ nhiệm một Thủ tướng với sự nhất trí .,"The condition of complete agreement by all parties, the state of being unanimous.",7915
virtuosity,noun,tài điêu luyện,It combines flamenco guitar virtuosity with musical fusion.,Nó phối hợp flamenco guitar chơi độc tấu với musical fusion.,the technical skills and fluent style of a virtuoso,7916
mysticism,noun,thuyết thần bí,"Yet whether you're a rationalist or a mystic ,","Tuy nhiên, cho dù bạn là một người duy lí hay một người theo thuyết thần bí ,","The beliefs, ideas, or thoughts of mystics.",7917
repressed,adjective,bị đàn áp,"I was afraid some repressed part of myself would go out of control, and I'd be forever entrapped","Tôi sợ rằng phần nào đó trong tôi bị đàn áp sẽ mất kiểm soát, và tôi sẽ mãi bị sập bẫy",Simple past tense and past participle of repress.,7918
refutation,noun,lời bác,It's easy to refute .,Thật dễ dàng để bác bỏ .,"An act of refuting or disproving; the overthrowing of an argument, opinion, testimony, doctrine or theory by argument or countervailing proof; confutation; disproof; evidence of falseness.",7919
empiricism,noun,chủ nghĩa kinh nghiệm,Empiricism and rationalism.,Chủ nghĩa kinh nghiệm và duy lý.,"A pursuit of knowledge purely through experience, especially by means of observation and sometimes by experimentation.",7920
methodology,noun,phương pháp,The methodology used in his study is also helpful to us in conducting our research.,Phương pháp luận được dùng trong cuộc nghiên cứu của anh ta cũng hữu ích trong việc quản lý cuộc nghiên cứu của chúng tôi.,The study of methods used in a field.,7921
substantial,adjective,lớn lao,"So when it costs millions of dollars to do something substantial ,",Vậy nên khi mất đến hàng triệu đô để tạo ra thứ gì đó có giá trị lớn lao .,"Belonging to substance; actually existing; real; as, substantial life.",7922
doctorate,noun,học vị tiến sĩ,Pope earned his doctorate in philosophy from Seattle Pacific.,Pope kiếm được học vị tiến sĩ triết học ở Seattle Pacific.,The highest degree awarded by a university faculty.,7923
monopolize,verb,độc chiếm,Something similar may occur when the one conducting monopolizes the discussion by commenting too often.,Điều tương tự có thể xảy ra nếu anh điều khiển độc chiếm cuộc thảo luận do bình luận quá thường xuyên.,(transitive) To have a monopoly on something,7924
machete,verb,Mã tấu,We'll start with the machete . No!,Ta sẽ học cách dùng mã tấu .,"A sword-like tool used for cutting large plants with a chopping motion. A machete's blade is usually 50 to 65 centimeters (cm) long, and up to three millimeters (mm) thick.",7925
cove,verb,gã,"Party cove , here we come!","Vịnh tiệc tùng, bọn tôi đến đây.",(now rare) A hollow in a rock; a cave or cavern. [from 9th c.],7926
moderation,noun,sự điều độ,"8, 9. (a) If alcoholic beverages are served, how can moderation be maintained?","8, 9. a) Nếu có dự trù đãi khách uống rượu thì làm thế nào giữ sự điều độ ?",The state or quality of being moderate; avoidance of extremes,7927
fancy,verb,tưởng tượng,"So, it's kind of like very fancy eyeglasses for your telescope.","Như thế, nó là một loại kính mắt tưởng tượng cho kính viễn vọng của bạn.",The imagination; an imagined image.,7928
imp,noun,tiểu yêu,I mean for the imps and elves and little green men:,"Tôi muốn nói lũ tiểu yêu , tiểu quỷ và những gã nhỏ xíu màu xanh.","(obsolete) A young shoot of a plant, tree etc. [9th-17th c.]",7929
yak,verb,bò Tây tạng,He feels the way they are harvesting yaks nowadays.,Ông ta cảm thấy cách người ta đang sử dụng bò Tây tạng ngày nay.,"An ox-like mammal native to the Himalayas and Tibet with dark, long and silky hair a horse like tail and a full, bushy mane.",7930
rekindle,verb,làm phấn chấn,Can the Interest Be Rekindled ?,Chúng ta có thể gợi lại sự chú ý không?,To kindle once again.,7931
bittersweet,adjective,buồn vui lẫn lộn,The events that followed constitute one of the most bittersweet narratives in all of scripture.,Các sự kiện sau đó tạo thành một trong những câu chuyện buồn vui lẫn lộn nhất trong khắp thánh thư.,"a vine, of the genus Celastrus, having small orange fruits that open to reveal red seeds",7932
wherewithal,noun,where-with,"But you also don't have the time, resources, expertise or wherewithal to fight this.","Nhưng bạn cũng không có thời gian, sự giúp đỡ, chuyên gia pháp lí hay tài chính để đấu tranh với nó.",The ability and means required to accomplish some task.,7933
gratuitous,adjective,không phải trả tiền,Beautifully gratuitous .,Cảnh quay tuyệt đẹp,Given freely; unearned.,7934
conciliation,noun,sự hoà giải,"By July, attempts at conciliation had completely collapsed.","Tháng 7, mọi nỗ lực hòa giải hoàn toàn sụp đổ.",The action of bringing peace and harmony; the action of ending strife.,7936
speculator,noun,người hay suy đoán,Don't speculate on who the client is.,Đừng suy đoán khách hàng là ai.,"(business, finance) One who speculates; as in investing, one who is willing to take volatile risks upon invested principle for the potential of substantial returns.",7937
overwrought,adjective,cuống cuồng,You're overwrought and whimsical.,Chỉ tại bà quá mệt mỏi và không được khỏe thôi.,"in a state of excessive nervousness, excitement, or anger; Extremely tense, anxious, or upset; filled with emotion, emotional; uneasy",7938
valedictory,adjective,từ biệt,You got your valedictory speech ready yet?,Cậu đã chuẩn bị xong bài phát biểu chưa?,"Of, or pertaining to, a valedictorian.",7939
tribulation,noun,nỗi khổ cực,"In view of this, is there any hope for those experiencing tribulation ?",Những người đang gặp khốn khó có thể hy vọng gì trong tình hình này không?,Any adversity; a trying period or event.,7940
taciturnity,noun,tính ít nói,"No, I prefer to be unsociable and taciturn .",Có lẽ tôi thích sự khó gần và ít nói hơn.,The trait of being taciturn.,7941
sot,verb,hay rượu,You drunken sot !,Đồ say sỉn !,stupid person; fool,7942
corollary,adjective,hệ quả,"well, there's some corollaries that flow from that.","à thì, có vài hệ quả từ điều đó.",Something given beyond what is actually due; something added or superfluous.,7943
polemicist,noun,người tranh cãi,"So why is my story more than just the story of a quirky, long, six-year, difficult lawsuit, an American professor being dragged into a courtroom by a man that the court declared in its judgment was a neo-Nazi polemicist ?","Vậy tại sao câu chuyện của tôi lại hơn cả một câu chuyện về một vụ kiện mưu mô, khó khăn kéo dài những sáu năm giữa một giáo sư ở Mỹ bị kéo vào phòng xử án và một người đàn ông mà tòa đã gọi là nhà luận chiến thuộc tân Phát- xít ?",A person who writes polemics,7944
begotten,adjective,sinh ra,How did Jehovah’s only- begotten Son come to be born as a human?,Làm sao Con một của Đức Giê-hô-va được sinh ra làm người?,Past participle of beget,7945
probity,noun,tính liêm khiết,Probity .,Liêm khiết .,integrity,7946
underpin,verb,làm nền,One of the things that underpins it is this idea of resilience.,Một trong những điều làm nền tảng cho nó là ý tưởng về khả năng phục hồi.,(transitive) To support from below with props or masonry.,7949
dyslexia,noun,chứng khó đọc,Dyslexia also runs in families.,Chứng khó đọc cũng phổ biến trong phạm vi gia đình.,"(neurology, pathology) A learning disability in which a person finds it difficult to read and write.",7950
affective,adjective,xúc động,"If his target is afraid and affected , then he's won.","Nếu mục tiêu của hắn sợ và xúc động , thì hắn thắng.","Relating to, resulting from, or influenced by the emotions.",7953
phoneme,noun,âm vị,The coastal dialects have additional phonemes that do not exist in Standard Somali.,Các phương ngữ ven biển có thêm các âm vị không tồn tại trong tiếng Somali tiêu chuẩn.,(linguistics) An indivisible unit of sound in a given language. A phoneme is an abstraction of the physical speech sounds (phones) and may encompass several different phones.,7954
recommence,verb,bắt đầu lại,His plan was to recommence the revolt of the angels.,Mưu toan của anh là tái diễn cuộc nổi loạn của các thiên thần.,To begin again.,7955
charisma,noun,uy tín,Sava was predominantly occupied with clerical duties and did not enjoy as much charisma among tribal heads as his predecessor did.,Sava được chủ yếu chiếm đóng với các nhiệm vụ văn thư và không được hưởng nhiều uy tín trong số những người đứng đầu bộ lạc như người tiền nhiệm của ông đã làm.,(Christianity) An extraordinary power granted by the Holy Spirit,7956
aureole,noun,quầng,"Actinolite is commonly found in metamorphic rocks, such as contact aureoles surrounding cooled intrusive igneous rocks.","Actinolit được tìm thấy phổ biến trong các đá biến chất, như vành tiếp xúc xung quan các đá mácma xâm nhập đã nguội.",(astronomy) Corona.,7957
ad hominem,adjective,lập luận công kích cá nhân,"It has always been controversial because it is (in a pejorative sense) considered a subjective term, used as an ad hominem attack against groups with differing doctrines or practices.","Nó đã luôn luôn gây tranh cãi bởi vì nó (theo nghĩa xấu) được coi là một thuật ngữ mang tính chủ quan, được sử dụng như một việc tấn công cá nhân khi tranh luận giữa các nhóm có các học thuyết hoặc cách thờ phượng khác nhau.","(logical fallacy) A fallacious objection to an argument or factual claim by appealing to a characteristic or belief of the person making the argument or claim, rather than by addressing the substance of the argument or producing evidence against the claim; an attempt to argue against an opponent's idea by discrediting the opponent himself.",7958
bon voyage,interjection,chúc thượng lộ bình an,"Well, anchors aweigh, and have a bon voyage .","Được rồi, chuẩn bị lên đường đi, và chúc thượng lộ bình an .",Used to wish someone a good journey.,7959
caveat,verb,hang,But a few caveats remained.,Có một số cây thông cổ còn sót lại .,a qualification or exception,7960
en masse,adverb,cả đống,Produce it en masse .,Ta muốn có số lượng lớn .,in a single body or group; together,7964
ergo,adverb,do đó,"Ergo , we should keep kissing.","Do đó , chúng ta nên tiếp tục hôn nhau đi.","Consequently, therefore.",7968
faux pas,noun,hành động tếu,There have also been high-profile failures and faux pas .,Cũng đã có những thất bại cao cấp và giả vờ.,A blunder (especially used in social contexts).,7970
hoi polloi,noun,dân thường,"Jimmy McGill, getting fingerprinted with the hoi polloi .",Jimmy McGill... mà cũng bị lấy dấu vân tay như dân đen .,The common people; the masses. (Used with or without the definite article.),7972
joie de vivre,noun,niềm vui sống,"when I was feeling a little depressed and not a lot of joie de vivre ,","khi tôi đã cảm thấy một chút chán nản và không nhiều niềm vui sống ,","Enjoyment of living; happiness, ebullience, zest for life.",7973
nom de plume,noun,bút danh,"My plume de nom , rather than nom de plume .",Bút danh chứ không phải là danh bút .,A pen name or pseudonym,7975
persona non grata,noun,Persona non grata,Why are you persona non grata in France?,Tại sao chị bị trục xuất khỏi Pháp?,"A person who is not welcome, especially a diplomat in a foreign country.",7976
terra firma,noun,đất liền,We know that our planet—the terra firma and the vast oceans—cannot sing.,Chúng ta biết rằng hành tinh của chúng ta—gồm đất liền và đại dương bao la—không biết hát.,"land, as opposed to water or air.",7980
a cappella,adjective,A cappella,"Hi, any interest in joining our a cappella group?","Xin chào, có muốn tham gia nhóm A Cappella của bọn tớ chứ?","(music) Performed by a soloist or choir with no instrumental accompaniment; literally ""in the style of the (Sistine) Chapel (in Rome)""; such as a musical Mass donea cappella.",7981
blitzkrieg,noun,chiến tranh chớp nhoáng,""" The end of the Blitzkrieg . ""","Chiến thuật "" Chiến tranh chớp nhoáng . "" đã phá sản","A fast, sudden military offensive, usually combining ground forces with air support.",7982
bon mot,noun,lời nói dí dỏm,"Thus, Bang Khun Thian became a district of Bangkok, composed of seven sub-districts: Bang Khun Thian, Bang Kho, Chom Thong, Bang Mot , Tha Kham, Bang Bon , and Samae Dam.","Do đó, Bang Khun Thian trở thành một quận của Bangkok, bao gồm 7 phó quận: Bang Khun Thian, Bang Kho, Chom Thong, Bang Mot , Tha Kham, Bang Bon , và Samae Dam.","A clever saying, phrase or witticism; often, a witty riposte in dialogue.",7983
bon vivant,noun,Bon vivant,I wasn't the bon vivant that I am now.,Ta không còn là một tên nghiện ngập nữa.,"a person who enjoys the good things in life, especially good food and drink",7984
de rigueur,adjective,đặc ngữ,"Many tourists visit the various downtowns, stores, and entertainment districts throughout the neighborhoods of the special wards of Tokyo; particularly for school children on class trips, a visit to Tokyo Tower is de rigueur .","Nhiều khách du lịch đến thăm các trung tâm thành phố, cửa hàng và khu giải trí khác nhau trên khắp các khu phố của các phường đặc biệt của Tokyo; đặc biệt đối với học sinh trong các chuyến đi theo lớp, chuyến thăm Tháp Tokyo là một điều khó khăn .","Necessary according to etiquette, protocol or fashion.",7985
in absentia,adverb,trong khi vắng mặt,James was promoted in absentia to the rank of battalion chief.,Anh được thăng chức vắng mặt lên bậc tiều đoàn trưởng.,While not present; while absent,7988
mosque,noun,nhà thờ Hồi giáo,Why don't you go to a mosque and read that little book of yours?,Sao anh không đến nhà thờ hồi giáo và đọc cuoốn sách đó hả?,"(Islam) A place of worship for Muslims, corresponding to a church or synagogue in other religions, often having at least one minaret; a masjid.",7990
spangle,Verb,bạc dát,The star- spangled man with a plan,Chính là người đàn ông gắn ngôi sao với kế hoạch,a small piece of sparkling metallic material sewn on to a garment as decoration; a sequin,7991
infraction,noun,sự vi phạm,Traffic offenses committed by the player are known in game as Infractions .,"Trong trò chơi, sự vi phạm luật lệ trên đường phố của người chơi được gọi là Infractions.","(law) A minor offence, petty crime",7992
revoke,verb,huỷ bỏ,"The senate would revoke their trade franchise, and they'd be finished.","Thượng viện có thể huỷ bỏ quyền giao thương của họ, và họ đi đời.",(transitive) To cancel or invalidate by withdrawing or reversing,7993
launder,verb,giặt,I tend to make a lot of racket when I launder .,Tôi hay làm ồn trong khi giặt đồ lắm.,(obsolete) A washerwoman.,7995
inroad,verb,cuộc đột nhập,Apostasy Makes Inroads,Sự bội-đạo xâm nhập hội-thánh,"an advance into enemy territory, an incursion, an attempted invasion",7996
sheaf,verb,bó,"19 “When you reap your harvest from your field and you have forgotten a sheaf in the field, do not go back to get it.",19 Khi anh em thu hoạch mùa màng và để quên một bó lúa ngoài ruộng thì đừng quay lại lấy.,"A quantity of the stalks and ears of wheat, rye, or other grain, bound together; a bundle of grain or straw.",7997
pennant,noun,cờ hiệu,Them Indians you took that pennant offen.,"Mấy tên da đỏ mà anh đã lấy cái cờ hiệu đó,",A flag normally used by naval vessels to represent a special condition: as,7998
plagiarize,verb,ăn cắp,"Nope, plagiarized the entire book.","Không, cô ta ăn cắp cả quyển sách.","(transitive or intransitive) To use, and pass off as one's own, someone else's writing/speech.",7999
crabbed,adjective,chua chát,Blue crab !,Con ghẹ .,Bad-tempered or cantankerous.,8000
beatific,adjective,ban phúc lành,"""Rani Maria's beatification on November 4?"".",Truy cập ngày 5 tháng 7 năm 2017 . ^ “Rani Maria's beatification on November 4?”.,"blessed, blissful, heavenly",8001
girder,noun,dầm,That girder went right through the brainpan.,Cây dầm đó xuyên thẳng qua hộp sọ.,"A beam of steel, wood, or reinforced concrete, used as a main horizontal support in a building or structure",8002
infantry,noun,bộ binh,"Sir, beyond the trees, the French infantry advancing en masse.","Phía sau hàng cây, bộ binh Pháp đang tiến tới rất đông.","Soldiers who fight on foot (on land), as opposed to cavalry and other mounted units, regardless of external transport (e.g. airborne).",8003
outfit,noun,tổ,The company recently poured a lot of money into outfitting this laboratory.,Tổ chức gần đây đã chi nhiều tiền để biến nó thành một phòng thí nghiệm.,A set of clothing (with accessories).,8004
concave,noun,lõm,Then I began the laborious task of grinding it by hand to make it into a concave mirror.,Rồi tôi bắt đầu công việc khó khăn là mài lõm mặt kiếng bằng tay.,curved like the inner surface of a sphere or bowl,8005
pacify,verb,bình định,"In 1578, she took on the task of pacifying the south.","Năm 1578, Catherine nhận nhiệm vụ bình định miền Nam.","(transitive) To bring peace to (a place or situation), by ending war, fighting, violence, anger or agitation.",8006
demilitarize,verb,phi quân sự hóa,The Golans would have to be demilitarized and special arrangement would be negotiated for the Straits of Tiran.,"Cao nguyên Golan sẽ phải được phi quân sự hóa , và một thỏa thuận đặc biệt phải được đặt ra cho Eo biển Tiran.",To remove troops from an area,8007
swelter,verb,mệt nhoài người,It is sweltering in here!,Ở đây thật ngột ngạt .,(intransitive) To suffer terribly from intense heat.,8008
attributable,adjective,có thể quy cho,The Analytics reports use three attribution models:,Các báo cáo Analytics sử dụng ba mô hình phân bổ sau:,Capable of being attributed.,8009
negligent,adjective,cẩu thả,How many more must die because of your negligence ?,Còn bao nhiêu người nữa phải chết vì sự cẩu thả của anh?,"Careless, without appropriate or sufficient attention.",8010
churlish,adjective,thô tục,Insubordinate. and churlish .,Đó là về hỗ trợ và trách nghiệm,"Of or pertaining to a serf, peasant, or rustic.",8011
commitment,noun,cam kết,It's a serious commitment .,Đó là một sự cam kết nghiêm túc.,"The act or an instance of committing, putting in charge, keeping, or trust, especially:",8012
dedicated,adjective,dành cho,One out of every fifty of your genes is dedicated to it.,Cứ trong năm mươi gen của bạn lại có một gen được dành cho giác quan này.,Devoted; loyal; conscientious.,8013
unwarranted,adjective,không được bo đm,"How do you define "" unwarranted ""?","Anh xác định thế nào là "" không có lý do chính đáng ""?","Not warranted; unjustified; being without warrant, authority, or guaranty; unwarrantable.",8014
outmoded,adjective,lỗi thời,"Biologically speaking, we're outmoded .","Nói về mặt sinh học, chúng ta lỗi thời rồi.",unfashionable,8016
idealistic,adjective,duy tâm,"When I started this job, I was very idealistic .","Khi bắt đầu việc này, tôi từng suy nghĩ theo lối duy tâm",Of or pertaining to an idealist or to idealism.,8017
ratification,noun,sự phê chuẩn,Friday sees the ratification of the oil deal...,Thứ sáu. Sự phê chuẩn trong thỏa thuận dầu mỏ.,"the act or process of ratifying, or the state of being ratified",8018
hub,noun,trung tâm,"Headed for the world's major hubs of consumption, such as Dubai.","Trực chỉ những trung tâm tiêu thụ hàng đầu thế giới, như Dubai.","The central part, usually cylindrical, of a wheel; the nave",8019
pessimistic,adjective,bi quan,It's too late to be a pessimist .,Quá trễ để bi quan rồi.,Marked by pessimism and little hopefulness.,8020
modicum,noun,chút ít,"This settlement provided a modicum of stability for the next several decades, however the cities dropped out as a basis of the central Imperial authority.","Giải quyết này cung cấp một chút ít ổn định trong nhiều thập kỷ tiếp theo, tuy nhiên các thành phố không còn là nền móng của nhà cầm quyền đế quốc trung ương.","A small, modest or trifling amount.",8021
socialism,noun,chủ nghĩa xã hội,What does socialism really mean?,Chủ nghĩa xã hội thật sự là gì?,"Any of various economic and political philosophies that support social equality, collective decision-making, distribution of income based on contribution and public ownership of productive capital and natural resources, as advocated by socialists.",8022
afflict,verb,làm đau buồn,"The word translated “meek” comes from a root word meaning “ afflict , humble, humiliate.”","Chữ được dịch là “hiền-từ” đến từ chữ gốc có nghĩa “ làm đau buồn , hạ thấp, làm nhục”.","(transitive) To cause (someone) pain, suffering or distress.",8023
entity,noun,thực thể,"That's already a well established entity , they don't need another entry.","Chúng vốn là thực thể rồi, không cần thâm nhập thêm.",That which has a distinct existence as an individual unit. Often used for organisations which have no physical form.,8024
vexed,adjective,bực tức,"Let them what's troubled, what's vexed of mind, take heart.","Những ai đang ưu phiền, đang bực tức , hãy lắng nghe.",Simple past tense and past participle of vex.,8025
yen,verb,thèm,"You get a crazy yen for a fella, and come hot-footing it out here squealing about salvation.",Cô thèm muốn một anh chàng và ba chân bốn cẳng chạy ra đây rên la nhờ cứu giúp.,"The unit of Japanese currency, equal to 100 sen.",8026
pleat,verb,nếp gấp,"Excuse me, but pleats are kind of out of style.","Xin lỗi, nhưng nếp gấp hơi lỗi thời rồi.","(sewing)A fold in the fabric of a garment, as a part of the design of the garment, with the purpose of adding controlled fullness or taking up excess fabric. There are many types of pleats, differing in their construction and appearance.",8027
smart,adjective,thông minh,No student in our class is as smart as Kate.,Không sinh viên nào trong lớp chúng ta thông minh như Kate.,(intransitive) To hurt or sting.,8028
khaki,noun,vải kaki,I'm not even wearing khakis .,Anh có mặc quần tây đâu .,"a dull, yellowish-brown colour, the colour of dust.",8029
interface,noun,giao diện,For a while I was an interface designer.,Có một thời gian tôi thiết kế giao diện .,The point of interconnection between two entities.,8030
computational,adjective,tính toán,So the computation is space soluble and network soluble.,Vì thế sự tính toán là không gian giải được và mạng lưới giải được.,Of or relating to computation.,8031
figurehead,noun,hình chạm ở đầu mũi tàu,The Samuha Kalahom remained as a mere military figurehead .,Samuha Kalahom vẫn là một người lãnh đạo quân sự.,(nautical) A carved figure on the prow of a sailing ship.,8032
par,verb,mức trung bình,4: Rendering the Marriage Due (fy pp. 156-8 pars .,Số 4: Chiều nhau trong bổn phận vợ chồng (fy trg 156-158 đ .,By; with.,8033
coalition,noun,liên minh,We'd build a coalition to impose their own sanctions.,Chúng tôi sẽ xây dựng một liên minh và áp đặt các biện pháp trừng phạt riêng.,"A temporary group or union of organizations, usually formed for a particular advantage.",8034
megalomaniac,noun,người thích làm lớn,There's the former Soviet megalomaniacs .,Có những cựu quan chức ảo tưởng Soviet .,One affected with or exhibiting megalomania.,8035
successive,adjective,liên tục,So I think we need succession planning on a global basis.,Vậy tôi nghĩ chúng ta cần lên kế hoạch liên tục trên một cơ sở toàn cầu.,Coming one after the other in a series.,8037
obsolete,adjective,lỗi thời,This sentence is obsolete .,Câu này lỗi thời rồi.,"(of words, equipment, etc.) no longer in use; gone into disuse; disused or neglected (often by preference for something newer, which replaces the subject).",8038
extremist,adjective,cực đoan,"And in the long term, revenge and violence will not work against extremists .","về lâu dài, mối thù hằn và bạo lực sẽ không chống lại những kẻ cực đoan nữa","a person who holds extreme views, especially one who advocates such views; a radical or fanatic",8039
harem,noun,hậu cung,You shall have the pick of my harem .,Em sẽ chọn trong hậu cung của anh.,"The private part of an Arab household. In traditional Arab culture, this part of the household was forbidden to male strangers.",8040
succession,noun,chuỗi,"From then on the country was ruled by a succession of military leaders installed after coups d’etat, the most recent in May 2014, and a few democratic intervals.","Từ đó về sau, quốc gia này đã được cai trị bởi một chuỗi các nhà lãnh đạo quân sự sau hàng loạt cuộc đảo chính, gần đây nhất là và tháng 5 năm 2014, và những khoảng thời gian ngắn dân chủ.",An act of following in sequence.,8041
familiarity,noun,sự hiểu biết,"Basically, knowledge is familiarity with facts acquired by experience, observation, or study.","Chủ yếu, sự hiểu biết là việc quen thuộc với các sự kiện thâu lượm được qua kinh nghiệm, nhờ quan sát hay học hỏi.",The state of being extremely friendly; intimacy.,8042
dugout,noun,thuyền độc mộc,Access to the island is by handmade boats or dugout canoes.,Muốn đến đảo này phải bơi bằng thuyền độc mộc hoặc xuồng.,a canoe made from a hollowed-out log,8043
stroke,verb,vuốt ve,I've noticed how you stroke it.,Tôi có để ý cô vuốt ve nó.,(transitive) To move one's hand or an object (such as a broom) along (a surface) in one direction.,8044
condensation,noun,sự ngưng,There's condensation on the stones.,Có sự ngưng hơi trên những tảng đá.,The act or process of condensing or of being condensed; the state of being condensed,8045
interference,noun,giao thoa,So the kind of interferences that you see here,Những dạng giao thoa mà bạn thấy ở đây,"The act of interfering with something, or something that interferes.",8047
lob,verb,rớt,"Ozzy, I'm lobbing you a softball.","Ozzy, mình đang lốp bóng cho cậu một quả bóng mềm.",To throw or hit a ball into the air in a high arch.,8048
closure,noun,Bao đóng,Bondy–Chvátal theorem (1976) A graph is Hamiltonian if and only if its closure is Hamiltonian.,Định lý Bondy-Chvátal(1972) Một đồ thị là Hamilton nếu và chỉ nếu bao đóng của nó là Hamilton.,An event or occurrence that signifies an ending.,8049
obliterate,verb,xoá,"Obliterated , no evidence.","Xóa sạch , không một chứng cớ.","To remove completely, leaving no trace; to wipe out; to destroy.",8050
opportune,adjective,đúng lúc,"However, it does present an opportunity both timely and unique.",Dù sao thì nó cũng là một cơ hội xuất hiện rất đúng lúc và duy nhất.,Suitable for some particular purpose.,8051
memento,noun,vật kỷ niệm,A few mementos for you.,Một vài vật kỷ niệm cho bệ hạ.,A keepsake; an object kept as a reminder of a place or event.,8052
embryo,noun,phôi,Now look at that. There is that beautiful feather in the embryo .,Bây giờ hãy nhìn cái kia. Có cái lông chim đẹp kia trong phôi .,"In the reproductive cycle, the stage after the fertilization of the egg that precedes the development into a foetus.",8053
voluminous,adjective,to,It was inhabited by an old gentleman who wrote voluminous books.,"Có một ông già cư trú, ông ta viết những cuốn sách thật bự.",Of or pertaining to volume or volumes.,8054
misbegotten,adjective,hoang,"Get lost, you misbegotten wretch!","Thấy sao hả, đồ con hoang khốn nạn!",born out of wedlock; illegitimate,8055
