Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link,ID
The Next Great Paulie Fink,,"At her tiny new school, Caitlyn organizes a competition to see who can best fill the shoes of a legendary former student.",https://cdn.vocabulary.com/units/nawm2l4j/cover.jpg?width=220&v=174c571507c,https://www.amazon.com/dp/0316380873?tag=vocabulary01-20,Ali Benjamin,Literature,/lists/nawm2l4j/next-great-paulie-fink,1010
O Pioneers!,,"In the late 19th century, a Swedish-American family attempts to survive and thrive on the Nebraska frontier. Read the full text here.",https://cdn.vocabulary.com/units/ncr5tuk5/cover.jpeg?width=220&v=17a8750b12b,https://www.amazon.com/dp/0451532120?tag=vocabulary01-20,Willa Cather,Grade 12,/lists/ncr5tuk5/o-pioneers,1011
The Madman of Piney Woods,,"Thirteen-year-olds Benjamin (the son of runaway slave) and Alvin (the grandson of Irish immigrants) live in different Canadian towns in 1901, but they meet in the woods and end up working together to hunt down the Madman in this companion novel to Elijah of Buxton.",https://cdn.vocabulary.com/units/nd2fyqfl/cover.png?width=220&v=1890d6a32dd,https://www.amazon.com/dp/1338359657?tag=vocabulary01-20,Christopher Paul Curtis,"Grade 6,Grade 7,Grade 8,Literature",/lists/nd2fyqfl/madman-of-piney-woods,1012
Blended,,"After her parents' divorce, eleven-year-old Isabella must shuttle back and forth between two separate households while trying to understand her biracial identity.",https://cdn.vocabulary.com/units/nd6tp2aa/cover.jpeg?width=220&v=16c25674263,https://www.amazon.com/dp/1442495006?tag=vocabulary01-20,Sharon M. Draper,Non-Fiction,/lists/nd6tp2aa/blended,1013
Flowers for Algernon,,"Charlie Gordon goes through an experimental treatment to increase his intelligence, with unexpected and ultimately tragic results.",https://cdn.vocabulary.com/units/nd73pjrg/cover.jpeg?width=220&v=181868fead1,https://www.amazon.com/dp/0156030306?tag=vocabulary01-20,Daniel Keyes,"Grade 9,Grade 10,Grade 11,Grade 12,Just for Fun",/lists/nd73pjrg/flowers-for-algernon,1014
Hearts Unbroken,,"Louise Wolfe, a Native American teen, gets caught up in controversy (and an unexpected romance) when she and other school newspaper reporters pursue a big story.",https://cdn.vocabulary.com/units/ndosvjef/cover.jpeg?width=220&v=1733445632b,https://www.amazon.com/dp/1536213136?tag=vocabulary01-20,Cynthia Leitich Smith,Literature,/lists/ndosvjef/hearts-unbroken,1015
The Brave,,"Collin, struggling with OCD and frequent bullying, moves in with with his mother, who lives on a Native American reservation.",https://cdn.vocabulary.com/units/ndwbkryr/cover.jpeg?width=220&v=1778db3ad2f,https://www.amazon.com/dp/1250247756?tag=vocabulary01-20,James Bird,Literature,/lists/ndwbkryr/brave,1016
Concrete Rose,,A young man attempts to turn his life around when he becomes a father.,https://cdn.vocabulary.com/units/nemutgkw/cover.jpeg?width=220&v=1788ddfb330,https://www.amazon.com/dp/006284671X?tag=vocabulary01-20,Angie Thomas,Literature,/lists/nemutgkw/concrete-rose,1017
This Is How I Roll,,"The daughter of a sushi chef whose Californian restaurant has been featured in magazines, twelve-year-old Susannah Mikami wants to prove to her father that she is worthy of a place in his kitchen.",https://cdn.vocabulary.com/units/nexzgv35/cover.png?width=220&v=18f9c77ea48,https://www.amazon.com/dp/1338785567?tag=vocabulary01-20,Debbi Michiko Florence,Literature,/lists/nexzgv35/this-is-how-i-roll,1018
Me Talk Pretty One Day,,"In this collection of humorous essays, Sedaris reflects on his childhood, living in New York City, and moving to France.",https://cdn.vocabulary.com/units/nf4fr5w6/cover.jpeg?width=220&v=16ccf0fd509,https://www.amazon.com/dp/0316776963?tag=vocabulary01-20,David Sedaris,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/nf4fr5w6/me-talk-pretty-one-day,1019
Democracy in America,Volume I and Volume II,"In 1831, French aristocrat Alexis de Tocqueville visited the United States. In this book, he records his impressions of the customs and culture of the young nation. Learn these words from the translation by Henry Reeve.",https://cdn.vocabulary.com/units/nfgpu7cy/cover.jpeg?width=220&v=177fe645b7c,https://www.amazon.com/dp/1727147286?tag=vocabulary01-20,Alexis de Tocqueville,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/nfgpu7cy/democracy-in-america,1020
A Midsummer Night's Dream,,"In this comedy, two Athenian couples and a troupe of actors become unwitting pawns in a squabble between a fairy king and queen.",https://cdn.vocabulary.com/units/nfsq6utl/cover.jpeg?width=220&v=17acfee504e,https://www.amazon.com/dp/0743477545?tag=vocabulary01-20,William Shakespeare,"Grade 6,Grade 7,Grade 8,Grade 11,Grade 12,Literature",/lists/nfsq6utl/midsummer-nights-dream,1021
Body Language,Word Roots to Help You Dissect Anatomical Terms,"Do you have the guts to learn the etymological roots of words related to the human body? Then explore our Body Language collection and bone up on word roots like cord (“heart”), psych (“mind”), derm (“skin”), and more!",https://cdn.vocabulary.com/units/ngnbejaa/feature.png?width=500&v=16d25cddf1a,,,Roots & Affixes,/lists/ngnbejaa/body-language,1022
We Are Displaced,My Journey and Stories from Refugee Girls Around the World,"In this book, Nobel Peace Prize-winner Malala Yousafzai collects the true stories of girls who have been displaced from their homelands.",https://cdn.vocabulary.com/units/nhbkjiaf/cover.jpeg?width=220&v=17c08b628b0,https://www.amazon.com/dp/0316523658?tag=vocabulary01-20,Malala Yousafzai,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/nhbkjiaf/we-are-displaced,1023
Beyond the Bright Sea,,"As a baby, Crow was discovered in a boat adrift at sea and raised on an isolated island off of Cape Cod. When twelve-year-old Crow spots a fire on a nearby island, once the home of a leper colony, she begins to investigate her own past.",https://cdn.vocabulary.com/units/ni4g52jx/cover.jpeg?width=220&v=16d4a0c14a3,https://www.amazon.com/dp/1101994878?tag=vocabulary01-20,Lauren Wolk,Literature,/lists/ni4g52jx/beyond-the-bright-sea,1024
The Autobiography of Benjamin Franklin,,"This memoir traces Franklin's life from his birth in 1706 through 1757. It details his work as a printer, writer, and inventor, as well as his involvement in the French and Indian War. Read the full text here.",https://cdn.vocabulary.com/units/ninbdbdz/cover.jpeg?width=220&v=178ad179197,https://www.amazon.com/dp/0743255062?tag=vocabulary01-20,Benjamin Franklin,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/ninbdbdz/autobiography-of-benjamin-franklin,1025
The Color of My Words,,"Growing up in the Dominican Republic, Ana Rosa longs to become a writer. When her brother leads a protest against the construction of a hotel on their village's land, Ana Rosa discovers both the power and limitations of words.",https://cdn.vocabulary.com/units/niofmr2m/cover.jpeg?width=220&v=16ff230693d,https://www.amazon.com/dp/0064472043?tag=vocabulary01-20,Lynn Joseph,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/niofmr2m/color-of-my-words,1026
"Red, White, and Whole",,"In this verse novel, 13-year-old Reha grapples with her identity as an Indian-American while trying to cope with her mother’s illness.",https://cdn.vocabulary.com/units/njfija5o/cover.jpeg?width=220&v=17de3fff43f,https://www.amazon.com/dp/006304742X?tag=vocabulary01-20,Rajani LaRocca,"Grade 5,Literature",/lists/njfija5o/red-white-and-whole,1027
I Rode a Horse of Milk White Jade,,Oyuna of the Kerait tribe recounts how she pursued her dream of racing across the Mongolian steppes as a youth despite being crippled by a horse.,https://cdn.vocabulary.com/units/nls4hprs/cover.png?width=220&v=18bc90617e0,https://www.amazon.com/dp/1402240279?tag=vocabulary01-20,Diane Lee Wilson,"Grade 6,Grade 7,Grade 8",/lists/nls4hprs/i-rode-a-horse-of-milk-white-jade,1028
Orbiting Jupiter,,"When twelve-year-old Maine farmboy Jackson Hurd meets his new foster brother, another middle schooler whom others see as trouble, he learns what it means to have someone's back.",https://cdn.vocabulary.com/units/nmukhuuh/cover.jpeg?width=220&v=189dfd3f31c,https://www.amazon.com/dp/1783445041?tag=vocabulary01-20,Gary D. Schmidt,"Grade 7,Literature",/lists/nmukhuuh/orbiting-jupiter,1029
Space Case,,Twelve-year-old Dash Gibson tries to solve a murder mystery on the moon base he calls home.,https://cdn.vocabulary.com/units/nmywerrg/cover.jpeg?width=220&v=17260329a39,https://www.amazon.com/dp/1442494875?tag=vocabulary01-20,Stuart Gibbs,Grade 6,/lists/nmywerrg/space-case,1030
City of Bones,"The Mortal Instruments, Book 1","In the first book of The Mortal Instruments series, fifteen-year-old Clary meets the Shadowhunters, a secret group attempting to rid the world of demons.",https://cdn.vocabulary.com/units/nn6zo3er/cover.jpeg?width=220&v=171c259ae6c,https://www.amazon.com/dp/1481455923?tag=vocabulary01-20,Cassandra Clare,Literature,/lists/nn6zo3er/city-of-bones,1031
Reaching for the Moon,The Autobiography of NASA Mathematician Katherine Johnson,"In this inspiring autobiography, Katherine Johnson tells the story of her life and how she became instrumental in the success of some of NASA's most famous missions.",https://cdn.vocabulary.com/units/nnbem5ba/cover.jpg?width=220&v=194a9e9c7f8,https://www.amazon.com/dp/B07M8DPGYL?tag=vocabulary01-20,Katherine Johnson,Non-Fiction,/lists/nnbem5ba/reaching-for-the-moon,1032
The Immortal Life of Henrietta Lacks,,This biography immortalizes a woman whose cancerous cells contributed to medical breakthroughs around the world.,https://cdn.vocabulary.com/units/nngbzwua/cover.png?width=220&v=189653b5ea6,https://www.amazon.com/dp/1400052181?tag=vocabulary01-20,Rebecca Skloot,"Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/nngbzwua/immortal-life-of-henrietta-lacks,1033
The Golden Compass,,"This first book of His Dark Materials trilogy starts off at Oxford's Jordan College, where eleven-year-old Lyra Belacqua and her dæmon Pantalaimon are given a device called an alethiometer that Lyra learns to interpret in order to discover truths, especially in connection to the kidnapping of children.",https://cdn.vocabulary.com/units/nngszml5/cover.jpeg?width=220&v=18a03cfa48d,https://www.amazon.com/dp/0440418321?tag=vocabulary01-20,Philip Pullman,Literature,/lists/nngszml5/golden-compass,1034
Ripped from the Headlines: October 2024,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/nnj2kw4b/feature.png?width=500&v=192e461b8ad,,,Events,/lists/nnj2kw4b/ripped-from-the-headlines-october-2024,1035
When You Trap a Tiger,,"In order to restore her grandmother's health, Lily makes a bargain with a magical tiger.",https://cdn.vocabulary.com/units/noscvove/cover.jpeg?width=220&v=17b30665bb8,https://www.amazon.com/dp/1524715700?tag=vocabulary01-20,Tae Keller,"Grade 5,Literature",/lists/noscvove/when-you-trap-a-tiger,1036
The Boxcar Children,,"This first book of the series introduces the orphaned siblings Henry, Jessie, Violet, and Benny Alden, who try to make a home for themselves in an abandoned boxcar.",https://cdn.vocabulary.com/units/np7xidjy/cover.png?width=220&v=18848e48f97,https://www.amazon.com/dp/0807508527?tag=vocabulary01-20,Gertrude Chandler Warner,Grade 5,/lists/np7xidjy/boxcar-children,1037
Black Girl Unlimited,The Remarkable Story of a Teenage Wizard,"As Echo moves between the gritty neighborhood she calls home and the privileged neighborhood in which she attends school, she is affected by both the magic and the danger that surrounds her.",https://cdn.vocabulary.com/units/npp24d4c/cover.jpeg?width=220&v=17c0489acb5,https://www.amazon.com/dp/1250309859?tag=vocabulary01-20,Echo Brown,Literature,/lists/npp24d4c/black-girl-unlimited,1038
Out of Darkness,,"In this novel, a romance between a Mexican-American girl and an African-American boy in a segregated Texas town is set against the backdrop of a real historical event: the New London School explosion, which killed around 300 people in 1937.",https://cdn.vocabulary.com/units/nppiaxe7/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1467742023?tag=vocabulary01-20,Ashley Hope Pérez,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/nppiaxe7/out-of-darkness,1039
Black Boy Joy,,"In this collection of stories from seventeen authors, in settings ranging from Atlanta to outer space, the joys of growing up are emphasized in the experiences of Black boys from ages nine to thirteen.",https://cdn.vocabulary.com/units/nqnj6qou/cover.png?width=220&v=18ba50c861c,https://www.amazon.com/dp/0593379969?tag=vocabulary01-20,Kwame Mbalia,Literature,/lists/nqnj6qou/black-boy-joy,1040
Wilder Girls,,"When the Tox begins to infect students at the Raxter School for Girls, Hetty attempts to discover the truth about the mysterious illness — and the disappearance of her best friend.",https://cdn.vocabulary.com/units/nqwbotpa/cover.jpeg?width=220&v=1712cad6dec,https://www.amazon.com/dp/0525645586?tag=vocabulary01-20,Rory Power,Literature,/lists/nqwbotpa/wilder-girls,1041
The Old Man and the Sea,,"Santiago is a luckless Cuban fisherman who struggles to land a giant marlin. In spare, searing prose, Hemingway transforms the story of one man's battle with nature into a heroic ordeal.",https://cdn.vocabulary.com/units/nrmm3o4p/cover.jpeg?width=220&v=181dec90001,https://www.amazon.com/dp/1476787840?tag=vocabulary01-20,Ernest Hemingway,"Grade 10,Grade 11",/lists/nrmm3o4p/old-man-and-the-sea,1042
The Gene,An Intimate History,"In this engaging work of nonfiction, Pulitzer Prize-winning author Siddhartha Mukherjee delves into genetics, tracing how our scientific understanding of genes and heredity has changed over time.",https://cdn.vocabulary.com/units/nsrixdmr/cover.jpeg?width=220&v=16e1ca0acfa,https://www.amazon.com/dp/147673352X?tag=vocabulary01-20,Siddhartha Mukherjee,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/nsrixdmr/gene,1043
Tight,,"Inspired by the superhero comics he loves to read, Bryan makes difficult choices as he navigates a new friendship.",https://cdn.vocabulary.com/units/nssosmnp/cover.jpeg?width=220&v=17e36330785,https://www.amazon.com/dp/1524740578?tag=vocabulary01-20,Torrey Maldonado,"Literature,Non-Fiction",/lists/nssosmnp/tight,1044
The Secret Garden,,"When her parents die from an infectious outbreak in colonial India, ten-year-old Mary Lennox is sent to live with her uncle in England, where she discovers a garden that seems to make magical things happen. Read the full text here.",https://cdn.vocabulary.com/units/nsvwfyqm/cover.jpeg?width=220&v=18969affb18,https://www.amazon.com/dp/006440188X?tag=vocabulary01-20,Frances Hodgson Burnett,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/nsvwfyqm/secret-garden,1045
The Diary of Anne Frank,,This dramatic adaptation of the diary of a young Jewish girl hiding from the Nazis won both a Tony Award and the Pulitzer Prize.,https://cdn.vocabulary.com/units/ntdvw5pb/cover.jpeg?width=220&v=181495e9d82,https://www.amazon.com/dp/1607969343?tag=vocabulary01-20,Frances Goodrich,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ntdvw5pb/diary-of-anne-frank,1046
Pony,,"After his father is kidnapped, twelve-year-old Silas teams up with a ghost and a pony in order to rescue him.",https://cdn.vocabulary.com/units/nter6dl5/cover.jpeg?width=220&v=17cf15f39e6,https://www.amazon.com/dp/0553508113?tag=vocabulary01-20,R.J. Palacio,"Grade 6,Grade 7,Grade 8,Literature",/lists/nter6dl5/pony,1047
Nigeria Jones,,"Not wanting the same path as her father, a revolutionary Black nationalist who founded the separatist Movement in Philadelphia, sixteen-year-old Nigeria Sankofa Jones decides to apply for legal emancipation.",https://cdn.vocabulary.com/units/numc5sen/cover.png?width=220&v=18e67cd4149,https://www.amazon.com/dp/0062888854?tag=vocabulary01-20,Ibi Zoboi,Literature,/lists/numc5sen/nigeria-jones,1048
Call Us What We Carry,,"This collection of poetry reflects on more than a century's worth of American history, exploring a variety of topics including racism, the 1918 influenza pandemic, climate change, and the AIDS epidemic.",https://cdn.vocabulary.com/units/nvicmlqn/cover.jpeg?width=220&v=1800b30b02b,https://www.amazon.com/dp/0593465067?tag=vocabulary01-20,Amanda Gorman,Literature,/lists/nvicmlqn/call-us-what-we-carry,1049
Tasting the Sky,,"In this memoir, Palestinian author Ibtisam Barakat recounts her childhood experiences during and after the Six-Day War.",https://cdn.vocabulary.com/units/nvrlzruo/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1250097185?tag=vocabulary01-20,Ibtisam Barakat,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/nvrlzruo/tasting-the-sky,1050
The Hunger Games,,Katniss Everdeen must fight for her life in a televised survival competition. Learn these words from the first book of Suzanne Collins's dystopian trilogy.,https://cdn.vocabulary.com/units/nvvaeoe3/cover.jpeg?width=220&v=16ddba53360,https://www.amazon.com/dp/0439023521?tag=vocabulary01-20,Suzanne Collins,"Grade 7,Grade 8,Literature,Non-Fiction",/lists/nvvaeoe3/hunger-games,1051
The Inuit Thought of It,Amazing Arctic Innovations,This nonfiction book explores innovations developed by Inuit communities to survive the harsh Arctic environment.,https://cdn.vocabulary.com/units/nwmiffxi/cover.jpg?width=220&v=1750e27d8e2,https://www.amazon.com/dp/1554510872?tag=vocabulary01-20,Alootook Ipellie,"Grade 5,Non-Fiction",/lists/nwmiffxi/inuit-thought-of-it,1052
Consider the Lobster,,"In this essay collection, David Foster Wallace muses on everything crustaceans to Franz Kafka.",https://cdn.vocabulary.com/units/ny4obdvn/cover.jpeg?width=220&v=16ddb26f6e7,https://www.amazon.com/dp/0316013323?tag=vocabulary01-20,David Foster Wallace,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/ny4obdvn/consider-the-lobster,1053
Forever Is Now,,"Worrying about all the possible things that could happen, sixteen-year-old Sadie Dixon has difficulty leaving her house in Oakland, California, especially after she witnesses a violent injustice.",https://cdn.vocabulary.com/units/nybgmvlq/cover.png?width=220&v=18e5d87828a,https://www.amazon.com/dp/0374388881?tag=vocabulary01-20,Mariama J. Lockington,Literature,/lists/nybgmvlq/forever-is-now,1054
The Boy Who Met a Whale,,"On the island of Serendib, twelve-year-old Razi has not been in the water since his father died in a fishing accident, but then he meets a young stranded sailor who needs his help.",https://cdn.vocabulary.com/units/nys45d3v/cover.png?width=220&v=18c7e5541c1,https://www.amazon.com/dp/1682635228?tag=vocabulary01-20,Nizrana Farook,Literature,/lists/nys45d3v/boy-who-met-a-whale,1055
Written in Bone,Buried Lives of Jamestown and Colonial Maryland,This engaging nonfiction book explores the work of scientists who analyze skeletal remains to learn more about early European colonists in America.,https://cdn.vocabulary.com/units/o2am3bmq/cover.jpeg?width=220&v=17550ae0edb,https://www.amazon.com/dp/0822571358?tag=vocabulary01-20,Sally M. Walker,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/o2am3bmq/written-in-bone,1056
Harry Potter and the Chamber of Secrets,,"Harry can't wait to return for his second year at Hogwarts School of Witchcraft and Wizardry, until a house elf named Dobby warns him of terrible danger ahead. When students start turning to stone — and Harry is a prime suspect — the boy wizard must figure out what's really going on at Hogwarts.",https://cdn.vocabulary.com/units/o346avvn/cover.jpeg?width=220&v=18245be343e,https://www.amazon.com/dp/0439064864?tag=vocabulary01-20,J.K. Rowling,Literature,/lists/o346avvn/harry-potter-and-the-chamber-of-secrets,1057
They Both Die at the End,,"After receiving calls from Death-Cast informing them that they have less than 24 hours to live, strangers Mateo and Rufus connect through an app called Last Friend.",https://cdn.vocabulary.com/units/o3vi26qr/cover.jpeg?width=220&v=179d7f396cb,https://www.amazon.com/dp/0062457802?tag=vocabulary01-20,Adam Silvera,Literature,/lists/o3vi26qr/they-both-die-at-the-end,1058
One Hundred Years of Solitude,,"Translated from the original Spanish by Gregory Rabassa, this classic of magical realism relates the saga of the Buendía family and the isolated town they founded in Colombia.",https://cdn.vocabulary.com/units/o4aluenj/cover.jpeg?width=220&v=16c301382f9,https://www.amazon.com/dp/0060883286?tag=vocabulary01-20,Gabriel García Márquez,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/o4aluenj/one-hundred-years-of-solitude,1059
The Unwanted,Stories of the Syrian Refugees,"This powerful, award-winning graphic novel brings the Syrian refugee crisis to life.",https://cdn.vocabulary.com/units/o7cbv35s/cover.jpeg?width=220&v=16c256c3900,https://www.amazon.com/dp/1328810151?tag=vocabulary01-20,Don Brown,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/o7cbv35s/unwanted,1060
Fever 1793,,"Mattie Cook's simple life in Philadelphia is shattered when an epidemic of yellow fever rages through the city in the summer of 1793. Attempting to flee with her grandfather, Mattie finds that escaping disaster won't be so simple.",https://cdn.vocabulary.com/units/o7hvm5o5/cover.jpeg?width=220&v=16c8bfd6c0c,https://www.amazon.com/dp/0689848919?tag=vocabulary01-20,Laurie Halse Anderson,Literature,/lists/o7hvm5o5/fever-1793,1061
The Castle in the Attic,,William must go on a quest to help a tiny knight living in a miniature castle.,https://cdn.vocabulary.com/units/o7pjebol/cover.jpeg?width=220&v=1761f9e133a,https://www.amazon.com/dp/0440409411?tag=vocabulary01-20,Elizabeth Winthrop,Grade 5,/lists/o7pjebol/castle-in-the-attic,1062
A Farewell To Arms,,"Caught up in the brutality of World War I, an American ambulance driver on the Italian front falls in love with an English nurse.",https://cdn.vocabulary.com/units/oaghuhn5/cover.jpeg?width=220&v=16c3022107d,https://www.amazon.com/dp/1476764522?tag=vocabulary01-20,Ernest Hemingway,"Grade 11,Grade 12",/lists/oaghuhn5/farewell-to-arms,1063
Mosquitoland,,"Sixteen-year-old Mim runs away from her father's home and goes on a long, eventful bus journey to find her mother.",https://cdn.vocabulary.com/units/oasvp7a4/cover.jpg?width=220&v=189551526bf,https://www.amazon.com/dp/0147513656?tag=vocabulary01-20,David Arnold,Grade 8,/lists/oasvp7a4/mosquitoland,1064
Grendel,,"In this retelling, the monster from the Old English epic Beowulf, shares his own story.",https://cdn.vocabulary.com/units/oatey3p6/cover.jpeg?width=220&v=189265bbee6,https://www.amazon.com/dp/0679723110?tag=vocabulary01-20,John Gardner,"Grade 12,Literature",/lists/oatey3p6/grendel,1065
Indian No More,,"In 1957, an Umpqua girl and her family relocate to Los Angeles after the government declares that their tribe no longer exists.",https://cdn.vocabulary.com/units/ob4rdi7u/cover.jpeg?width=220&v=175d6e466e1,https://www.amazon.com/dp/143288462X?tag=vocabulary01-20,Charlene Willing McManis,"Grade 5,Literature",/lists/ob4rdi7u/indian-no-more,1066
"Commonly Confused Words, Grade 8",,Commonly confused words are pairs or groups of words that share similar spellings or pronunciations but have different meanings or usages. This collection features commonly confused words that eighth-grade students frequently encounter while reading or taking standardized tests.,https://cdn.vocabulary.com/units/ocv5kxjt/feature.png?width=500&v=18e1a70b85b,,,Grade 8,/lists/ocv5kxjt/commonly-confused-words-grade-8,1067
200 Words Every 11th Grader Should Know How to Spell,,Vocabulary.com has compiled this collection of spelling words for students in 11th grade. Use the Spelling Bee with these lists to watch your spelling skills soar.,https://cdn.vocabulary.com/units/oda526vp/feature.png?width=500&v=18a47dcb9ef,,,Grade 11,/lists/oda526vp/words-every-11th-grader-should-know-how-to-spell,1068
Bomb,The Race to Build—and Steal—the World's Most Dangerous Weapon,"In this engaging blend of science and history, Steve Sheinkin traces the development of the atomic bomb.",https://cdn.vocabulary.com/units/odb6fivj/cover.jpeg?width=220&v=16c300a1aa9,https://www.amazon.com/dp/1250050642?tag=vocabulary01-20,Steve Sheinkin,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/odb6fivj/bomb,1069
Black Like Me,,"In the 1950s, John Howard Griffin underwent a skin-darkening procedure to investigate how he would be treated in the segregated South if people perceived him as African American. Learn these words from Griffin's harrowing investigation of race and racism.",https://cdn.vocabulary.com/units/odbs44ts/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0451234219?tag=vocabulary01-20,John Howard Griffin,Non-Fiction,/lists/odbs44ts/black-like-me,1070
The Lemonade War,,Siblings Evan and Jessie engage in an all-out war to sell the most lemonade before school starts.,https://cdn.vocabulary.com/units/of6tqyho/cover.jpeg?width=220&v=16c30030867,https://www.amazon.com/dp/0547237650?tag=vocabulary01-20,Jacqueline Davies,"Grade 5,Grade 6,Literature",/lists/of6tqyho/lemonade-war,1071
Byrd and Igloo: A Polar Adventure,,"This nonfiction narrative focuses on the American naval officer Richard Evelyn Byrd, who was accompanied by his dog Igloo, as he explored both the North and South Poles in the mid-1920s.",https://cdn.vocabulary.com/units/ofk3fg4b/cover.png?width=220&v=19113875d13,https://www.amazon.com/dp/0545616425?tag=vocabulary01-20,Samantha Seiple,Non-Fiction,/lists/ofk3fg4b/byrd-and-igloo-a-polar-adventure,1072
One of Us Is Lying,,"Simon Kelleher publishes gossip about his classmates online. When he unexpectedly dies during detention, the four students who were in the room with him become prime suspects in his murder.",https://cdn.vocabulary.com/units/ofvk7xy4/cover.jpeg?width=220&v=16c24eb6caa,https://www.amazon.com/dp/1524714682?tag=vocabulary01-20,Karen M. McManus,"Literature,Just for Fun",/lists/ofvk7xy4/one-of-us-is-lying,1073
Go Short: Essential Three-Letter Words,,"Is your vocabulary feeling lax, with too many words beyond your ken? Dip into this vat of verbal gems of every hue and turn your woe into awe! These four lists are arranged from easiest to most challenging. Try and learn them all!",https://cdn.vocabulary.com/units/oh5ikayh/feature.png?width=500&v=190171be8cb,,,Just for Fun,/lists/oh5ikayh/short-and-sweet-essential-three-letter-words,1074
They Went Left,,"After being liberated from a Nazi concentration camp, a teenager embarks on a quest to find her brother.",https://cdn.vocabulary.com/units/ohksagr6/cover.jpeg?width=220&v=1791f556067,https://www.amazon.com/dp/0316490598?tag=vocabulary01-20,Monica Hesse,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ohksagr6/they-went-left,1075
Cat on a Hot Tin Roof,,"This Pulitzer Prize-winning play dramatizes a single evening in the life of the Pollitts, a fractured Mississippi family.",https://cdn.vocabulary.com/units/ojekjgvn/cover.jpeg?width=220&v=16e7f10fa57,https://www.amazon.com/dp/0811216012?tag=vocabulary01-20,Tennessee Williams,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ojekjgvn/cat-on-a-hot-tin-roof,1076
Clayton Byrd Goes Underground,,"Clayton Byrd dreams of playing the blues, just like his grandfather. When his grandfather dies, a distraught Clayton runs away from home in the hopes of joining a blues band.",https://cdn.vocabulary.com/units/ojroesk3/cover.jpeg?width=220&v=16c301f8564,https://www.amazon.com/dp/0062215930?tag=vocabulary01-20,Rita Williams-Garcia,Literature,/lists/ojroesk3/clayton-byrd-goes-underground,1077
White Smoke,,"After moving to a small town in the Midwest, high school track star Marigold discovers that she's living in a haunted house in a new town full of dark secrets.",https://cdn.vocabulary.com/units/oktb4uy7/cover.jpeg?width=220&v=18018a4df26,https://www.amazon.com/dp/006302909X?tag=vocabulary01-20,Tiffany D. Jackson,Literature,/lists/oktb4uy7/white-smoke,1078
Wildfire,,Twelve-year-old Sam has to fight for survival when a wildfire rages through his summer camp.,https://cdn.vocabulary.com/units/ol4e2uxx/cover.jpeg?width=220&v=17dba95fbb6,https://www.amazon.com/dp/1338713647?tag=vocabulary01-20,Rodman Philbrick,Literature,/lists/ol4e2uxx/wildfire,1079
A Good Kind of Trouble,,"Twelve-year-old Shayla doesn't like to make waves—but as she navigates middle school and educates herself about prejudice in her community, she learns that sometimes it's good to cause a little trouble.",https://cdn.vocabulary.com/units/ondmbovx/cover.jpeg?width=220&v=1848ce29ff9,https://www.amazon.com/dp/0062836684?tag=vocabulary01-20,Lisa Moore Ramée,Literature,/lists/ondmbovx/good-kind-of-trouble,1080
The Wealth of Nations,,"In this groundbreaking work, economist Adam Smith examines labor practices, commerce, and economic growth.",https://cdn.vocabulary.com/units/opnnjblj/cover.jpeg?width=220&v=17cc317846d,https://www.amazon.com/dp/0553585975?tag=vocabulary01-20,Adam Smith,Non-Fiction,/lists/opnnjblj/wealth-of-nations,1081
