Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link
Claudette Colvin: Twice Toward Justice,,"Courageous and determined, teenager Claudette Colvin refused to give up her seat on a segregated bus and became a plaintiff in a landmark civil rights case. This nonfiction account celebrates an often unacknowledged American heroine.",https://cdn.vocabulary.com/units/ps2y73jf/cover.jpeg?width=220&v=18613b754d3,https://www.amazon.com/dp/0312661053?tag=vocabulary01-20,Phillip Hoose,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/ps2y73jf/claudette-colvin-twice-toward-justice
"Mara, Daughter of the Nile",,An enslaved woman in ancient Egypt works as a spy in order to gain her freedom.,https://cdn.vocabulary.com/units/psfizyrz/cover.jpeg?width=220&v=178d1bdd453,https://www.amazon.com/dp/0140319298?tag=vocabulary01-20,Eloise Jarvis McGraw,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/psfizyrz/mara-daughter-of-the-nile
Mansfield Park,,"Residing with her wealthy relatives, Fanny Price navigates familial, social, and romantic entanglements. Read the full text here.",https://cdn.vocabulary.com/units/ptdrlabj/cover.jpeg?width=220&v=16c2569c388,https://www.amazon.com/dp/0141439807?tag=vocabulary01-20,Jane Austen,Just for Fun,/lists/ptdrlabj/mansfield-park
Looking For Alaska,,"Tired of his life at home, Miles Halter leaves for boarding school where he meets (and falls in love with) the impulsive and unpredictable Alaska Young. But when tragedy strikes, Miles begins to question his relationship with Alaska.",https://cdn.vocabulary.com/units/ptljvg34/cover.jpeg?width=220&v=16c24eed269,https://www.amazon.com/dp/0525475060?tag=vocabulary01-20,John Green,"Grade 9,Grade 10,Grade 11,Grade 12,Literature,Just for Fun",/lists/ptljvg34/looking-for-alaska
More Happy Than Not,,A teenager considers a radical memory-altering procedure to help deal with his father's death and challenging relationships.,https://cdn.vocabulary.com/units/ptummn6n/cover.jpeg?width=220&v=17118203ca6,https://www.amazon.com/dp/1616956771?tag=vocabulary01-20,Adam Silvera,Non-Fiction,/lists/ptummn6n/more-happy-than-not
Bodega Dreams,,"In Spanish Harlem, Chino is drawn into the criminal network of Willie Bodega, a generous kingpin who demands total loyalty.",https://cdn.vocabulary.com/units/ptunlfyh/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0375705899?tag=vocabulary01-20,Ernesto Quiñonez,Literature,/lists/ptunlfyh/bodega-dreams
All-of-a-Kind Family,,This first book of the series based on the author's childhood in early 1900s New York introduces five sisters in a Jewish American family.,https://cdn.vocabulary.com/units/pxaqp32c/cover.png?width=220&v=18a042d7102,,Sydney Taylor,Literature,/lists/pxaqp32c/all-of-a-kind-family
Ripped from the Headlines: March 2020,Our Weekly Roundups of Words Used in the News,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/pxlasg2i/feature.png?width=500&v=1711a27c0e1,,,Events,/lists/pxlasg2i/ripped-from-the-headlines-march-2020
The Moonstone,,"Colonel Herncastle pillages a sacred diamond from India and gives it to his niece. When the diamond goes missing at her eighteenth birthday party, detective Sergeant Cuff takes up the case. Read the full text here.",https://cdn.vocabulary.com/units/pxtezdxz/cover.jpeg?width=220&v=16c2534f1ba,https://www.amazon.com/dp/0140434089?tag=vocabulary01-20,Wilkie Collins,Just for Fun,/lists/pxtezdxz/moonstone
Divergent,,"Tris lives in a society divided into strictly separated factions. Given the chance to change her life, she must keep a dangerous secret from those in power.",https://cdn.vocabulary.com/units/py34iuyj/cover.jpeg?width=220&v=16ddb8fa7fe,https://www.amazon.com/dp/0062024035?tag=vocabulary01-20,Veronica Roth,Grade 7,/lists/py34iuyj/divergent
The Horse and His Boy,,This installment of The Chronicles of Narnia follows the adventures of a runaway boy and a talking horse.,https://cdn.vocabulary.com/units/pypy2lov/cover.jpeg?width=220&v=16d97e56c41,https://www.amazon.com/dp/0060234881?tag=vocabulary01-20,C.S. Lewis,Just for Fun,/lists/pypy2lov/horse-and-his-boy
Essential Academic Vocabulary for High School Students,,"Whether you're preparing for a standardized test, hoping to improve your comprehension of reading assignments, or simply looking to increase your word knowledge, our lists of essential, high-frequency words will put you on the path to vocabulary success.",https://cdn.vocabulary.com/units/pzhdv5mw/feature.png?width=500&v=177500acbaa,,,"Grade 9,Grade 10,Grade 11,Grade 12,Test-Prep",/lists/pzhdv5mw/essential-vocabulary-for-high-school-students
The Sunbearer Trials,,"This first book of the duology introduces seventeen-year-old Teo, son of the goddess of birds, who must compete for the honor of either carrying an elixir to the temples or being sacrificed to refuel the Sun Stones that protect the people of Reino del Sol.",https://cdn.vocabulary.com/units/pztjpzdu/cover.png?width=220&v=18d7f4e11ac,https://www.amazon.com/dp/1250822130?tag=vocabulary01-20,Aiden Thomas,Literature,/lists/pztjpzdu/sunbearer-trials
Words to Help You Win at Scrabble,,"Like the game chess, competitive Scrabble is immensely popular, and the number of players who compete grows every year. Whether you're just starting out or you've been playing the game for years, this collection of words can help you increase your score so you can crush your competition. Game on!",https://cdn.vocabulary.com/units/q2l5oe6x/feature.png?width=500&v=196013cc7bf,,,Just for Fun,/lists/q2l5oe6x/words-to-help-you-win-at-scrabble
Julie of the Wolves,,"In this classic novel, an Eskimo girl lost in the arctic wilderness must fight for survival while she grapples with her sense of identity. Learn these words from the Newbery Medal winner by Jean Craighead George.",https://cdn.vocabulary.com/units/q3ukoqoy/cover.jpeg?width=220&v=16c3024a545,https://www.amazon.com/dp/0064400581?tag=vocabulary01-20,Jean Craighead George,"Grade 6,Grade 7,Grade 8",/lists/q3ukoqoy/julie-of-the-wolves
The Witch of Blackbird Pond,,"After emigrating from Barbados to Connecticut Colony, sixteen-year-old Katherine (Kit) Tyler finds herself at odds with her Puritan neighbors, which turns dangerous when she befriends a Quaker woman accused of being a witch.",https://cdn.vocabulary.com/units/q4sy4jdq/cover.jpeg?width=220&v=188f80ff2e8,https://www.amazon.com/dp/0547550294?tag=vocabulary01-20,Elizabeth George Speare,"Grade 6,Grade 7,Grade 8,Literature",/lists/q4sy4jdq/witch-of-blackbird-pond
The House on Mango Street,,"Growing up in a poor Chicago neighborhood, Esperanza Cordero longs for a better life but finds it difficult to break free of the past.",https://cdn.vocabulary.com/units/q4yoj6ga/cover.jpeg?width=220&v=16d1dc8317b,https://www.amazon.com/dp/0679734775?tag=vocabulary01-20,Sandra Cisneros,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/q4yoj6ga/house-on-mango-street
"Will Grayson, Will Grayson",,"In this collaboration by popular novelists John Green and David Levithan, the lives of two teenagers named Will Grayson intersect unexpectedly.",https://cdn.vocabulary.com/units/q55dxrvy/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0142418471?tag=vocabulary01-20,John Green,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/q55dxrvy/will-grayson-will-grayson
Unequal: A Story of America,,"In this nonfiction story of America, the authors recount the struggles of key African Americans in the country's march towards the equality and justice promised by the Constitution.",https://cdn.vocabulary.com/units/q5724ijc/cover.png?width=220&v=1874d210711,https://www.amazon.com/dp/0759557012?tag=vocabulary01-20,Michael Eric Dyson,Non-Fiction,/lists/q5724ijc/unequal-a-story-of-america
Stargazing,,Moon is unlike anyone Christine has ever met — but jealousy and an unexpected emergency test their friendship.,https://cdn.vocabulary.com/units/q5okvehy/cover.jpeg?width=220&v=16dcbddfecd,https://www.amazon.com/dp/125018388X?tag=vocabulary01-20,Jen Wang,"Grade 5,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/q5okvehy/stargazing
Cleopatra,Egypt's Last and Greatest Queen,"This biography explores the ascension and reign of Cleopatra, the ancient Egyptian pharaoh.",https://cdn.vocabulary.com/units/qbptiyrh/cover.jpeg?width=220&v=16c250cd78f,https://www.amazon.com/dp/1402757107?tag=vocabulary01-20,Susan Blackaby,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/qbptiyrh/cleopatra
The Candle and the Flame,,"Saved by a djinni as a child, eighteen-year old Fatima Ghazala has a magical fire within her that vexes a commander named Zulfikar and draws her into royal conflicts in the city of Noor.",https://cdn.vocabulary.com/units/qc37t7lt/cover.png?width=220&v=18a04d602ef,https://www.amazon.com/dp/1338306049?tag=vocabulary01-20,Nafiza Azad,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/qc37t7lt/candle-and-the-flame
Meltdown,"Earthquake, Tsunami, and Nuclear Disaster in Fukushima","This nonfiction narrative details the frantic days (March 11–16, 2011) trying to contain the radiation from six nuclear reactors in Fukushima, Japan, that were hit by both an earthquake and tsunami.",https://cdn.vocabulary.com/units/qc6ygrbo/cover.jpg?width=220&v=192c46a6eb5,https://www.amazon.com/dp/1626727007?tag=vocabulary01-20,Deirdre Langeland,Non-Fiction,/lists/qc6ygrbo/meltdown
Only Mostly Devastated,,"When Ollie moves across the country, he discovers that he now attends the same school as his summer crush.",https://cdn.vocabulary.com/units/qdc2n3ub/cover.jpeg?width=220&v=179e8171a6d,https://www.amazon.com/dp/1250787432?tag=vocabulary01-20,Sophie Gonzales,"Grade 8,Literature",/lists/qdc2n3ub/only-mostly-devastated
Elatsoe,,"Ellie, a Native American girl with supernatural powers, attempts to solve a family member's murder.",https://cdn.vocabulary.com/units/qdseukaf/cover.jpeg?width=220&v=17787d3ad3b,https://www.amazon.com/dp/1646140052?tag=vocabulary01-20,Darcie Little Badger,Literature,/lists/qdseukaf/elatsoe
Lalani of the Distant Sea,,"In this fantasy novel, Lalani goes on a quest to find a cure for her mother's illness.",https://cdn.vocabulary.com/units/qdsulfh5/cover.jpeg?width=220&v=177d4fe4456,https://www.amazon.com/dp/0062747282?tag=vocabulary01-20,Erin Entrada Kelly,Literature,/lists/qdsulfh5/lalani-of-the-distant-sea
How Dare the Sun Rise,,"After surviving a massacre in her home country, the Democratic Republic of the Congo, ten-year-old Sandra Uwiringiyimana came to the United States to start a new life. In this harrowing and affecting memoir, she recounts her childhood, her experiences as an immigrant in America, and her humanitarian work.",https://cdn.vocabulary.com/units/qe5g7rdz/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0062470159?tag=vocabulary01-20,Sandra Uwiringiyimana,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/qe5g7rdz/how-dare-the-sun-rise
Good Masters! Sweet Ladies! Voices from a Medieval Village,,"Through vivid verse monologues, Laura Amy Schlitz brings the diverse inhabitants of a medieval English village to life.",https://cdn.vocabulary.com/units/qehlfaty/cover.jpeg?width=220&v=16c24dd0cdf,https://www.amazon.com/dp/0763650943?tag=vocabulary01-20,Laura Amy Schlitz,Grade 6,/lists/qehlfaty/good-masters-sweet-ladies-voices-from-a-medieval-village
Short and Sweet,Explore These Lists from the February Calendar,"When it comes to vocabulary, even though it’s the shortest month of the year, there’s a lot to love about February. From Groundhog Day to Valentine’s Day, there are plenty of special occasions to observe, and we’ve got lists for all of them!",https://cdn.vocabulary.com/units/qey3cuz5/feature.png?width=500&v=194f16e219a,,,Just for Fun,/lists/qey3cuz5/short-and-sweet
Wonder,,"In this novel, a boy with facial anomalies tries to navigate the sometimes treacherous world of public school.


 Here is a link to Auggie & Me by R.J. Palacio.",https://cdn.vocabulary.com/units/qfcsddo4/cover.jpeg?width=220&v=180f1399174,https://www.amazon.com/dp/0375869026?tag=vocabulary01-20,R.J. Palacio,"Grade 5,Literature,Non-Fiction",/lists/qfcsddo4/wonder
The Silence that Binds Us,,"Descended from Chinese immigrants who'd settled in California, high school junior Maybelline Chen struggles against both cultural and racist stereotypes, especially after her older brother commits suicide.",https://cdn.vocabulary.com/units/qftvcw5f/cover.png?width=220&v=18af6e9b47d,https://www.amazon.com/dp/0063059347?tag=vocabulary01-20,Joanna Ho,Literature,/lists/qftvcw5f/silence-that-binds-us
The Lives of a Cell,Notes of a Biology Watcher,"In 29 essays, physician, etymologist, poet, educator, and researcher Lewis Thomas covers a range of topics to illustrate his theme that all living things, including the Earth itself, are interconnected and interdependent.",https://cdn.vocabulary.com/units/qh2j6v5t/cover.png?width=220&v=1863206c926,https://www.amazon.com/dp/0140047431?tag=vocabulary01-20,Lewis Thomas,Non-Fiction,/lists/qh2j6v5t/lives-of-a-cell
The Wonderful Wizard of Oz,,"During a cyclone, Dorothy Gale and her dog are transported from Kansas to a strange land where she seeks a wizard to help them get home. Read the full text here.",https://cdn.vocabulary.com/units/qhj5bgwn/cover.jpeg?width=220&v=1894068c8fe,https://www.amazon.com/dp/1950435431?tag=vocabulary01-20,L. Frank Baum,"Grade 5,Grade 6,Grade 7,Grade 8",/lists/qhj5bgwn/wonderful-wizard-of-oz
The Bad Beginning,,"Following the death of their parents, Violet, Klaus, and Sunny Baudelaire are sent to live with Count Olaf, who plots to steal their inheritance.",https://cdn.vocabulary.com/units/qiaosf4g/cover.png?width=220&v=182cb0a0a63,https://www.amazon.com/dp/0064407663?tag=vocabulary01-20,Lemony Snicket,"Grade 5,Just for Fun",/lists/qiaosf4g/bad-beginning
The Fighting Ground,,"In this historical novel, thirteen-year-old Jonathan defies his father's wishes and joins the fight for American independence.",https://cdn.vocabulary.com/units/qkdrwdm5/cover.jpeg?width=220&v=16c256d7d6e,https://www.amazon.com/dp/0064401855?tag=vocabulary01-20,Avi,"Grade 6,Grade 7,Grade 8,Literature",/lists/qkdrwdm5/fighting-ground
Before the Ever After,,"ZJ's father, a beloved football star, begins suffering from memory loss and mood swings.",https://cdn.vocabulary.com/units/qle3ysxh/cover.jpeg?width=220&v=1774e90dd57,https://www.amazon.com/dp/0399545433?tag=vocabulary01-20,Jacqueline Woodson,Literature,/lists/qle3ysxh/before-the-ever-after
The Watsons Go to Birmingham,1963,"When the Watson family pays Grandma a visit in Alabama, they find themselves caught up in the battle for civil rights.",https://cdn.vocabulary.com/units/qli5ruox/cover.jpeg?width=220&v=1815e06933b,https://www.amazon.com/dp/044022800X?tag=vocabulary01-20,Christopher Paul Curtis,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/qli5ruox/watsons-go-to-birmingham
Winterhouse,,"In this first book of the Winterhouse trilogy, eleven-year-old orphan Elizabeth Somers is sent by her aunt and uncle to a hotel in the snowy mountains, where she discovers magical mysteries and adventures with the other guests and owner.",https://cdn.vocabulary.com/units/qlqfwnzc/cover.png?width=220&v=187b8f2dd05,https://www.amazon.com/dp/1250294193?tag=vocabulary01-20,Ben Guterson,"Grade 5,Literature",/lists/qlqfwnzc/winterhouse
Because of Winn-Dixie,,"While shopping for groceries, ten-year-old India Opal Buloni finds a dog that will change her life.",https://cdn.vocabulary.com/units/qm5on7ah/cover.jpeg?width=220&v=16c902d917d,https://www.amazon.com/dp/0763680869?tag=vocabulary01-20,Kate DiCamillo,"Grade 5,Literature,Just for Fun",/lists/qm5on7ah/because-of-winn-dixie
On the Banks of Plum Creek,,"In this volume of the Little House series, the Ingalls family settles in Minnesota and overcomes many obstacles to survival.",https://cdn.vocabulary.com/units/qmdbjdrv/cover.jpg?width=220&v=173c4cd1222,https://www.amazon.com/dp/0064400042?tag=vocabulary01-20,Laura Ingalls Wilder,"Grade 5,Literature,Just for Fun",/lists/qmdbjdrv/on-the-banks-of-plum-creek
Kidnapped,,"After young orphan David Balfour discovers he may be the true heir to his uncle's estate, he is kidnapped and swept up in the struggle of Scottish highlanders against the English. Read the adventure story here.",https://cdn.vocabulary.com/units/qn3jmkap/cover.jpeg?width=220&v=16c24bf64a1,https://www.amazon.com/dp/0141441798?tag=vocabulary01-20,Robert Louis Stevenson,Grade 9,/lists/qn3jmkap/kidnapped
Dog Days: The Words of August,Get This Collection While It's Hot!,"We’ve fetched a collection of well-groomed words for August. There’s a list related to the month's name, a list of words for being happy, and lists for August’s many special events: National Dog Day, Women's Equality Day, and National Book Lovers Day. These words are sure to get tails and tongues wagging!",https://cdn.vocabulary.com/units/qneyjxcy/feature.png?width=500&v=191058e55c2,,,Just for Fun,/lists/qneyjxcy/dog-days-the-words-of-august
Invisible Man,,"In Ralph Ellison's classic novel, a nameless narrator struggles with his sense of identity in a world that treats him like he is invisible.",https://cdn.vocabulary.com/units/qnhtgl2k/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0679732764?tag=vocabulary01-20,Ralph Ellison,"Grade 10,Grade 11,Literature",/lists/qnhtgl2k/invisible-man
Spring Has Sprung,Explore these lists from the April Calendar,"April is teeming with occasions to learn new words, from Arbor Day and Grilled Cheese Day, to the Passover and Easter feasts. Learn these lists and put a little spring in your vocabulary!",https://cdn.vocabulary.com/units/qnrp4ttb/feature.png?width=500&v=195ec6520b8,,,Just for Fun,/lists/qnrp4ttb/spring-has-sprung
The SAT Math Test,,"We've compiled a list of basic math terms and concepts that you're likely to see on the SAT Math Test. As you prepare for the SAT, test your knowledge of these important words.",https://cdn.vocabulary.com/units/qoomzicr/feature.png?width=500&v=18343091b92,,,Test-Prep,/lists/qoomzicr/sat-math-test
The Prince and the Coyote,,"Based on the life and poems of Nezahualcoyotl, this historical fiction is told from the perspective of the 15th-century king of Tetzcoco, as he goes from being a teenage crown prince, to hunted refugee, to triumphant warrior and family man.",https://cdn.vocabulary.com/units/qpnmwogd/cover.png?width=220&v=1905061e0e0,https://www.amazon.com/dp/1646141776?tag=vocabulary01-20,David Bowles,Literature,/lists/qpnmwogd/prince-and-the-coyote
A Soft Place to Land,,"After her father loses his job, twelve-year-old Joy must adjust to a new life in a small apartment building where she discovers a secret hideout where kids go to escape their troubles.",https://cdn.vocabulary.com/units/qqtdahea/cover.jpeg?width=220&v=17e7d3fa21c,https://www.amazon.com/dp/0062875876?tag=vocabulary01-20,Janae Marks,Literature,/lists/qqtdahea/soft-place-to-land
Dragonwings,,"In the early 1900s, a young boy leaves China to join his father in San Francisco, where they work to build a flying machine.",https://cdn.vocabulary.com/units/qqybld26/cover.jpeg?width=220&v=16c301b8888,https://www.amazon.com/dp/0064400859?tag=vocabulary01-20,Laurence Yep,"Grade 6,Grade 7,Grade 8,Literature",/lists/qqybld26/dragonwings
Ripped from the Headlines: March 2024,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/qrhwqtjs/feature.png?width=500&v=18e85b6a11a,,,Events,/lists/qrhwqtjs/ripped-from-the-headlines-march-2024
Under a War-Torn Sky,,"Set during World War II, this novel tells the story of a pilot who attempts to find his way home after his plane is shot down.",https://cdn.vocabulary.com/units/qrilvd6y/cover.jpeg?width=220&v=17068449f28,https://www.amazon.com/dp/0786817534?tag=vocabulary01-20,L.M. Elliott,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/qrilvd6y/under-a-war-torn-sky
Twelfth Night,,"After a shipwreck separates her from her twin brother, Viola disguises herself as a man so she can pass safely through the land of Illyria. There she befriends Duke Orsino and tries to help him win the affections of Countess Olivia. Read the full text here.",https://cdn.vocabulary.com/units/qrmuhprb/cover.jpeg?width=220&v=17c280d8bcd,https://www.amazon.com/dp/0743482778?tag=vocabulary01-20,William Shakespeare,"Grade 6,Grade 7,Grade 8",/lists/qrmuhprb/twelfth-night
The Benefits of Being an Octopus,,"At school, Zoey hopes no one will notice her. After school, she takes care of her younger siblings while her mom struggles to make ends meet. But when her social studies teacher asks Zoey to join the debate club, Zoey might finally learn to speak up for herself and her family.",https://cdn.vocabulary.com/units/qrpantja/cover.jpeg?width=220&v=16c2561e51b,https://www.amazon.com/dp/1510737480?tag=vocabulary01-20,Ann Braden,Grade 7,/lists/qrpantja/benefits-of-being-an-octopus
Death and the King's Horseman,,"Set in Nigeria, this play depicts the destruction and chaos that are unleashed when tribal ritual and the English legal system collide.",https://cdn.vocabulary.com/units/qrw65n2o/cover.jpeg?width=220&v=16d26d2de2e,https://www.amazon.com/dp/0393322998?tag=vocabulary01-20,Wole Soyinka,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/qrw65n2o/death-and-the-kings-horseman
Essential Math Vocabulary,,"We've got your number! Mastering essential vocabulary is a prime factor in understanding mathematical concepts and processes. This collection covers topics from arithmetic to algebra, making success in any math course as easy as pi!",https://cdn.vocabulary.com/units/qt6iiywn/feature.png?width=500&v=18c3aac5b41,,,Test-Prep,/lists/qt6iiywn/essential-math-vocabulary
Only This Beautiful Moment,,"Three generations of Jafarzadeh men (Babak, Saeed, and Mahmoud), while sharing stories from their teenage years in Tehran and Los Angeles, discover they have more in common than just their Iranian blood.",https://cdn.vocabulary.com/units/quf5lg7y/cover.png?width=220&v=18e9b36a58c,https://www.amazon.com/dp/0063039389?tag=vocabulary01-20,Abdi Nazemian,Literature,/lists/quf5lg7y/only-this-beautiful-moment
Race to the Sun,,"Seventh-grader Nizhoni, her brother, and her best friend must pass a series of difficult tests and travel to the House of the Sun in order to defeat ancient monsters.",https://cdn.vocabulary.com/units/qujfrj4l/cover.jpeg?width=220&v=17011207283,https://www.amazon.com/dp/1368024661?tag=vocabulary01-20,Rebecca Roanhorse,"Grade 5,Literature,Non-Fiction",/lists/qujfrj4l/race-to-the-sun
The Master Puppeteer,,"In feudal Japan, a puppeteer's apprentice attempts to figure out the identity of a notorious bandit.",https://cdn.vocabulary.com/units/qut3drzs/cover.jpg?width=220&v=17a5462d565,https://www.amazon.com/dp/0064402819?tag=vocabulary01-20,Katherine Paterson,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/qut3drzs/master-puppeteer
Quiet Power,The Secret Strengths of Introverted Kids,"This book explores the realities, needs, and strengths of introverts.",https://cdn.vocabulary.com/units/quvcz5we/cover.jpeg?width=220&v=17421e2580a,https://www.amazon.com/dp/0147509920?tag=vocabulary01-20,Susan Cain,Non-Fiction,/lists/quvcz5we/quiet-power
Much Ado About Stuffing: Thanksgiving Vocabulary,Feast on This Cornucopia of Tasty Terms,"Thanksgiving celebrates the spirit of gratitude for family, friends, and food. Because the holiday focuses on a meal, we’ve laid out a banquet of tasty terms to satisfy your hunger for vocabulary.",https://cdn.vocabulary.com/units/qvh7gvbh/feature.png?width=500&v=19363da8be9,,,"Grade 5,Just for Fun",/lists/qvh7gvbh/feast-on-this-cornucopia-of-tasty-terms
The Once and Future King,,"In this retelling of the Arthurian legend, a young boy is tutored by the wizard Merlin in preparation for his future as a great king of England.",https://cdn.vocabulary.com/units/qwezwc4d/cover.jpeg?width=220&v=16e4737399b,https://www.amazon.com/dp/0441627404?tag=vocabulary01-20,T.H. White,"Grade 8,Grade 12,Literature",/lists/qwezwc4d/once-and-future-king
Moxie,,"Frustrated with rampant sexism at her school, Viv creates a feminist zine — and inspires a revolution.",https://cdn.vocabulary.com/units/qwx3ghdv/cover.jpeg?width=220&v=173b4d348f5,https://www.amazon.com/dp/1250104262?tag=vocabulary01-20,Jennifer Mathieu,Literature,/lists/qwx3ghdv/moxie
Stormbreaker,,"After being recruited by the Secret Intelligence Service, 14-year-old Alex Rider investigates a suspicious businessman.",https://cdn.vocabulary.com/units/qxlqf2uc/cover.jpeg?width=220&v=16c2561951b,https://www.amazon.com/dp/0142406112?tag=vocabulary01-20,Anthony Horowitz,"Grade 6,Grade 7,Grade 8",/lists/qxlqf2uc/stormbreaker
The Waste Land,,"Considered a classic of Modernist literature, this unpredictable poem is a collage of voices and languages that explores British society and myths of devastated civilizations. Read the full text here.",https://cdn.vocabulary.com/units/qydbusnu/cover.jpg?width=220&v=189ac4c4e90,https://www.amazon.com/dp/153900807X?tag=vocabulary01-20,T.S. Eliot,Grade 11,/lists/qydbusnu/waste-land
On Liberty,,"In this influential essay, Mill examines the nature of liberty as it applies to the individual and society as a whole. Read the full text here.",https://cdn.vocabulary.com/units/qzbwin7s/cover.jpeg?width=220&v=17aca677df0,https://www.amazon.com/dp/0486421309?tag=vocabulary01-20,John Stuart Mill,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/qzbwin7s/on-liberty
The Superteacher Project,,"When a new teacher arrives at a New Jersey middle school, students are curious about why he has a grandfatherly assistant, doesn't smile or eat, and knows so much about everything.",https://cdn.vocabulary.com/units/r2jl53gr/cover.png?width=220&v=18c6a375232,https://www.amazon.com/dp/0063032791?tag=vocabulary01-20,Gordon Korman,Literature,/lists/r2jl53gr/superteacher-project
Uncomfortable Conversations with a Black Boy,,"Written by a former NFL football player, this book blends history and personal narrative in order to encourage thoughtful discussions about racism.",https://cdn.vocabulary.com/units/r2kc3mdd/cover.jpeg?width=220&v=179adfcbc57,https://www.amazon.com/dp/1250801060?tag=vocabulary01-20,Emmanuel Acho,"Literature,Non-Fiction",/lists/r2kc3mdd/uncomfortable-conversations-with-a-black-boy
Shooting Kabul,,"When Fadi's family flees Afghanistan for the United States, his younger sister Mariam is accidentally left behind. Fadi enters a photography contest in the hopes that his winnings will allow him to find Mariam.",https://cdn.vocabulary.com/units/r32jhrxx/cover.jpeg?width=220&v=16fb424a822,https://www.amazon.com/dp/1442401958?tag=vocabulary01-20,N.H. Senzai,Literature,/lists/r32jhrxx/shooting-kabul
125 Words Every 8th Grader Should Know,Vocabulary You Need to Succeed,"By analyzing student data and commonly taught texts, Vocabulary.com has compiled this collection of essential vocabulary for students in 8th grade. Master high-frequency, high-utility words that you'll encounter across the curriculum.",https://cdn.vocabulary.com/units/r3qovfdy/feature.png?width=500&v=17d956d9525,,,Grade 8,/lists/r3qovfdy/125-words-every-8th-grader-should-know
A Single Shard,,A Single Shard tells the story of a homeless orphan who helps a potter earn a royal commission in 12th-century Korea. Master these words that Linda Sue Park shaped into a Newbery Medal winner.,https://cdn.vocabulary.com/units/r4jky3ma/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B003K16PKK?tag=vocabulary01-20,Linda Sue Park,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/r4jky3ma/single-shard
Twins,,"Twin sisters Maureen and Francine have always done everything together — but when the girls start sixth grade, they face challenges and conflicts in their relationship.",https://cdn.vocabulary.com/units/r4vmme45/cover.jpeg?width=220&v=177b5aeada2,https://www.amazon.com/dp/133823613X?tag=vocabulary01-20,Varian Johnson,"Grade 5,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",/lists/r4vmme45/twins
As You Like It,,"In this comedy, various exiles — including Duke Senior, his daughter Rosalind, her cousin Celia, a nobleman named Orlando, and a fool — flee to the forest Arden.",https://cdn.vocabulary.com/units/r4vubsdt/cover.jpeg?width=220&v=1708384bed7,https://www.amazon.com/dp/1982109408?tag=vocabulary01-20,William Shakespeare,Grade 10,/lists/r4vubsdt/as-you-like-it
Clarice the Brave,,"Clarice and Charles Sebastian are sister and brother mice who are fearfully huddling together on a ship, until a mutiny separates them and forces them to fight to survive.",https://cdn.vocabulary.com/units/r4vumtnp/cover.png?width=220&v=18a94970627,https://www.amazon.com/dp/0593323386?tag=vocabulary01-20,Lisa McMann,Just for Fun,/lists/r4vumtnp/clarice-the-brave
Rez Ball,,Fifteen-year-old Tre Brun is determined to help the Red Lake Nation's Warriors win Minnesota's high school basketball tournament.,https://cdn.vocabulary.com/units/r56e5y6n/cover.png?width=220&v=18d131a276c,https://www.amazon.com/dp/0063160374?tag=vocabulary01-20,Byron Graves,Literature,/lists/r56e5y6n/rez-ball
