word,part_of_speech,meaning,example,example_meaning,definition
dapple-gray,noun,,,,grey with a mottled pattern of darker grey markings
davy's gray,noun,,C Warwick Davis played Filius Flitwick in the first two films as an old dwarf-like man with gray hair.,C Warwick Davis đóng Filius Flitwick ở hai phần phim đầu trong vai một người đàn ông lùn già với bộ tóc xám .,slightly purplish or bluish dark grey
dolphin,noun,cá heo,Some of them were dolphin liver. Some of them were dolphin blubber.,Một số là gan cá heo . Một vài mẫu là mỡ cá heo .,"A carnivorous aquatic mammal inhabiting mostly in the shallower seas of the continental shelves, famed for its intelligence and occasional willingness to approach humans."
acorn,noun,quả đầu,They're the best beet and acorn cookies I've ever eaten.,Đây là bánh quy củ cải quả đầu ngon nhất tôi từng ăn.,"The fruit of the oak, being an oval nut growing in a woody cup or cupule."
almond,adjective,quả hạnh,Each ovary is about the size and shape of an almond .,Mỗi buồng trứng đều có kích cỡ và hình dáng giống như quả hạnh .,(countable) A type of tree nut.
baked potato,noun,,Baked potato ...,Khoai luộc ...,A potato that has been baked so as to be edible.
bark,verb,vỏ cây,"Instead, the land grew trees that have bark and stems and flowers.","Thay vào đó, đất đai dần tạo ra vỏ cây , chồi non và hoa.","(countable, uncountable) The exterior covering of the trunk and branches of a tree; the rind."
beaver,noun,con hải ly,"I mean, she chose her beaver , over her children.",Là con vịt đã ở với con hải ly thay vì với con của nó.,"An aquatic mammal of the genus Castor, having a wide, flat tail and webbed feet."
brick red,adjective,,"The red brick building on your right is Ward A, the male ward.","Tòa nhà bằng gạch đỏ phía tay phải của tôi là khu A, khu của nam",warm brownish-red colour similar to that of red clay bricks.
brown,noun,nâu,"He's got four white socks, he's brown all over and he has a white mark here like so","Nó có bốn đốm trắng, toàn thân màu nâu , và có một vết trắng ở đây.","A red-orange colour, including the colour of chocolate or coffee."
brownie,noun,bánh sôcôla hạnh nhân,Who wants one of my special home-baked brownies ?,Còn ai muốn bánh sôcôla hạnh nhân do tớ tự làm không nè?,"a small rich cake, usually made with chocolate, usually brown and square."
attache,noun,tùy viên,"To Colonel Collins, the military attache of the embassy.","Với Đại tá Collins, tùy viên quân sự của Tòa Đại sứ.",An official associated with an embassy.
skimpy,adjective,không đủ,"Trisha Biggar notes that Lucas wanted her to appear ""sexy, gorgeous, and young in skimpy clothes.""","Trisha Biggar nói Lucas muốn Padmé xuất hiện ""gợi cảm, lộng lẫy, và trẻ trung trong những bộ trang phục khêu gợi .""","Small or inadequate; not generous, or of a garment, very small, light, or revealing."
mire,noun,bùn,And its waters keep tossing up seaweed and mire .,Nước cứ cuộn lên rong rêu bùn lầy.,"Deep mud; moist, spongy earth."
debriefing,noun,,I have a debrief to attend.,Tôi có cuộc họp phải dự,"The act of debriefing, or the state of being debriefed."
martinet,noun,,"(Luke 6:41, 42) No, Jesus was not a tight-lipped martinet .","(Lu-ca 6:41, 42) Không, Chúa Giê-su không phải là người nghiêm khắc .",(military) A strict disciplinarian
vicar,noun,cha sở,Anything would be better though than the last vicar .,Bất cứ gì cũng đều tốt hơn ông cha sở cũ thôi mà.,"In the Church of England, the priest of a parish, receiving a salary or stipend but not tithes."
debutante,noun,,It's not what I'd expect from a Texas debutante .,Không hẳn những gì tớ mong đợi từ một quý cô Texas.,A female who débuts.
flabbergast,verb,làm kinh ngạc,We were flabbergasted .,Chúng tôi chưng hửng hết sức .,"(transitive) To overwhelm with bewilderment; to stun, confound or amaze, especially with ludicrous affect."
verity,noun,chân lý,"Care to place a bet, Verity ?","Đặt cá nhé, Verity ?","Truth, fact or reality, especially an enduring religious or ethical truth."
collusion,noun,sự thông đồng,And we need collusion .,Và chúng ta cần sự thông đồng .,A secret agreement for an illegal purpose; conspiracy.
niggle,verb,tỉ mẩn,"However, he struggled with a niggling injury in the second half of the 2008–09 season, joining Alessandro Nesta and Kakha Kaladze on the treatment table.","Bonera dính chấn thương vào giai đoạn 2 mùa giải 2008-09, cùng với Alessandro Nesta và Kakha Kaladze phải lên bàn mổ.",A minor complaint or problem.
dowdy,adjective,không nhã,"Victoria was physically unprepossessing—she was stout, dowdy and only about five feet tall—but she succeeded in projecting a grand image.","Victoria có dáng vẻ bề ngoài không mấy dễ thương — bà mập mạp, không nhã nhặn và cao không tới 5 feet — nhưng bà thành công khi tạo dựng một hình ảnh đẹp trước công chúng.",Plain and unfashionable in style or dress.
estate,noun,tài sản,"Well, the unfortunate demise of your husband has left you quite a sizable estate .",Cái chết bất hạnh của cồng bà đã để lại cho bà một tài sản to lớn.,"(now rare, archaic) State; condition. [from 13th c.]"
seamstress,noun,cô thợ may,Do you want to see me working as a seamstress ?,Con muốn Nhìn thấy mẹ làm việc như một cô thợ may phải không?,A woman who sews clothes professionally.
aristocrat,noun,người quý tộc,The aristocrat .,Nhà quý tộc .,"One of the aristocracy, nobility, or people of rank in a community; one of a ruling class; a noble (originally in Revolutionary France)."
disown,verb,từ bỏ,That happens when he willingly does what a slave has to do and disowns himself.,Khi người đó sẵn lòng làm những gì một tôi tớ phải làm và từ bỏ chính mình.,To refuse to own or to refuse to acknowledge one’s own.
decor,noun,đồ trang trí,And those guys from the Christmas decorations box.,Và mấy người trong hộp đồ trang trí Giáng sinh.,"The style of decoration of a room, building."
garment,noun,quần áo,"For instance, their skin could be used as garments .",Chẳng hạn như da thú có thể được dùng để làm quần áo .,A single item of clothing.
ungrateful,adjective,vô ơn,You're the most ungrateful creature I've ever seen.,Anh là con người vô ơn bạc nghĩa nhất trên đời mà tôi từng gặp.,not grateful; not expressing gratitude; a dissatisfied person.
cabalistic,adjective,cabbalistic,Evil cabalists ? — who are chasing them.,Quân Ngô mắc mưu đuổi theo.,Of or relating to a cabal; secretive and cliquish.
redoubtable,adjective,đáng gớm,My father isn't using any of the League's ordinary redoubts in the city.,Cha tôi không sử dụng bất kỳ nơi ẩn náu nào của Liên Minh trong thành phố.,Eliciting respect or fear; imposing; awe-inspiring.
overture,noun,lời đề nghị,"It was an overture toward collaboration, since we both want the same thing.","Đó là một lời đề nghị cộng tác, bởi vì cả hai chúng ta đều cùng muốn một điều.",(obsolete) An opening. [15th-19th c.]
remonstrate,verb,can gián,"After that act, they were called Remonstrants .","Sau hành động ấy, họ bị gọi là Những Người Phản Đối .","(transitive, often with an object consisting of direct speech or a clause beginning with that) To state or plead as an objection, formal protest, or expression of disapproval."
rigamarole,noun,,"I forgot all the fancy rigamarole that goes with this so I'll just say "" ready "", "" aim "", "" fire "".","Tôi quên hết mọi thủ tục rườm rà trong chuyện này cho nên tôi chỉ nói: "" chuẩn bị, "" "" nhắm,'"" bắn. """,(chiefly US) Alternative form of rigmarole.
pettish,adjective,cau có,( Marred is a Yorkshire word and means spoiled and pettish . ),"( Hoen ố là một từ Yorkshire, phương tiện hư hỏng và hay quạu. )",bad-tempered; peevish
concatenation,noun,[sự,These should be concatenated using an underscore.,Những thông số này nên được nối bằng dấu gạch dưới.,"(countable) A series of links united; a series or order of things depending on each other, as if linked together; a chain, a succession."
obstreperous,adjective,bất trị,"It was obstreperous , disorderly and abusive—”","Thế là bừa bãi , lộn xộn, và thô lỗ....”","Attended by, or making, a loud and tumultuous noise; boisterous."
carnal,adjective,nhục dục,The fruit of carnal pleasure is bitterness and sadness.,Trái của niềm hoan lạc nhục dục là nỗi cay đắng và buồn phiền.,Relating to the physical and especially sexual appetites.
blackguard,verb,đê tiện,"Unless you're a blackguard , steal a horse, stay away for a few days.","Trừ khi cậu là một tên đê tiện , chôm một con ngựa, lẫn trốn vài ngày.",(dated) A scoundrel; an unprincipled contemptible person; an untrustworthy person.
coterie,noun,phái,"Family groups of black-tailed and Mexican prairie dogs are called "" coteries "", while ""clans"" are used to describe family groups of white-tailed, Gunnison’s, and Utah prairie dogs.","Các nhóm gia đình cầy thảo nguyên đuôi đen và cầy thảo nguyên Mexico được gọi là ""phe phái "", trong khi ""gia tộc"" được sử dụng để mô tả các nhóm gia đình cầy thảo nguyên đuôi trắng, Gunnison và Utah.",A circle of people who associate with one another.
capacious,adjective,to lớn,Sydney’s ‘Noble and Capacious Basin’,‘Hải cảng rộng và nguy nga’ của Sydney,Having a lot of space inside; roomy.
bonhomie,noun,,"""no,"""" said Lord de Winter,with an apparent bonhomie , """"you wish to see me, and you come to England.""",- Huân tước De Winter làm ra vẻ thật thà phúc hậu nói - Chị có lòng muốn thăm tôi và chị sang tận Anh.,"Geniality; friendliness; a pleasant, friendly, good-natured manner; an affable and approachable disposition; frank and simple good-heartedness."
oeuvre,noun,,Offenbach: sa vie & son oeuvre .,Offenbach: Sa vie et son oeuvre (bằng tiếng Pháp ).,A work of art.
patronize,verb,bảo trợ,The patron saint of lost causes is saint rita.,Saint Rita là tên vị thần bảo trợ cho những nỗ lực tuyệt vọng.,"Treat as inferior unduly, talk down to, treat condescendingly."
prospectus,noun,tờ quảng cáo,The prospectus you' ve been given by the board details... our projected hardware and construction expenses,Những tờ quảng cáo các anh nhận được của ban lânh đạo-- cho thấy chi tiết phần cứng dự kiến và chi phí xây dựng,A document that institutions and businesses use to describe what they have to offer for participants and buyers
sleight,noun,mưu mẹo tài tình,Sleight of hand.,Ảo thuật bằng tay.,Cunning; craft; artful practice.
rail,noun,tay vịn,Even explains how he had the strength to rip the rail off his bed.,Thậm chí giải thích bằng cách nào anh ta giật văng cái tay vịn khỏi giường.,A horizontal bar extending between supports and used for support or as a barrier; a railing.
puritan,adjective,thanh giáo,"Tonight, there will be a plague released near Salem, a pox upon the puritan house.","Đêm nay sẽ có dịch bệnh xảy ra ở gần Salem, bệnh đậu mùa ở trung tâm của những kẻ Thanh giáo .",(often disapproving): a puritanical person
bawdy,adjective,tục tĩu dâm ô,This isn't some five-copper bawdy house in Hayseed Hall.,Đây không phải là vì 5 đồng như ở Hayseed Hall.,"(obsolete) Soiled, dirty."
ribald,adjective,người hay nói tục,"Chaucer uses the quirks of the characters’ language – the ribald humor of the Cook, the solemn prose of the Parson, and the lofty notions of the Squire – to satirize their worldviews.","Chaucer dùng các lời châm biếm trong ngôn ngữ của nhân vật - sự hài hước tục tĩu của Tay phụ bếp, bài thánh ca trang trọng của Mục sư, và tính cách cao quý của Kẻ hầu cận - để châm biếm về thế giới quan của họ.","Coarsely, vulgarly or lewdly humorous."
confederate,verb,liên hiệp,Beg your pardon but why does the president care if one old Confederate general is alive?,Xin lỗi cho hỏi tại sao Tổng thống lại quan tâm đến một đại tướng liên hiệp còn sống vậy?,(psychology) An actor who participates in a psychological experiment pretending to be a subject but in actuality working for the researcher (also known as a 'stooge').
labored,adjective,,He was also described as imposing heavy tax and labor burdens on the people.,Ông cũng được mô tả là đã áp thuế và phu dịch nặng nề đối với người dân.,Simple past tense and past participle of labor.
wrack,Verb,wreckage,"It was a long, nerve- wracking job.",Đó là một công việc tàn phá tinh thần dai dẳng,"(archaic or literary) revenge, persecution"
stave,verb,bậc thang,We stave off the freeze.,Tránh tình trạng đóng băng.,"One of a number of narrow strips of wood, or narrow iron plates, placed edge to edge to form the sides, covering, or lining of a vessel or structure; esp., one of the strips which form the sides of a cask, a pail, etc."
usurper,noun,người chiếm đoạt,Usurper !,Tên cướp ngôi !,One who usurps.
hermitage,noun,nơi ẩn dật,""" Well, actually it's a Catholic hermitage . """,""" thực ra nó là một nơi ẩn tu công giáo. """,A house or dwelling where a hermit lives.
supplicant,adjective,người van xin,o What does the word supplication mean?,o Cụm từ khẩn cầu mãnh liệt có nghĩa là gì?,"begging, pleading, supplicating"
ailment,noun,sự khổ sở,Jesus heals many ailments (29-31),Chúa Giê-su chữa lành nhiều bệnh tật (29-31),Something which ails one; a disease; sickness.
ellipse,verb,elip,"We discussed the circle, the ellipse , the parabola.","Chúng ta đã nói về đường tròn, elip và parabol.","(geometry) A closed curve, the locus of a point such that the sum of the distances from that point to two other fixed points (called the foci of the ellipse) is constant; equivalently, the conic section that is the intersection of a cone with a plane that does not intersect the base of the cone."
patriarchal,adjective,gia trưởng,They lived in a patriarchal society.,Họ sống trong 1 xã hội gia trưởng .,"Relating to a system run by males, rather than females."
mutable,adjective,có thể thay đổi,How do we self-identify and how mutable is that identity?,Bằng cách nào mà chúng ta tự xây dựng được dấu ấn bản thân và sự định dạng đó thay đổi như thế nào ?,Changeable; inclined to mutate.
revitalize,verb,,The preaching work was revitalized .,Công việc rao giảng được khôi phục .,(American) Alternative spelling of revitalise.
etymology,noun,từ nguyên,ETYMOLOGY and EXTRACTS ETYMOLOGY .,Từ nguyên và chiết xuất từ nguyên .,"(uncountable) The study of the historical development of languages, particularly as manifested in individual words."
embody,verb,gồm,He describes the qualities embodied in charity.,Ông mô tả các đức tính được gồm trong lòng bác ái.,(transitive) To represent in a physical form; to incarnate or personify
frilly,adjective,,One frilly lace cravat.,Một cái diềm xếp nếp buộc cà vạt.,Having frills; frilled.
hospice,noun,nhà tế bần,"Well, any idea how one might cast them out of one's house before one opens a hospice business?",Cha có cách nào đuổi chúng ra khỏi nhà trước khi con mở một nhà tế bần không?,"(uncountable) The provision of palliative care for terminally ill patients, either at a specialized facility or at a residence, and support for the family, typically refraining from taking extraordinary measures to prolong life."
multidimensional,adjective,,It views humans from multidimensional and ecological perspectives.,Nó xem con người từ nhiều chiều và quan điểm sinh thái.,(mathematics) Having more than two dimensions
slick,adjective,khéo léo,They weren't quite slick enough.,Chúng không đủ khéo léo cho lắm,Slippery due to a covering of liquid; often used to describe appearances.
coquettish,adjective,khêu gợi,"Iki is not overly refined, pretentious, complicated, showy, slick, coquettish , or, generally, cute.","Iki không biểu thị cho sự tinh tế quá mức, kiêu kì, phức tạp, sặc sỡ, bóng bẩy, làm dáng , hoặc nói chung, dễ thương.","As a young, flirting girl."
froth,noun,bọt,Burst capillaries and pink froth in the airway.,Mao mạch bầm tím và bọt hồng ở đường thở.,(figuratively) unimportant events or actions; drivel
adolescent,adjective,vị thành niên,She is a single mother with an adolescent son.,Chị là một người mẹ đơn chiếc với một đứa con trai còn tuổi vị thành niên .,"Characteristic of, or relating to, or undergoing adolescence; immature."
atoll,noun,đảo san hô vòng,Onotoa is a low lying atoll with a land area of 15.62 square kilometres (6.03 sq mi).,"Onotoa là một đảo san hô vòng thấp với diện tích 15,62 kilômét vuông (6,03 sq mi).","A type of island consisting of a ribbon reef that nearly or entirely surrounds a lagoon and supports, in most cases, one to many islets on the reef platform. Atolls have a unique geology, so not all islands with a reef and a lagoon are atolls."
ballet,noun,ba lê,What if he likes to paint or dance ballet ?,Nếu nó thích vẽ hay múa ba - lê thì sao?,A classical form of dance.
chip,verb,làm sứt,Two chips .,2 tiền thôi.,"(US) A thin, crisp, baked piece of vegetable, usually potato."
grassroots,adjective,những người dân thường,It's bottom-up or grassroots power.,Người dân có sức mạnh gây ảnh hưởng với chính phủ.,"Of, or relating to people or society at the local level; of the grass roots"
canine,adjective,giống chó,"And historically, canines have been proven to be highly sensitive to paranormal activity.",Trong lịch sử giống chó đã được chứng minh rất nhạy cảm với các hoạt động tâm linh.,"Of, or pertaining to, a dog or dogs."
gene,noun,gen,"Yet, when I started graduate school, no one knew what these genes were.","Thế nhưng, khi tôi bắt đầu học cao học, không ai biết về những loại gen này.","(genetics) A unit of heredity; a segment of DNA or RNA that is transmitted from one generation to the next, and that carries genetic information such as the sequence of amino acids for a protein."
rebound,verb,bật,You have more points and more rebounds than Justin.,Con ghi nhiều điểm và có nhiều cú bắt bóng bật bảng hơn Justin.,The recoil of an object bouncing off another.
aviary,noun,chuồng chim,"I also had some stored in the aviary , which was near the garage.","Một số khác nữa được giấu trong chuồng chim , gần nhà để xe.","A house, enclosure, large cage, or other place for keeping birds confined; a bird house."
baseline,verb,đường gốc,And we did first a baseline .,Rồi chúng tôi tạo ra mốc tối thiểu.,A line that is a base for measurement or for construction.
discontinue,verb,bỏ,You have discontinued your opportunity to serve others and to learn and grow.,"Anh (chị, em) đã bỏ cơ hội của mình để phục vụ những người khác và học hỏi cùng tăng trưởng.","To stop a process; especially as regards commercial productions; to stop producing, making, or supplying something."
evacuation,noun,sơ tán,Have many days will it take to evacuate the students?,Sẽ mất bao nhiêu ngày để sơ tán sinh viên?,"The act of emptying, clearing of the contents, or discharging, including creating a vacuum."
immune,adjective,miễn khỏi,Yet the faithful will not be totally immune from the events on this planet.,"Tuy nhiên, người trung tín sẽ không hoàn toàn được miễn khỏi các sự kiện xảy ra trên thế gian này.",(epidemiology) A person who is not susceptible to infection by a particular disease
