word,part_of_speech,meaning,example,example_meaning,definition
size up,verb,,To size sb up finish.,Để kích thước sb lên kết thúc.,"(idiomatic) To evaluate; to estimate or anticipate the magnitude, difficulty, or strength of something."
swagger,verb,bảnh bao,"Yeah, it's all about swagger .",Cậu phải trở nên bảnh bao .,"A bold, or arrogant strut."
ruminate,adjective,nhai lại,"While I play, I ruminate .","Khi tôi chơi, tôi nghiền ngẫm .",(intransitive) To chew cud. (Said of ruminants.) Involves regurgitating partially digested food from the rumen.
hijab,noun,Hijab,I dress from head to toe in a black hijab .,Một bộ đồ hijab đen từ đầu đến chân,"(uncountable) (Islam) the practice, when beyond the age of puberty, of dressing modestly (especially for women)."
staccato,adjective,ngắt âm,"The first phrase, the entire section, must be played staccato .","Câu đầu tiên, cả trường đoạn, phải chơi âm bén , rời .","(music) An articulation marking directing that a note or passage of notes are to be played in an abruptly disconnected manner, with each note sounding for a very short duration, and a short break lasting until the sounding of the next note; as opposed to legato. Staccato is indicated by a dot directly above or below the notehead."
caricature,verb,tranh biếm hoạ,"In 1969 he began drawing caricatures for the state-run daily, al-Thawra.","Năm 1969, anh bắt đầu vẽ tranh biếm hoạ cho tờ nhật báo quốc doanh, al-Thawra.",A pictorial representation of someone in which distinguishing features are exaggerated for comic effect.
perverse,adjective,ngoan cố,And that's actually very perverse .,Điều này rất tai hại .,"Turned aside; hence, specifically, turned away from the (morally) right; willfully erring; wicked; perverted."
permeate,verb,thấm vào,"And if you think, it's permeated our whole culture, even our cities.","Tinh thần đó đã thấm vào toàn bộ nền văn hóa kể cả các đô thị, thành phố.","To pass through the pores or interstices of; to penetrate and pass through without causing rupture or displacement; -- applied especially to fluids which pass through substances of loose texture; as, water permeates sand."
forte,noun,sở trường,"Tech support's not exactly my forte , you know.","Hỗ trợ kỹ thuật không phải sở trường của tôi, anh biết đấy","Loud. Used as a dynamic directive in sheet music in its abbreviated form, ""f."", to indicate raising the volume of the music. (Abbreviated in musical notation with an f, the Unicode character 1D191.)"
exemplary,adjective,gương mẫu,Rechabites show exemplary obedience (1-19),Dòng họ Rê-cáp gương mẫu trong việc vâng lời (1-19),"Deserving honour, respect and admiration."
uncanny,adjective,huyền bí,But Gilda always had an uncanny sense of timing.,Nhưng cổ luôn có một giác quan huyền bí về thời điểm.,"strange, and mysteriously unsettling (as if supernatural); weird"
devout,adjective,sùng đạo,My husband and I were very devout at one time.,Chồng tôi và tôi... có thời rất sùng đạo .,"(obsolete) A devotional composition, or part of a composition; devotion."
serendipity,noun,khả năng cầu may,How about a dinner to celebrate this serendipity ?,"Gặp nhau âu cũng là duyên phận, tôi mời cô một bữa nhé.","An unsought, unintended, and/or unexpected discovery and/or learning experience that happens by accident and sagacity."
falter,verb,nao núng,(39) A family’s faith does not falter following the death of their daughter.,(39) Đức tin của một gia đình không hề nao núng sau cái chết của con gái họ.,unsteadiness.
sclerosis,noun,sự xơ cứng,Tuberous sclerosis .,Xơ cứng củ .,"(pathology) The abnormal hardening of body tissues, such as an artery."
mannerism,noun,thói kiểu cách,And what manner of man was He?,Và Ngài là người như thế nào?,"Exaggerated or effected style in art, speech, or other behavior."
appropriation,noun,sự chiếm hữu,Why is this appropriate ?,Tại sao phải làm thế ?,An act or instance of appropriating
faze,verb,làm bối rối,It doesn't faze me.,Tôi không thấy phiền .,"(informal) To frighten or cause hesitation; to daunt, put off (usually used in the negative), to perturb, to disconcert."
alcove,noun,hốc tường,What you're showing me here is an alcove .,Cậu đang cho tôi xem một hốc tường .,A small recessed area set off from a larger room.
trinket,verb,đồ nữ trang,Satan’s purpose is to tempt us to exchange the priceless pearls of true happiness and eternal values for a fake plastic trinket that is merely an illusion and counterfeit of happiness and joy.,Mục đích của Sa Tan là để cám dỗ chúng ta đánh đổi những viên ngọc vô giá của hạnh phúc đích thực và các giá trị vĩnh cửu để lấy một đồ nữ trang giả rẻ tiền bằng nhựa mà chỉ là hạnh phúc và niềm vui ảo tưởng và giả mạo mà thôi.,A small showy ornament or piece of jewelry
screed,verb,bức thư kể lể,,,A long discourse or harangue.
vicinity,noun,vùng lân cận,There are no hospitals in the vicinity of his house.,Vùng lân cận xung quanh nhà anh ấy chẳng có cái bệnh viện nào.,"Proximity, or the state of being near."
notwithstanding,noun,mặc dù,"However, notwithstanding the grandeur and glory of the gift, it is not free.","Tuy nhiên, mặc dù món quà có cao quý và vinh quang, nhưng nó không được ban cho không.","Nevertheless, all the same."
loll,verb,le,"The other two were banging on either side of the trucks roof, laughing and lolling their tongues.","Hai gã kia đập vào hai bên mui xe, vừa cười hô hố vừa thè lưỡi .",To act lazily or indolently; to recline; to lean; to throw one's self down; to lie at ease.
prowess,noun,năng lực,To measure humble skill against vaunted prowess .,Để đo lường kỹ năng khiêm tốn đối với năng lực được ca tụng.,Skillfulness and manual ability; adroitness or dexterity.
diffuse,verb,khuếch tán,"I saw a very small, diffuse abnormality in the brain waves.","Tôi thấy một sự bất bình thường rất nhỏ, khuếch tán trong sóng não.",Everywhere or throughout everything; not focused or concentrated.
tableau,noun,hoạt cảnh,Have you forgotten the tableau of the wars?,Ông quên cái hoạt cảnh chiến tranh rồi sao?,a striking and vivid representation; a picture
surmise,verb,phỏng đoán,"Well, it's not difficult to surmise how Nathan here feels about killing guards.","Không khó để phỏng đoán , Nathan thấy thế nào về việc giết lính canh.","Thought, imagination, or conjecture, which may be based upon feeble or scanty evidence; suspicion; guess; as, surmises of jealousy or of envy."
spiel,verb,bài diễn văn,"When I'm starting talks like this, I usually do a whole spiel about sustainability because a lot of people out there don't know what that is.","Khi tôi bắt đầu nói như thế này, tôi thường nói luôn cả một bài diễn văn về bền vững vì rất nhiều người không hề biết nó là gì.",A lengthy and extravagant speech or argument usually intended to persuade.
tousle,verb,co kéo,Hands patted my back and tousled my hair.,Những bàn tay vỗ nhẹ lưng tôi và xoa xoa tóc tôi.,To put into disorder; to tumble; to touse.
fruition,noun,quả,"Ten years, finally coming to fruition .","Mười năm, cuối cùng cũng đến ngày hái quả .",The fulfillment of something worked for.
nape,noun,cái gáy,The nape of the neck's hurting.,Cái gáy bị đau.,(obsolete) A tablecloth.
deadpan,adjective,hờ hững,So you can do deadpan .,Vậy cô có thể tỏ ra ngây ngô .,Deliberately impassive or expressionless (as a face or look).
peripheral,adjective,ngoại vi,"Years ago, Federico carved away his nose to give himself peripheral vision.",Federico cắt mũi hắn để cho hắn một tầm nhìn ngoại vi .,(neuroanatomy) a part of or located in the peripheral nervous system
intrusive,adjective,xâm nhập,But never once did we find any sign or evidence of intrusion .,Nhưng chúng tôi chưa bao giờ tìm ra dấu vết nào cho thấy sự xâm nhập,Tending or apt to intrude; doing that which is not welcome; interrupting or disturbing; entering without right or welcome.
exploit,verb,khai thác,Is there any weakness we haven't exploited yet?,Có bất cứ điểm yếu nào mà ta chưa hề khai thác không?,(transitive) To use for one’s own advantage.
degeneration,noun,sự suy đồi,The war degenerated into barbarity.,Cuộc chiến đã trở nên man rợ.,"The act or state of growing worse, or the state of having become worse; decline; degradation; debasement; degeneracy; deterioration."
tenacity,noun,tính bám chặt,Tenacity is how I kept at it against all odds.,Sự kiên trì là ở chỗ tôi vẫn luyện tập mặc cho mọi sự bất lợi,"The quality or state of being tenacious; as, tenacity, or retentiveness, of memory; tenacity, or persistency, of purpose."
lethargic,adjective,thờ ơ,We open on a group of lethargic kids.,Chúng ta sẽ bắt đầu bằng một nhóm con nít đang rất thờ ơ .,"sluggish, slow"
ironclad,adjective,chắc như đinh đóng cột,"That was not, of course, an ironclad promise, but he would accomplish it literally.","Tất nhiên đó không phải là một lời hứa chắc như đinh đóng cột , nhưng ông đã thực hiện đúng như vậy.",Covered with iron.
rendition,verb,sự dịch,Another rendition is: “My cup is brimming over.”,Một bản dịch khác viết: “Chén tôi trào rượu” (bản dịch của linh mục Nguyễn thế Thuấn).,"(now rare) The surrender (of a city, fortress etc.). [from 17th c.]"
mangle,verb,xé,The mangled ear.,Tai bị thương .,"(transitive) To change, mutilate or disfigure by cutting, tearing, rearranging etc."
pristine,adjective,xưa,"And, um, well, they are pristine .","Và, chà, chúng theo kiểu xưa .",Unspoiled; still with its original purity; uncorrupted or unsullied
foray,verb,đột nhập,"But will this be only a foray , just a raid by a few soldiers?","Nhưng có phải đó sẽ chỉ là một sự đột nhập , một cuộc đột kích của vài tên lính không?","A sudden or irregular incursion in border warfare; hence, any irregular incursion for war or spoils; a raid."
niche,verb,hốc tường,Its numerous scrolls were kept in niches in a large reading room.,Thật nhiều cuộn sách được đặt tại các hốc tường của phòng đọc sách rộng lớn.,"(architecture) A cavity, hollow, or recess, generally within the thickness of a wall, for a statue, bust, or other erect ornament. Hence, any similar position, literal or figurative."
origami,noun,Origami,And that is what origami used to be.,Origami từng là như thế.,(uncountable) The Japanese art of paper folding.
infuse,verb,truyền,"Whether it comes in a remarkable burst or in a gentle flow, that glorious spiritual power will infuse healing love and comfort into the repentant, wounded soul; dispel darkness with the light of truth; and cast out discouragement with hope in Christ.","Cho dù quyền năng thuộc linh đến một cách bất ngờ hay là nhẹ nhàng, thì quyền năng thuộc linh vinh quang đó sẽ truyền tải tình yêu thương và sự an ủi chữa lành cho tâm hồn bị tổn thương của người hối cải; xua tan bóng tối bằng ánh sáng của lẽ thật; và thay thế lòng chán nản bằng hy vọng nơi Đấng Ky Tô.",(transitive) To cause to become an element of something; to insert or fill.
legitimacy,noun,tính hợp pháp,Corruption is widespread and undermines the system and its moral legitimacy .,Tham nhũng lan rộng và hủy hoại hệ thống và tính hợp pháp về đạo đức của nó.,the quality of being legitimate or valid; validity
materialize,verb,thực hiện,"At this point if not before, arrange your material in logical sequence.","Đến đây, hãy sắp xếp tài liệu theo trình tự hợp lý, nếu chưa thực hiện điều này.","(transitive, US) To cause to take physical form, or to cause an object to appear."
sporadically,adverb,,Your signal has been coming in sporadically since the storm hit.,Tín hiệu của các cậu đã trở nên rời rạc kể từ khi cơn bão ập tới.,"At an occasional, infrequent, or irregular frequency"
resolutely,adverb,một hai,22 All of us need to appreciate and resolutely hold to God’s view of blood.,22 Tất cả chúng ta cần phải quí trọng và cương quyết giữ vững lập trường của Đức Chúa Trời về máu.,In a resolute manner.
crass,adjective,thô,"Another child refused to succumb to bad, crass , vulgar language in her work environment.","Một đứa con khác của tôi từ chối không chịu nghe lời lẽ khiếm nhã, thô bỉ, tục tĩu tại nơi làm việc của nó.",coarse; crude; unrefined or insensitive; lacking discrimination
sprawling,adjective,ngổn ngang,"So you have the sprawl of LA, the sprawl of Mexico City.","Bạn có một đống ngổn ngang ở LA, một vùng lộn xộn ở Mexico City.",That sprawls
ethereal,adjective,Ête,The book of Ether,Sách Ê The,"Pertaining to the hypothetical upper, purer air, or to the higher regions beyond the earth or beyond the atmosphere; celestial; otherworldly; as, ethereal space; ethereal regions."
intersperse,verb,chen,"Geoffrey Smith says: “Gardening consists of long periods of routine toil interspersed with moments of such sublime beauty that all the digging, weeding, and downright anxiety are forgotten.”","Geoffrey Smith nói: “Công việc làm vườn gồm có những công việc cực nhọc thường ngày trong một thời gian dài, chen lẫn với những giây phút đẹp tuyệt vời khiến người ta quên đi tất cả những sự đào đất, nhổ cỏ dại và ngay cả những mối lo nghĩ nữa”.",To mix irregularly something with something else.
futile,adjective,vô ích,How is the absolute futility of idol worship described?,Việc thờ hình tượng là hoàn toàn vô ích như thế nào?,Incapable of producing results; useless; not successful; not worth attempting.
nonchalantly,adverb,,"Richard Serra says that so nonchalantly , you might have missed it.","Richard Serra nói điều đó một cách thật uể oải, có lẽ bạn đã bỏ qua nó.",In a nonchalant manner
allude,verb,ám chỉ,This ancient idiom alludes to the practice of cheating others when using dice.,Thành ngữ cổ xưa này ám chỉ việc dùng súc sắc để lừa bịp người khác.,(intransitive) To refer to something indirectly or by suggestion
benevolence,noun,lòng nhân từ,Since you're so benevolent I'll let you go this time.,Nể ngươi có lòng nhân từ Ta sẽ tha cho ngươi lần này,(uncountable) disposition to do good
ream,verb,ram giấy,"We also know that a pair is two, a baker's dozen is 13, a gross is 144, and a ream of paper is - anybody?","Chúng ta cũng biết rằng một cặp là hai cái, một tá của thợ làm bánh là 13, mười hai tá là 144, và một ram giấy là - ai biết không?","(UK dialectal, Northern England, Scottish) To cream; mantle; foam; froth."
at large,adverb,nói chung,"And, of course, societies at large are strengthened as families grow stronger.","Và dĩ nhiên, các xã hội nói chung được củng cố khi gia đình phát triển mạnh hơn.",(idiomatic) On the loose; roaming freely; not confined.
lapel,noun,ve áo,Or are you just going to pin a bloody tampon to his lapel ?,Hay em sẽ gắn một miếng băng vệ sinh dính đầy máu lên ve áo cậu ta?,"Each of the two triangular pieces of cloth on a suit which are folded back below the throat, leaving a triangular opening between."
sentiment,noun,tình cảm,"If you find her, forget all grandfatherly sentimentality .","Nếu ông tìm thấy cổ, hãy quên hết mọi tình cảm ủy mị ông cháu.","A general thought, feeling, or sense."
translucent,adjective,trong mờ,It doesn't get underneath the translucent,Nó không đi xuống các lớp da trong mờ,Allowing light to pass through but diffusing it.
relegate,adjective,bỏ riêng ra,"One year later, the club was again relegated .","Một năm sau đó, câu lạc bộ quay trở lại giải Ngoại hạng.","(obsolete except archaic, past participial) Relegated; exiled."
sanctuary,noun,nơi tôn nghiêm,Temples were built as a sanctuary for such ordinances as this.,Đền thờ được xây cất với tính cách là nơi tôn nghiêm dành cho những giáo lễ như vậy.,"A place of safety, refuge, or protection."
involuntary,adjective,không chủ tâm,My leaving was... involuntary .,Tôi không chủ tâm rời đi.,Without intention; unintentional.
thrive,verb,thịnh vượng,From its thriving textile industry came goat-hair cloth from which tents were made.,Kỹ nghệ dệt thịnh vượng ở đó sản xuất vải lông dê dùng làm lều.,"To grow or increase in bulk or stature; to grow vigorously or luxuriantly, to flourish."
necessitate,verb,cần phải có,Babies necessitate a lot of financial planning .,Trẻ nhỏ cần phải có nhiều kế hoạch về tài chính .,To require something to be brought about.
invoke,verb,cầu khẩn,"There the ancestors are invoked , and a drink offering is poured out to them.","Tại đó họ cầu khẩn tổ tiên, và dâng rượu cho ông bà.","(transitive) To call upon (a person, especially a god) for help, assistance or guidance."
clobber,verb,đánh bại hoàn toàn,It's clobbering time!,Tới giờ bay rồi!,"(Australian, UK, slang) An item of clothing or equipment."
philanthropist,noun,kẻ thương người,Spoken like a true philanthropist .,Nói chuyện cứ như một nhà hoạt động từ thiện thật sự vậy.,A person who loves mankind (the human race) in general.
dignitary,noun,chức sắc,It looks like we have some academic dignitaries in the audience.,Có vẻ như chúng ta có một số vị có chức sắc trong khán giả.,"an important or influential person, or one of high rank or position"
