word,part_of_speech,meaning,example,example_meaning,definition
separatist,adjective,ly khai,"""Ukrainian Aircraft 'Shot Down By Separatists '"".",Truy cập ngày 14 tháng 6 năm 2014. ^ a ă “Ukrainian Aircraft 'Shot Down By Separatists'”.,Someone who advocates separation from the established Church; a member of any of various sects or schismatics.
smuggle,verb,buôn lậu,Lukis and Van Coon were part of a smuggling operation.,Lukis và Van Coon là phần tử của một tổ chức buôn lậu quốc tế.,"(transitive or intransitive) To import or export, illicitly or by stealth, without paying lawful customs charges or duties"
astronaut,noun,nhà du hành vũ trụ,"1921) July 21 Alan Shepard, American astronaut (b.","1944) 21 tháng 7: Alan Shepard, nhà du hành vũ trụ Mỹ (s.","A member of the crew of a spaceship or other spacecraft that travels beyond Earth's atmosphere, or someone trained to serve that purpose"
bankruptcy,noun,sự phá sản,"After Xamax's bankruptcy in December 2011, Tréand signed for FC Sion.","Sau sự phá sản của Xamax vào tháng 12 năm 2011, Tréand ký hợp đồng cho FC Sion.",A legally declared or recognized condition of insolvency of a person or organization.
comet,noun,sao chổi,We navigated by looking at landmarks on the comet .,Chúng tôi đã bay ngang để thấy những điểm mốc trên sao chổi đó.,"(astronomy) A celestial body consisting mainly of ice, dust and gas in an (usually very eccentric) orbit around the Sun and having a ""tail"" of matter blown back from it by the solar wind as it approaches the Sun."
glacier,noun,sông băng,"Three times in the past 100,000 years, glaciers have scraped New York clean.","Trong 100 ngàn năm qua, các dòng sông băng đã ba lần quét sạch New York.","A large body of ice which flows under its own mass, usually downhill."
mispronounce,verb,phát âm sai,"She sometimes mispronounces words, often leaving out certain consonants.","Đôi khi cô phát âm sai từ, thường bỏ đi những phụ âm nhất định.","(transitive) To pronounce (a word, phrase, etc.) incorrectly."
musical,adjective,du dương,It Sounded Like Beautiful Music,Như một bản nhạc du dương,Of or relating to music.
swarm,noun,đàn,"Only in a flamingo can the tapeworm reproduce, so to get there, it manipulates its shrimp hosts into forming these conspicuous colored swarms that are easier for a flamingo to spot and to devour, and that is the secret of the Artemia swarm .","Sán dây chỉ có thể sinh sản trên hồng hạc, để tới đó, chúng điều khiển những con tôm tập hợp thành những đám màu mà con hồng hạc có thể dễ dàng phát hiện và xơi tái, đó là bí mật của đàn tôm Artemia.","A large number of insects, especially when in motion or (for bees) migrating to a new colony."
unionize,verb,thành công đoàn,1992: Maastricht Treaty creates the European Union .,1992: Hiệp ước Maastricht chính thức thành lập Liên minh châu Âu.,To organize workers into a union.
athlete,noun,lực sĩ,"You got a five, you're clumsy as hell, but a 15 means you're an athlete .","Cô có 5 điểm, cô vụng về như quỷ, nhưng 15 điểm tức là cô là 1 lực sĩ .","A participant in a group of sporting activities which includes track and field, road running, cross country running and racewalking."
boulevard,noun,đại lộ,That was my street address on Steinway Boulevard in Astoria when I was a kid.,Đó là địa chỉ trên đường của tôi tại Đại lộ Steinway ở Astoria khi tôi còn nhỏ.,"A broad, well-paved and landscaped thoroughfare."
landslide,noun,sự lở đất,The National coalition won an overwhelming landslide and the Labour Party was reduced to a rump of around 50 seats in the House of Commons.,Liên minh quốc gia đã giành được sự lở đất tràn ngập và Đảng Lao động đã giảm xuống khoảng 50 ghế trong Hạ viện.,"A natural disaster that involves the breakup and downhill flow of rock, mud, water and anything caught in the path."
libertarian,adjective,tự do chủ nghĩa,Apparently libertarians do not like paying taxes.,"Rõ ràng, người tự do chủ nghĩa không thích đóng thuế.","One who advocates liberty either generally or on a specific issue, e.g. ""civil libertarian"" (in favour of civil liberties)."
luxury,noun,sự xa xỉ,My quest affords me no such luxury .,Nhiệm vụ của tôi không có chỗ cho sự xa xỉ đó.,very wealthy and comfortable surroundings.
mangrove,noun,cây đước,London was full of mangroves .,London mọc đầy cây đước .,Any of various tropical evergreen trees or shrubs that grow in shallow coastal water.
saint,verb,vị thánh,You think he's a saint because of the way he looks.,Cô nghĩ hắn là một vị thánh vì cái vẻ ngoài của hắn.,"A person to whom a church or another religious group has officially attributed the title of ""saint""."
synchronous,adjective,đồng bộ,They are used for recognizing and synchronizing entertainment assets.,Các mã này dùng để nhận dạng và đồng bộ hóa nội dung giải trí.,"At the same time, at the same frequency."
enfranchise,verb,ban quyền,"The 1881 reforms brought significant changes: they eliminated the two-stage electoral system, introduced direct and facultative voting, and allowed the votes of former slaves and enfranchised non-Catholics.","Các cải cách vào năm 1881 dẫn đến thay đổi đáng kể: chúng loại bỏ hệ thống bầu cử hai giai đoạn, thi hành bầu cử trực tiếp và không cưỡng chế, và cho phép các cựu nô lệ bỏ phiếu và ban quyền bầu cử cho những người phi Công giáo.",To grant the franchise to an entity. Generally meaning to grant the privilege of voting to a person.
twain,Cardinal number,hai,"Edward VI is a central character in Mark Twain's novel The Prince and the Pauper, in which the young prince and a pauper boy named Tom Canty, who bears a strikingly uncanny resemblance to Edward, deliberately exchange places.","Edward VI là nhân vật chính trong cuốn tiểu thuyết The Prince and the Pauper của Mark Twain, thuật lại câu chuyện trao đổi vị trí giữa vị hoàng tử nhỏ với cậu bé nghèo tên Tom Canty, người có ngoại hình giống hệt Edward, đã dẫn hai cậu bé vào những tình huống khó xử.",(dated) two
peerless,adjective,có một không hai,"Jehovah is matchless, peerless , incomparable, unique in so many ways.","Đức Giê-hô-va là vô song, có một không hai , không ai sánh được, độc nhất trên nhiều phương diện.","Without peer or equal; unparalleled, nonpareil. Of the highest quality, best."
soothsayer,noun,nhà tiên tri,Soothsayers with their heads ripped backwards.,Những nhà tiên tri với cái đầu vặn ra đằng sau.,"One who predicts the future, using magic, intuition or intelligence."
prognostication,noun,sự báo trước,CD38 has been used as a prognostic marker in leukemia.,CD38 đã được sử dụng như một dấu hiệu để chẩn đoán trong bệnh bạch cầu.,A statement about or prior knowledge of the future.
augur,verb,tiên đoán,"Well, this placard I intercepted at the front door augurs otherwise.",Tờ thông báo tôi chộp được ở cửa trước lại tiên đoán khác à.,"A diviner who foretells events by the behaviour of birds or other animals, or by signs derived from celestial phenomena, or unusual occurrences."
libertine,adjective,dâm đãng,No self-respecting libertine lives that long.,Không có dân tộc nào sống cô lập lâu dài như vậy.,(historical) Someone freed from slavery in Ancient Rome; a freedman.
prorogue,verb,tạm ngừng,"Than death prorogued , wanting of thy love.","Hơn cả cái chết prorogued, muốn tình yêu của Chúa.",(obsolete) To prolong or extend. [15th-18th c.]
amorous,adjective,si tình,"She's out in front, but the amorous males are gaining on her.",Con cái chạy ở phía trước nhưng những kẻ si tình sắp bắt kịp nó.,"Inclined to love; having a propensity to love, or to sexual enjoyment; loving; fond; affectionate; as, an amorous disposition."
gibe,verb,chế nhạo,"He never spoke of the softer passions, save with a gibe and a sneer.","Ông không bao giờ nói về niềm đam mê nhẹ nhàng hơn, tiết kiệm với một gibe và một lời chế nhạo .",A facetious or insulting remark; a jeer or taunt.
penitent,adjective,hối lỗi,This touching psalm was composed by the penitent king after the prophet Nathan awakened his conscience to the enormity of his transgressions of divine law.,Vị vua hối lỗi đã làm bài Thi-thiên cảm động này sau khi nhà tiên tri Na-than đánh thức lương tâm của vua để nhận thấy sự nghiêm trọng của việc ông vi phạm luật pháp Đức Chúa Trời.,"Feeling pain or sorrow on account of sins or offenses; repentant; contrite; sincerely affected by a sense of guilt, and resolved on amendment of life."
nonpareil,noun,không bì được,,,A person or thing that has no equal; a paragon.
rheum,noun,ghèn,,,"(physiology) A watery or thin discharge, of serum or mucus, especially from the eyes or nose."
solder,verb,hàn,"FDM limitations include time (it must travel along complex toolpaths), color (only one color can be printed at a time), and durability (inter-layer adhesion is analogous to a cold solder ).","Các giới hạn FDM bao gồm thời gian (nó phải di chuyển dọc theo các đường chạy dao phức tạp), màu (chỉ một màu có thể được in cùng một lúc), và độ bền (độ bám dính giữa các lớp tương đương với hàn lạnh).","Any of various alloys, often of tin and lead, that are used to join small pieces of metal together"
insolence,verb,sự xấc láo,What is all this insolence ?,Sự xấc láo này là sao đây?,"Arrogant conduct; insulting, bold behaviour or attitude."
triumvirate,noun,chế độ tam hùng,"Meanwhile, in Rome, the triumvirate was no more.","Trong khi đó, tại Rome, chế độ tam hùng đã không còn nữa.",A group or association of three.
depose,verb,phế truất,"Within weeks, Ravenna was captured and Romulus Augustus was deposed .","Chỉ trong vài tuần, Odoacer đã chiếm được Ravenna và mau chóng phế truất Romulus Augustus.",(literally) (transitive) To put down; to lay down; to deposit; to lay aside; to put away.
ostentation,noun,sự khoe khoang,"Architecture and planning need to recapture some of the traditional values that did just that, creating the conditions for coexistence and peace, values of beauty that don't exhibit ostentation , but rather, approachability and ease, moral values that promote generosity and acceptance, architecture that is for everyone to enjoy, not just for the elite, just as used to be in the shadowed alleys of the old Islamic city, mixed designs that encourage a sense of community.","Kiến trúc và kế hoạch cần phải ghi nhận lại một vài giá trị truyền thống để làm nên điều kiện cho sự đồng tồn tại và hòa bình, những giá trị của vẻ đẹp không phô bày sự khoe khoang , nhưng tốt hơn là, sự tiếp cận và xoa dịu, những giá trị đạo đức thúc đẩy sự độ lượng và sự chấp thuận, kiến trúc là để cho mọi người tận hưởng chứ không chỉ là bậc thượng lưu, cũng giống như những ngõ tối ở thành phố cổ của Islam, những thiết kế hòa hợp thúc đẩy cảm nhận của cộng động.",Ambitious display; pretentious parade; vain show; display intended to excite admiration or applause.
augmented,adjective,được tăng,I would actually argue that we're already augmented .,Tôi thực sự muốn nói rằng chúng ta đã được tăng cường.,"increased in number, amount or strength."
ruffian,noun,tên lưu manh,"At the State Council press conference on 6 June, spokesman Yuan Mu said that ""preliminary tallies"" by the government showed that about 300 civilians and soldiers died, including 23 students from universities in Beijing, along with a number of people he described as "" ruffians "".","Yuan Mu, phát ngôn viên Quốc vụ viện, đã nói tổng cộng khoảng 300 người chết, trong đó có 23 sinh viên của Trường đại học Bắc Kinh, cùng với một số người được ông miêu tả là ""những tên lưu manh "".","A scoundrel, rascal, or unprincipled, deceitful, brutal and unreliable person."
bounteous,adjective,rộng rãi,"By heartfelt prayer God’s worshipers daily thank Jehovah, their heavenly Father, for his bounteous generosity.—2 Corinthians 6:18; 1 Thessalonians 5:17, 18.","Qua lời cầu nguyện chân thành, mỗi ngày những người thờ phượng Đức Chúa Trời cảm tạ Đức Giê-hô-va, Cha trên trời, về lòng rộng rãi vô biên của ngài (II Cô-rinh-tô 6:18; I Tê-sa-lô-ni-ca 5:17, 18).",(of a person) inclined to be generous
dolorous,adjective,buồn khổ,"Move along, Dolores .","Lên đi, Dolores .",Solemnly or ponderously sad.
gallantly,adverb,gan dạ,No man died more gallantly nor won more honor for his regiment.,Không ai chết một cách dũng cảm hơn cũng như đem lại vinh quang cho trung đoàn của mình nhiều hơn.,"In a gallant manner, gentlemanly, with social graces."
adieu,noun,vĩnh biệt,"And now, adieu , and bon voyage!”","Vĩnh biệt , chúc thượng lộ bình an!",Said to wish a fond farewell; good-bye.
dissuade,verb,khuyên can,You be my friend now and do not dissuade me.,Nếu là bạn tôi thì đừng khuyên can tôi nữa.,(transitive) To convince not to try or do.
turpitude,noun,tính xấu xa,"Moral turpitude , you could say.",Có thể nói là suy thoái về đạo đức.,Inherent baseness or depravity; corruptness and evilness.
maul,verb,cắn xé,I guess it mauled a hooker last night.,Tôi đoán là nó đã cắn xé một gái điếm tối qua.,"A heavy long-handled hammer, used for splitting logs by driving a wedge into it, or in combat."
carouse,verb,chè chén,He burned all his spiritistic paraphernalia and gave up carousing .,Ông đã đốt tất cả dụng cụ thông linh thuật và bỏ việc chè chén say sưa.,(intransitive) To engage in a noisy or drunken social gathering.
rebuke,verb,khiển trách,"2 Wherefore, ye must needs be chastened and stand rebuked before my face;","2 Vậy nên, các ngươi cần phải bị sửa phạt và bị khiển trách trước mặt ta;",A harsh criticism.
tidings,noun,tin tức,is this high tide or low tide ?,Đây là thủy triều cao hay thấp vậy?,Plural form of tiding.
desolation,noun,cảnh hoang tàn,This is a scene of desolation .,Đúng là một cảnh hoang tàn ...!,The act of desolating or laying waste; destruction of inhabitants; depopulation.
vassal,noun,chư hầu,"The powerful Ōuchi were also destroyed by a vassal , Mōri Motonari, in 1551.",Nhóm Ōuchi hùng mạnh cũng bị một chư hầu Mōri Motonari tiêu diệt năm 1551.,"(historical) The grantee of a fief, feud, or fee; one who keeps land of a superior, and who vows fidelity and homage to him, normally a lord of a manor; a feudatory; a feudal tenant."
gibbet,noun,giá treo cổ,Gibbets and crows?,Giá treo cổ và quạ ư?,an upright post with a crosspiece used for execution and subsequent public display; a gallows
cicada,noun,con ve sầu,A cicada stuck to a tree!,Con ve sầu bám chặt lấy thân cây.,"any of several insects of the order Hemiptera, suborder Homoptera, with small eyes wide apart on the head and transparent well-veined wings."
wriggle,verb,lẻn,"Yeah, it's two hours back to Rainbow, we've got to get a wriggle on!","Đúng đấy, chỉ còn hai tiếng để quay về Rainbow, chúng ta sẽ phải lẻn vào đấy!",(intransitive) To slightly twist one's body and quickly move one's limbs.
wasteful,adjective,gây lãng phí,Q: These images that are within ourselves waste energy.,Người hỏi: Những hình ảnh này mà ở trong chính chúng tôi gây lãng phí năng lượng.,Inclined to waste or squander money or resources.
hymn,verb,bài thánh ca,Singing hymns and listening to appropriate music begin at home.,Việc hát các bài thánh ca và lắng nghe âm nhạc thích đáng thì bắt đầu tại nhà.,To sing a hymn; to praise or worship by singing.
depot,noun,kho hàng,Return immediately to the depot .,Trở về kho hàng ngay lập tức.,(US) a bus or railway station
skillet,noun,chảo rán,Some Americans cook with a frying pan ; others use a skillet .,"Một vài người Mĩ gọi "" chảo rán "" để nấu ăn là "" frying pan "" , số khác lại sử dụng từ "" skillet "" .","(US) A pan for frying, generally large and heavy."
scripture,noun,kinh thánh,In what ways can we make clear the application of scriptures we read?,Chúng ta cho thấy rõ cách áp dụng câu Kinh Thánh qua những cách nào?,A sacred writing or book.
chant,noun,bản hát,"Mr. Drover, what is that chanting ?","Anh dắt bò, tiếng gì vậy?","To sing, especially without instruments, and as applied to monophonic and pre-modern music."
tramp,verb,kẻ lang thang,"Can't have my Musketeers or a son of one, looking like tramps .",Đâu thể để lính ngự lâm của ta - hoặc con họ - trông như kẻ lang thang thế.,"(pejorative) A homeless person, a vagabond."
decorous,adjective,đứng đắn,"The bases of the two avant-corps are decorated (from left to right) with four major multi-figure groups sculpted by François Jouffroy (Poetry, also known as Harmony), Jean-Baptiste Claude Eugène Guillaume (Instrumental Music), Jean-Baptiste Carpeaux (The Dance, criticised for indecency), and Jean-Joseph Perraud (Lyrical Drama).","Bệ đỡ của hai gác này cũng được trang trí (từ trái sang phải) với bốn nhóm tượng đa hình lớn được điêu khắc bởi François Jouffroy (bức Thơ ca, còn được gọi là Hòa thanh), Jean-Baptiste Claude Eugène Guillaume (bức Nhạc phối khí), Jean-Baptiste Carpeaux (bức Ca vũ, bị chỉ trích vì không đứng đắn ) và Jean-Joseph Perraud (bức Kịch âm hưởng).",Marked by proper behavior.
rivulet,noun,lạch,Somewhere a stream or a rivulet is running through here.,Đó là nơi mà dòng nước hay con lạch chảy qua.,A small brook or stream; a streamlet.
comely,adjective,dễ thương,"Oh, come on. He's so cute.","Thôi nào, nó thật dễ thương .",(of a person) Pleasing or attractive to the eye.
offal,noun,đồ thừa,"Men fought desperately in the streets over the most loathsome and disgusting food, a handful of straw, a piece of leather, or offal thrown to the dogs. . . .","Người ta đánh nhau ngoài phố vì giành giật những đồ ăn gớm ghiếc, một nắm rơm rạ, một miếng da, hoặc đồ thừa vứt cho chó...",The rejected or waste parts of a butchered animal.
fallow,verb,làm,Schmidt succeeded founding chairman James Fallows in 2008.,Ông đã lập James Fallows lên làm chủ tịch vào năm 2008.,"(agriculture, uncountable) Ground ploughed and harrowed but left unseeded for one year."
vilify,verb,gièm,Why would you be the one to get vilified ?,Sao em lại là người bị gièm pha?,(transitive) To say defamatory things about someone or something.
poignancy,noun,nỗi thương tâm,Poignancy is a word I love as a designer.,"sâu sắc là một từ mà tôi, một nhà thiết kế, cảm thấy thích nhất.",The quality of being poignant
votive,adjective,votive,"According to Marie-Pierre Noël, ""Elishat/Elisha"" is a name repeatedly attested on Punic votives .","Theo Marie-Pierre Noël, ""Elishat/Elisha"" ('Išt) là một tên gọi được thề nguyện lặp đi lặp lại trong lời tạ ơn của người Punic.",dedicated or given in fulfillment of a vow or pledge
colonnade,noun,dãy cột,"Along Lechaeum Road, which was protected by double walls, were sidewalks, state buildings, temples, and colonnades with shops.","Dọc theo con đường Lechaeum là những bức tường đôi, vỉa hè, tòa nhà hành chính, đền thờ, những cửa hàng dưới các dãy cột thường có mái che.",A series of columns at regular intervals.
exude,verb,rỉ,"Already the old Chinese and the Greek, Hippocrates, have actually published, documented, that T. B. can be diagnosed based on the volatiles exuding from patients.","Đã được người Trung Quốc cổ và người Hy Lạp, Hippocrates, công bố, tài liệu, mà có thể được chẩn đoán bệnh lao dựa trên các chất dễ bay hơi rỉ ra từ cơ thể bệnh nhân.","To discharge through pores or incisions, as moisture or other liquid matter; to give out."
furlong,noun,Fulông,"Furlong , you're free to go.","Furlong , anh được tự do.","A unit of length equal to 220 yards or exactly 201.168 meters, now only used in measuring distances in horse-racing."
senile,adjective,lão suy,We thought that becoming senile was a normal and inevitable part of getting old.,Chúng ta nghĩ sự lão suy là bình thường và không tránh được của tuổi già.,exhibiting the deterioration in mind and body often accompanying old age; doddering
portage,verb,chuyển tải,"As the site of the Chicago Portage , the city became an important transportation hub between the eastern and western United States.","Thành phố có Chuyển tải Chicago, nổi lên thành một trung tâm giao thông quan trọng giữa miền đông và miền tây Hoa Kỳ.","An act of carrying, especially the carrying of a boat overland between two waterways"
dally,verb,bỏ phí,"And today, we have what is perhaps our most offensive definition, at least to me, which is the following: To doodle officially means to dawdle, to dilly dally , to monkey around, to make meaningless marks, to do something of little value, substance or import, and -- my personal favorite -- to do nothing.","Và ngày nay, chúng ta có một định nghĩa có thể được xem là phổ biến nhất, ít nhất là theo tôi nghĩ, là như thế này: Một cách chính thức, vẽ vô định có nghĩa là giết thời gian, bỏ phí thời gian, mất thì giờ, để tạo ra những nét nguệch ngoạc không ý nghĩa, để làm việc gì đó hầu như không có giá trị, không đem lại lợi ích và không có ý nghĩa, và -- theo cách của cá nhân tôi -- để làm ""không gì cả"".","To waste time in voluptuous pleasures, or in idleness; to trifle."
paisley,adjective,paisley,Agent Paisley .,Đặc vụ Paisley .,a soft woolen fabric having a motif of swirling droplets somewhat resembling half of the yin-yang symbol
auburn,adjective,màu nâu vàng,It's auburn .,Đó là màu nâu vàng .,"A dark reddish-brown colour, often used to describe hair colour."
drafty,adjective,hơi gió,I-I know how drafty these rooms are.,Tôi biết mấy căn phòng đó lạnh đến thế nào.,Characterized by gusts of wind; windy.
buggy,noun,xe độc mã,Maybe tomorrow I'll let you drive the buggy .,Có lẽ ngày mai Cha sẽ để cho con lái chiếc xe độc mã .,A small horse-drawn cart.
studious,adjective,chăm học,Other boys at the school later remembered him as studious and awkward in social situations.,"Các chàng trai cùng trường sau này nhớ đến ông là một người chăm học và vụng về trong giao tiếp, hoạt động xã hội.","Given to thought, or to the examination of subjects by contemplation; contemplative."
lye,noun,nước kiềm,They were burning their fingertips with lye .,Bọn chúng đang đốt dấu vân tay của mình bằng nước kiềm .,"A strong caustic alkaline solution of potassium or sodium salts, obtained by leaching wood ashes. It is much used in making soap as well as its use in biodiesel."
troglodyte,noun,con simpanzê,She's such a troglodyte .,Cô ấy chỉ là nhà Hang động học thôi .,"A member of a supposed prehistoric race that lived in caves or holes, a caveman."
yew,adjective,cây thủy tùng,The apothecary wanted the yew tree very badly.,Ông thầy lang rất muốn cây thủy tùng .,"(countable) A species of coniferous tree,Taxus baccata, with dark-green flat needle-like leaves and seeds bearing red arils, native to western, central and southern Europe, northwest Africa, northern Iran and southwest Asia."
excitable,adjective,dễ bị kích động,And I was underdeveloped and over- excitable .,Tôi bị chậm lớn nhưng lại dễ bị kích động .,Easily excited.
stead,verb,có lợi cho ai,I came in his stead .,Tôi tới thay cho hắn .,"(obsolete) A place, or spot, in general. [10th-16th c.]"
administration,noun,chính phủ,They're in some ways using the Bush administration as an alibi.,Họ dường như đang dùng chính phủ Bush để viện lý do.,"The act of administering; government of public affairs; the service rendered, or duties assumed, in conducting affairs; the conducting of any office or employment; direction; management."
decent,adjective,tử tế,Fisk wants to sue me... at least I know a couple decent lawyers.,Fisk muốn kiện tôi... ít nhất là tôi có quen vài luật sư tử tế .,(obsolete) Appropriate; suitable for the circumstances.
middling,adjective,bậc trung,"They dream of middle -power models , at most .",Cùng lắm là họ mơ về một mô hình cường quốc bậc trung mà thôi .,"of intermediate or average size, position or quality; mediocre"
ambition,verb,khát vọng,"True, there are noble and ignoble ambitions .",Đành rằng có những khát vọng cao quí và những khát vọng hèn hạ.,"An eager or inordinate desire for some object that confers distinction, as preferment, honor, superiority, political power, or literary fame; desire to distinguish one's self from other people."
faculty,noun,khoa,"In the late 1970s, when the new university complex on Mount Scopus was inaugurated and the faculties of Law, Humanities and Social Science returned there, departmental libraries opened on that campus and the number of visitors to the Givat Ram library dropped.","Vào cuối những năm 1970, khi phức tạp trường đại học mới trên núi Scopus đã được khánh thành và pháp luật, nhân văn và khoa khoa học xã hội trở lại ở đó, bộ phận thư viện mở cửa trong khuôn viên trường đó và số lượng khách truy cập vào các thư viện Givat Ram giảm.","The scholarly staff at colleges or universities, as opposed to the students or support staff."
sore,adjective,đau,My throat's sore .,Cổ họng tôi đau quá.,"Very, excessively, extremely."
horizon,noun,chân trời,A pilot can also retain his or her spatial orientation by referring to the horizon .,Một phi công cũng có thể dựa vào đường chân trời để định hướng không gian.,The horizontal line that appears to separate the Earth from the sky.
tiresome,adjective,khó chịu,"For them, restrictions are tiresome .","Đối với con trẻ, luật lệ thường gây khó chịu .",Causing fatigue or boredom; wearisome.
superintendent,adjective,sĩ quan cảnh sát,Superintendent .,Sĩ quan cảnh sát .,"A person who is authorized to supervise, direct or administer something."
political,adjective,chính quyền,"While the authorities were using all the political pressure they could to keep Escobar's family in play,","Trong khi chính quyền cố gắng dùng áp lực chính trị để giữ người nhà Escobar trong cuộc,",a publication centred around politics
attempt,verb,cố gắng,Early Attempts at Communication,Những cố gắng ban đầu để giao tiếp,The action of trying at something.
confirm,verb,xác nhận,Capitol Police are confirming to CNN that the suspected bomber is,Cảnh sát điện Capitol đang xác nhận với CNN rằng kẻ đánh bom bị tình nghi là,To strengthen; to make firm.
stress,verb,nhấn mạnh,"Refer to picture 62, and read John 3:16, stressing the need for obedience.","Nói đến hình số 62, và đọc Giăng 3:16, nhấn mạnh là cần phải tỏ ra vâng lời.","(countable, physics) The internal distribution of force per unit area (pressure) within a body reacting to applied forces which causes strain or deformation and is typically symbolised by σ"
tense,adjective,căng,"You're tense , you're keyed up.","Anh căng thẳng, anh bị kích động",(grammar) Any of the forms of a verb which distinguish when an action or state of being occurs or exists.
flexible,adjective,dẻo,"This method uses a thin , flexible tube called a catheter .","Phương pháp này sử dụng một ống mỏng , mềm dẻo gọi là ống thông .","Capable of being flexed or bent without breaking; able to be turned, bowed, or twisted, without breaking; pliable; not stiff or brittle."
maintain,verb,duy trì,They were the first dredgers in the Netherlands to maintain the harbour at Velsen.,Họ là những người nạo vét đầu tiên ở Hà Lan để duy trì bến cảng ở Velsen.,"(obsolete, transitive) To support (someone), to back up or assist (someone) in an action. [14th-19th c.]"
balmy,adjective,dịu,"At the beginning of the Eocene, the high temperatures and warm oceans created a moist, balmy environment, with forests spreading throughout the Earth from pole to pole.","Vào đầu thế Eocen, nhiệt độ cao và đại dương nóng ấm tạo ra môi trường ẩm và dịu , với các khu rừng trải rộng tới hai cực của Trái Đất.",Producing balm.
dispute,verb,tranh luận,There is no significant scientific dispute about that.,Không có một cuộc tranh luận khoa học đáng kể nào về việc đó.,Contest; struggle; quarrel.
inappropriate,adjective,không thích hợp,Strongly entrenched reasonings and inappropriate personality traits may have to be uprooted.,Những lý luận mọc rễ từ lâu và những cá tính không thích hợp phải bị loại trừ.,"Not appropriate; not suitable for the situation, time, and/or place."
animosity,noun,hận thù,And I think that most alarming of all of it is seeing this rising animosity on both sides.,Và tôi nghĩ rằng điều đáng báo động nhất là sự gia tăng hận thù giữa hai phe.,Violent hatred leading to active opposition; active enmity; energetic dislike.
suppression,noun,sự đàn áp,"Representative Martin Dies, chairman of the committee, demanded the suppression of the American Communist Party.","Người đại diện Martin Dies, chủ tịch uỷ ban, đã yêu cầu sự đàn áp Đảng Cộng sản.",The act or instance of suppressing.
revulsion,noun,sự ghê tởm,"Siwiec planned his self-immolation months in advance, writing out a last will in April, and leaving written and tape-recorded statements explaining his revulsion at both the Warsaw Pact invasion of Czechoslovakia and the People's Republic of Poland's participation in it.","Siwiec đã lên kế hoạch tự thiêu của mình trước, để lại tuyên bố bằng chữ viết và băng ghi âm giải thích sự ghê tởm của mình đối với cả cuộc xâm lược Tiệp Khắc của Khối Hiệp ước Warsaw và đối với sự tham gia của chính quyền cộng sản Ba Lan vào việc này.",A sudden violent feeling of disgust.
misgiving,noun,mối nghi ngại,"Despite her misgivings , Marilyn kissed James and Jimmy good-bye and left for a job overseas.","Bất kể những mối nghi ngại , chị Mai hôn từ biệt anh Dũng và Minh rồi lên đường ra nước ngoài làm việc.","doubt, apprehension, a feeling of dread"
legion,adjective,quân đoàn,You commanded legions ?,Anh từng chỉ huy nhiều quân đoàn ?,Numerous; vast; very great in number; multitudinous.
extradition,noun,dẫn độ,He was extradited to face criminal charges in Peru in September 2007.,Ông bị dẫn độ về tội hình sự ở Peru vào tháng 9 năm 2007.,"a formal process by which a criminal suspect held by one government is handed over to another government for trial or, if the suspect has already been tried and found guilty, to serve his or her sentence"
extort,verb,tống,We've had problems in the past with third parties attempting to extort or bribe employees for similar packages.,Chúng ta đã từng gặp vấn đề này khi các bên thứ ba cố gắng tống tiền hoặc mua chuộc các nhân viên để có các dữ liệu tương tự.,"(transitive) To wrest from an unwilling person by physical force, menace, duress, torture, or any undue or illegal exercise of power or ingenuity; to wrench away (from); to tear away; to wring (from); to exact; as, to extort contributions from the vanquished; to extort confessions of guilt; to extort a promise; to extort payment of a debt."
sedation,noun,an thần,Sedated her.,Làm bất tỉnh thôi.,"The act of sedating, especially by use of sedatives."
edict,noun,sắc lệnh,And not from the power of an edict down.,Và không phải là khi ra đời một sắc lệnh .,a proclamation of law or other authoritative command
marshal,noun,nguyên soái,The district was created during the premiership of Field Marshal Plaek Phibunsongkhram.,Huyện được lập trong thời kỳ cầm quyền của nguyên soái Plaek Phibunsongkhram.,"A high-ranking officer in the household of a medieval prince or lord, who was originally in charge of the cavalry and later the military forces in general."
cacophonous,adjective,không hoà hợp,It is a cacophonous movement.,Phong trào rất náo nhiệt .,"Containing, consisting of or producing harsh, unpleasant or discordant sounds"
circuitous,adjective,vòng quanh,"By 1958 we had over 700 Witnesses, 20 congregations, and three circuits in Guatemala.","Năm 1958 chúng tôi có hơn 700 Nhân Chứng, 20 hội thánh và ba vòng quanh ở Guatemala.",Not direct or to the point.
oversight,noun,sự giám sát,Religious groups in Vietnam can only operate under government oversight .,Các nhóm tôn giáo ở Việt Nam chỉ được hoạt động dưới sự giám sát của chính quyền.,"An omission; something that is left out, missed or forgotten."
resin,noun,nhựa,"As the wood decays, it secretes fragrant oil and resin .",Khi gỗ bị mục thì dầu và nhựa thơm chảy ra.,"A viscous hydrocarbon secretion of many plants, particularly coniferous trees."
denomination,noun,loại,"In addition to these currencies, the Japanese military issued their own bank notes, denominated in yen - this is the Japanese military yen.","Ngoài những loại tiền tệ này, quân đội Nhật Bản đã phát hành tiền giấy của chính họ, bằng đồng yên - đây là đồng yên của quân đội Nhật Bản.",(uncountable) The act of naming or designating.
wharf,noun,bến tàu,"Officer down, nicholls wharf .","Sĩ quan bị hạ, đường bến tàu Nicholls.","A man-made landing place jutting out to sea or by a river; mole, pier, or quay"
