word,part_of_speech,meaning,example,example_meaning,definition
subjection,noun,sự chinh phục,Around 1594 most of them fled back to the Aga and Nerchinsk in order to escape subjection by the Daurs.,Khoảng năm 1594 hầu hết họ quay trở lại Aga và Nerchinsk để thoát khỏi sự chinh phục của người Daur.,The act of bringing something under the control of something else.
etiolate,adjective,làm nhợt nhạt,,,"To make pale through lack of light, especially of a plant."
persiflage,noun,lời chế giễu,"Which was lucky, because I wouldn't have had a chance to get any persiflage out of my system.","Được may mắn, bởi vì tôi sẽ không có một cơ hội để có được bất kỳ chế giểu nhẹ ra khỏi hệ thống của tôi.",Good-natured banter; raillery.
impoverishment,noun,sự bần cùng hoá,"He died impoverished , as since he did not patent the collodion process he made very little money from it.","Ông qua đời khi đã kiệt sức bởi vì không đăng ký sáng chế cho collodion, ông kiếm rất ít tiền từ đứa con tinh thần này.",The action of impoverishing someone.
diminution,noun,sự giảm bớt,"Or is good the diminution of evil, gradually becoming good?","Hay tốt lành là sự giảm bớt của xấu xa, dần dần trở nên tốt lành?","A lessening, decrease or reduction."
unvarying,adjective,không thay đổi,Use this option when your page URLs are generally unvarying but when they include additional parameters at the end that you want to exclude.,Sử dụng tùy chọn này khi URL trang của bạn thường không thay đổi nhưng không sử dụng tùy chọn khi những URL này bao gồm các thông số bổ sung ở cuối mà bạn muốn loại trừ.,"persistent, constant or changeless"
solipsism,noun,thuyết duy ngã,""" The discovery of intelligent life beyond Earth would eradicate the loneliness and solipsism that has plagued our species since its inception.",""" Sự khám phá ra sự sống bên ngoài Trái Đất sẽ loại bỏ đi sự cô độc và thuyết duy ngã đã thống trị giống loài ta ngay từ ngày đầu.",The theory that the self is the only thing that can be known and verified.
flagellate,adjective,có roi,And flagellate your naked body twice nightly.,con sẽ bị đánh roi lên thân thể 2 lần hằng đêm.,To whip or scourge.
indicative,adjective,biểu thị,"Not indicators of effort or intention, but real achievement.",Không phải sự biểu thị về nỗ lực hay ý định mà là kết quả thực sự.,"serving as a sign, indication or suggestion of something"
sorbet,noun,sherbet,The word enters Italian as sorbetto which becomes sorbet in French.,Từ sherbet du nhập vào tiếng Ý như sorbetto sau này trở thành sorbet bằng tiếng Pháp.,"Frozen fruit juice, sometimes mixed with egg whites, used as dessert or between courses of a meal."
sportsmanship,noun,tính thượng võ,And I've always prided myself on my good sportsmanship .,Và tôi luôn tự hào về tính thượng võ của mình.,"the behaviour exhibited in playing sports, either good or bad"
unwind,verb,nghỉ ngơi,What snares lie in the desire to unwind and relax?,"Những cạm bẫy nào được gài trong ước muốn nghỉ ngơi , giải trí của người ta?","(transitive) To wind off; to loose or separate; to untwist; to untwine; as, to unwind thread, to unwind a ball of yarn"
impersonation,noun,sự đóng vai,"Here, we must be impersonal .","Ở đây, chúng ta không được xen tình cảm cá nhân vào.",Alternative form of impersonification.
conspirator,noun,người âm mưu,What horrible accusation have you conspired to levy against me?,Lời buộc tội khủng khiếp nào các người âm mưu đổ lên đầu tôi?,A person who is part of a conspiracy.
applicable,adjective,xứng,"Historians credit them with a major role in the development of Greek mathematics (particularly number theory and geometry) into a coherent logical system based on clear definitions and proven theorems that was considered to be a subject worthy of study in its own right, without regard to the practical applications that had been the primary concern of the Egyptians and Babylonians.",Các nhà sử học đã gắn họ với một vai trò lớn trong việc phát triển của toán học Hy Lạp (đặc biệt là ở số học và hình học) trở thành một hệ thống logic mạch lạc dựa trên sự phân định rõ ràng và những định lý được chứng minh được xét như là một phần xứng đáng cho nghiên cứu mà không liên quan đến các ứng dụng thực tế là mối quan tâm hàng đầu của Ai Cập và Babylon.,"suitable for application, relevant"
curable,adjective,có thể chữa khỏi,"and transforming that into a curable , or treatable illness.",trở thành các bệnh hoàn toàn có thể chữa khỏi được.,Capable of being cured.
demonstrable,adjective,chứng minh được,Could that be demonstrated ?,Có ai có thể chứng minh được điều ấy không?,Able to be demonstrated.
navigable,adjective,tàu bè qua lại được,Navigation Sails Onward,Kỹ thuật đi biển ngày càng tiến bộ,"(for a body of water: sea, river etc.): capable of being navigated; deep enough and wide enough to afford passage to vessels."
negotiable,adjective,có thể thương lượng,Maybe he wants to negotiate .,Có thể hắn muốn thương lượng .,"(of an obstacle, route etc) Able to be traversed."
adequacy,noun,sự tương xứng,It voiced concerns about the adequacy of countries' abilities to meet commitments under the Body for Scientific and Technological Advice (BSTA) and the Subsidiary Body for Implementation (SBI).,Hội nghị thảo luận về những mối lo ngại về sự tương xứng trong khả năng đạt được các cam kết dưới Body for Scientific and Technological Advice (SBSTA) và Subsidiary Body for Implementation (SBI) của các quốc gia.,"The quality of being sufficient, adequate or able to meet the needs."
inaccuracy,noun,sự không đúng,The Door to Inaccuracy Cracked Open,Thêm cơ hội cho sự không chính xác len vào,(uncountable) The property of being inaccurate; lack of accuracy.
primacy,noun,ưu tiên,Is the Catholic dogma of papal primacy Scripturally valid?,Giáo điều của Công giáo về tối thượng quyền của giáo hoàng có phù hợp với Kinh Thánh không?,"The state or condition of being prime or first, as in time, place, rank, etc., hence, excellency; supremacy."
supremacy,noun,quyền tối cao,That is Malay supremacy and I hope people will understand it.,Đó là quyền tối cao Mã Lai và tôi hy vọng nhân dân sẽ hiểu điều đó.,The quality of being supreme.
antiquarian,noun,khảo cổ học,"Further north Camelon and its connections with Arthur's O'on have been mentioned in relation to Camelot, but Camelon may be an antiquarian neologism coined after the 15th century, with its earlier name being Carmore or Carmure.","Phía bắc Camelon và mối tương quan của nó với O’on Của Arthur cũng được nhắc đến, nhưng Camelon có thể là một từ mới thuộc khảo cổ học được đặt ra sau thế kỷ 15, còn tên trước đó của nó là Carmore hoặc Carmure.","Pertaining to antiquaries, or to antiquity; as, antiquarian literature."
millenarian,adjective,millenary,"Initially an ardent advocate of millenarianism , he eventually rejected any idea of a future Millennial Reign of Christ over the earth.","Ban đầu ông nhiệt thành cổ võ thuyết một ngàn năm , nhưng cuối cùng lại bác bỏ mọi ý tưởng về Triều Đại Một Ngàn Năm của Đấng Christ trên đất trong tương lai.",Of or pertaining to a thousand years
incandescence,noun,sự nóng sáng,"According to Edison, Hammer was ""a pioneer of incandescent electric lighting"".","Theo Edison, Hammer là ""một người tiên phong trong lĩnh vực đèn chiếu sáng"".",(physics) the emission of visible light by a hot body
iridescence,noun,sự phát ngũ sắc,What causes iridescence ?,Điều gì tạo nên sự óng ánh ?,The condition or state of being iridescent; exhibition of colors like those of the rainbow; a prismatic play of color.
barrette,verb,cặp tóc,And who gave Jackie Jacobs an Indian burn when she stole your barrette ?,Và ai đã cho Jackie Jacobs một vết bỏng Ấn Độ vì nó đã lấy cắp cái cặp tóc của em?,A clasp or clip for gathering and holding the hair.
lorgnette,noun,kính cầm tay,,,An opera glass with a handle.
lunette,noun,lỗ máy chém,Two of his lunettes above.,Mắt ở phía trên hai bên đầu.,(architecture) A small opening in a vaulted roof of a circular or crescent shape. [from 17th c.]
merciful,adjective,từ bi,I'm not merciful .,Tôi không từ bi .,showing mercy
successful,adjective,thành công,"U-26 participated in three other successful patrols, sinking four additional merchant ships.","U-26 đã thực hiện thêm 3 nhiệm vụ tuần dương thành công , đánh chìm thêm 4 tàu buôn.","Resulting in success; assuring, or promotive of, success; accomplishing what was proposed; having the desired effect; prosperous; fortunate; happy"
careless,adjective,cẩu thả,"Careless , maybe.",Có lẽ là hơi cẩu thả .,"(archaic) Free from care; unworried, without anxiety. [from 11th c.]"
defenseless,adjective,không được che chở,We're defenseless .,Chúng ta không còn khả năng phòng vệ nữa.,Lacking any form of defense; vulnerable; open to attack.
senseless,adjective,bất tỉnh,A friend who beat you senseless ?,Một người bạn đánh con bất tỉnh ?,Bereft of feeling or consciousness; deprived of sensation; unconscious; insensible.
timeless,adjective,vô tận,Its truth is timeless .,Lẽ thật của nó thì vô tận .,eternal
horoscope,noun,lá số tử vi,My horoscope knows more than your law books.,Lá số tử vi của tôi biết nhiều hơn những cuốn sách luật của anh.,an astrological forecast of a person's future based on such information
laryngoscope,noun,kính soi thanh quản,,,an endoscope used for viewing the interior of the larynx
microscope,noun,Hiển Vi Kính,"Microscope 1883 Universal Microscope , Bausch and Lomb, c.","Kính hiển vi 1883 Kính hiển vi vũ trụ, Bausch and Lomb, c.",An optical instrument used for observing small objects.
otoscope,noun,ống soi tai,,,(medicine) An instrument used for examining the eardrum and interior of the outer ear.
scope,noun,phạm vi,Custom dimension (User scope ),Thứ nguyên tùy chỉnh ( Phạm vi người dùng),"A short version of periscope, or telescope or oscilloscope"
catamaran,noun,bè gỗ,We'll use this catamaran as a rendezvous place for later.,Chúng ta sẽ sử dụng bê thuyền đôi đến điểm hẹn sau.,A raft consisting of two or more logs tied together.
intaglio,verb,chạm chìm,"He followed the EP with his tenth full-length studio album PBX Funicular Intaglio Zone on September 25, 2012.","Tiếp sau EP này là album PBX Funicular Intaglio Zone vào ngày 25 tháng Chín, 2012.",A design or piece of art which is engraved or etched into something.
felon,noun,giết người,You're asking me to harbor and aid a convicted felon .,Anh đang bảo tôi che giấu và giúp đỡ 1 tên giết người đấy.,A person convicted of a felony.
chump,noun,cái đầu,All you chumps Think you got poise,Những cái đầu bị thịt kia Hãy nghĩ các cậu có thể thăng bằng,the thick end (originally of a joint of meat)
corduroys,noun,lông vải,"Well, maybe corduroy .",Có lẽ là quần nhung .,Trousers (British)/pants (US) made from corduroy.
inmate,noun,người bệnh,"the other inmates at Briarcliff, whose stories broke my heart and inspired me to survive.","những người bệnh khác ở Briarcliff, những chuyện của họ khiến tôi tan nát và truyền cảm hứng cho tôi tồn tại,",A person confined to an institution such as a prison (as a convict) or hospital (as a patient)
possessive,adjective,chiếm hữu,The goal was to possess ... everything the world had to offer in the way of odors.,Mục tiêu của nó là chiếm hữu mọi thứ cuộc đời dâng tặng trong phương diện mùi hương.,Of or pertaining to ownership or possession.
tailor,verb,may,"This was seen in his variety of apparel: he appeared in the costumes of the Bedouin, the traditional clothes of the Iraqi peasant (which he essentially wore during his childhood), and even appeared in Kurdish clothing, but he also appeared in Western suits fitted by his favorite tailor , projecting the image of an urbane and modern leader.","Này đã được nhìn thấy trong nhiều nay: ông ta xuất hiện trong trang phục của Bedouin, truyền thống quần áo của nông dân Iraq (mà ông ta về cơ bản mặc trong thời thơ ấu), và thậm chí quần áo Kurdish, nhưng cũng xuất hiện ở trang phục phương Tây may bởi thợ may yêu thích của ông ta, thể hiện hình ảnh của một lãnh đạo tao nhã và hiện đại.","A person who makes, repairs, or alters clothes professionally, especially suits and men's clothing."
implausibility,noun,sự đáng ngờ,"It's just too implausible .""","Thế thì hão huyền quá .""",Want of plausibility; the quality of being implausible.
unattainable,adjective,cao siêu,7 True wisdom is unattainable for a fool;+,7 Sự khôn ngoan thật thì quá cao cho kẻ dại;+,"Impossible to attain or reach; inaccessible, unobtainable or unapproachable; unable to accomplish; beyond limit."
medal,verb,Huy chương,And this medal is for having the most medals .,Còn cái huy chương này vì ta đạt quá nhiều huy chương .,"A stamped metal disc used as a personal ornament, a charm, or a religious object."
extent,adjective,phạm vi,"So will you, to the extent of $ 5,000.","Và anh cũng vậy, trong phạm vi 5.00 đô.",A range of values or locations.
fictitious,adjective,hư cấu,I told you that book was fictitious,Tôi đã bảo tài liệu đó chỉ là hư cấu thôi mà.,Not real; invented; contrived.
fictive,adjective,hư cấu,"Halperin suggests that ritual kin ""materialize things differently from other kin, biological and fictive ...they are generous (often beyond their means)...and are generous with time.""","Halperin cho rằng thân nhân nghi lễ ""vật chất hóa mọi thứ khác với người thân khác, sinh học và hư cấu ... họ là hào phóng (thường vượt quá khả năng của họ)... và hào phóng với thời gian.""","fictional, unreal, fanciful or invented"
pitiable,adjective,đáng thương,So that is a pitiable state of affairs.,Tình trạng này thật đáng thương .,"That which deserves, evokes or can be given pity, pitiful."
pitiless,adjective,nhẫn tâm,Needs someone as pitiless as me.,Lại cần người đáng ghét như tôi.,"having, or showing, no pity; merciless"
prescribe,verb,cho đơn,the same way they prescribe medication.,cùng cái cách họ cho đơn thuốc,To order (a drug or medical device) for use by a particular patient.
climatic,noun,thời tiết,Understand the climate down there may be better for my cough.,Nghe nói thời tiết ở dưới đó có thể tốt cho bệnh ho của tôi.,"of, or relating to, or influenced by climate"
uninterested,adjective,không chú ý,"In Korea, how was a sister’s perseverance with a seemingly uninterested individual rewarded?","Một chị ở Đại Hàn, nhờ kiên trì đối với một người dường như không chú ý , được tưởng thưởng như thế nào?","(obsolete) Unmotivated by personal interest; unbiased, disinterested."
problematic,adjective,khó giải quyết,Flooding is expected to be increasingly problematic as the climate changes.,Lũ lụt được dự tính ngày càng khó giải quyết khi khí hậu thay đổi.,posing a problem; difficult to overcome or solve
horticultural,adjective,nghề làm vườn,"And we knew that they planted a kind of horticulture ,","Và họ đã phát triển nghề làm vườn ,","of or pertaining to horticulture, connected with gardening."
terminus,noun,ga cuối cùng,Like at Terminus ?,Giống như ở Terminus ?,The end or final point of something.
domino theory,noun,Thuyết domino,"It was to become the "" domino theory "".","Nó đã trở thành ""học thuyết domino .""","The theory that, if South Vietnam fell to Communism, it would be followed by Cambodia, Laos, and additional South Asian countries."
imperialistic,adjective,tên đế quốc,"Damn the imperialists !""",Đả đảo đế quốc Ba Tư!”,Of or pertaining to imperialism or imperialists; favoring imperialism.
disapproval,noun,sự phản đối,there would have been a lot of disapproval,"người Neanderthal, sẽ có nhiều sự phản đối","The act of disapproving, an expression of condemnation."
dislike,verb,ghét,I dislike you worse than anybody in the world.,Tôi ghét bà hơn bất cứ ai khác trên đời này.,An attitude or a feeling of distaste or aversion.
intermediate,adjective,trung gian,"After all, what did the intermediate forms look like?","Sau hết tất cả, các dạng thức trung gian của nó trông giống cái gì nhì?","Being between two extremes, or in the middle of a range."
misanthropy,noun,lòng ghét người,"And,” he added, with his usual misanthropy , “it may be sooner than you’d like.”",Và có lẽ Chúa ơi - chàng nói tiếp với cái giọng chán đời riêng có ở chàng - có lẽ còn gặp sớm hơn là cậu muốn cũng nên.,Hatred or dislike of people or mankind.
misrepresent,verb,bóp méo,I'm saying he misrepresented .,Tôi đang nói là ông ấy bóp méo nó.,To represent falsely; to inaccurately portray something.
mistrial,noun,vụ xử án sai,Then I move for a mistrial .,"Sau đó, tôi di chuyển cho sự ngộ phán .",(law) A trial that is invalid because of an error in procedure
prefix,verb,thêm vào đầu,Set the prefix which will be added to the image filenames,Ở đây hãy đặt chuỗi sẽ được phụ thêm vào đầu của mỗi tên tập tin ảnh,"That which is prefixed; especially one or more letters or syllables added to the beginning of a word to modify its meaning; as, pre- in prefix, con- in conjure."
superiority,noun,sự cao hơn,* Become preoccupied with our failings or our superiority .,* Trở nên lo lắng với những thất bại của chúng ta hoặc sự cao hơn của mình.,the state of being superior
transact,verb,làm,You should think of this as a business transaction .,Ông nên xem đây là một thương vụ làm ăn.,"(transitive) To do, carry through, conduct or perform some action."
transcultural,adjective,,"In terms of academic reflection, the historical and aesthetic richness as well as the multi-layered heterogeneity of Sicilian literature and culture have been first grasped methodologically and coined with the term of transculturality by German scholar of Italian studies Dagmar Reichardt who, after having published an extensive study on the literary work of Giuseppe Bonaviri, was awarded the International Premio Flaiano (""Italianistica"") for a trilingual (English, Italian, German) collection about the European liminality of Sicily, Sicilian literature and Sicilian Studies.","Về mặt học thuật, phong phú về lịch sử và thẩm mỹ cũng như tính hỗn tạp đa tầng của văn học và văn hoá Sicilia lần đầu được nhận thức theo phương pháp luận và được gắn với thuật ngữ ""xuyên văn hoá"" bởi học giả Ý học người Đức là Dagmar Reichardt, ông xuất bản một nghiên cứu bao quát về công trình văn học của Giuseppe Bonaviri, và sau đó được trao giải Premio Flaiano Quốc tế vì một bộ sưu tập ba ngôn ngữ (Anh, Ý, Đức) về tính ngưỡng châu Âu của Sicilia, văn học Sicilia và nghiên cứu Sicilia.",(sociology and anthropology) Extending through more than one human culture.
unicycle,noun,xe đạp một bánh,Riding a unicycle is one thing I'm not very good at.,Đi xe đạp một bánh là một trò mà tôi không thông thạo lắm.,A type of cycle that has only one wheel and is powered by pedals; it is most often used by acrobats.
cranial,noun,sọ,It could cause abnormal growths on the cranial nerves.,Nó có thể gây ra phát triển bất thường ở dây thần kinh sọ .,"Of or relating to the cranium, or to the skull."
straitlaced,adjective,,"Being holy, therefore, does not mean being straitlaced or having a one-track mind.—1 Corinthians 9:20-23.","Do đó, ăn ở thánh thiện không có nghĩa là chúng ta phải cứng rắn hay có đầu óc hẹp hòi (I Cô-rinh-tô 9:20-23).",Alternative spelling of strait-laced.
truncate,adjective,cắt cụt,The local truncation error of the Euler method is error made in a single step.,Sai số cắt cụt cục bộ của phương pháp Euler là sai số trong một bước duy nhất.,To shorten something as if by cutting off part of it.
empower,verb,cho phép,Empower customers to take action,Cho phép khách hàng thực hiện hành động,(transitive) To give permission or power to do something.
masculine,adjective,giống đực,Spanish is predominantly a masculine -based language.,Tiếng Tây Ban Nha là tiếng chủ yếu có cơ sở là giống đực .,"pertaining to male humans, men:"
karate,verb,karate,"I told her, whenever I'm sad, my grandmother gives me karate chops.","Tôi nói với cô ấy, bất cứ lúc nào tôi buồn, bà tôi sẽ cho tôi ăn món ' karate '.","An Okinawan martial art involving primarily punching and kicking, but additionally, advanced throws, arm bars, grappling and all means of fighting."
stipple,verb,bản vẽ bằng chấm,What's that stippling ?,Cái gì lấm chấm thế nhỉ?,the use of small dots that give the appearance of shading; the dots thus used
gouache,noun,màu bột,"I don't own a cell phone, and I paint on paper using gouache , which hasn't changed in 600 years.","Tôi không có cả điện thoại di động, và dùng màu nước gouache để vẽ trên giấy , một cách thức đã không đổi trong 600 năm.","(art) A thick, opaque watercolour paint made with gum containing an inert white pigment to make it opaque"
assemblage,noun,bộ sưu tập,The Kayenta Formation has yielded a small but growing assemblage of organisms.,Hệ tầng Kayenta đã mang lại một bộ sưu tập nhỏ nhưng vẫn đang tiếp tục lớn lên của nhiều loại sinh vật.,A collection of things which have been gathered together or assembled.
conceptual,adjective,thuộc nhận thức,"If you can specify a task, either manual or conceptual , that can be specified in terms of efficiency or productivity, that goes to the bots.","Nếu bạn có thể chỉ rõ một nhiệm vụ, hoặc là bằng tay hoặc thuộc nhận thức , rằng có thể được chỉ ra dựa theo tính hiệu quả hay năng suất, đi tới những chương trình máy tính.","Of, or relating to concepts or mental conception; existing in the imagination"
installation,noun,cơ sở,Japanese planes are bombing our Naval and Army installations .,Máy bay Nhật đang bỏ bom Hải quân và các cơ sở quân đội.,"The act of installing or giving possession of an office, rank, or order, with the usual rites or ceremonies; as, the installation of an ordained minister in a parish."
bassoon,verb,kèn dăm kép,"Over the century, other instruments were added to the classical orchestra: flutes (sometimes replacing the oboes), separate parts for bassoons , clarinets, and trumpets and timpani.","Trong suốt thế kỷ này, những nhạc cụ khác cũng dần được thêm vào dàn nhạc: sáo (đôi khi dùng để thay thế kèn oboe), và thêm cả các phần riêng cho bassoon , clarinet, và kèn trumpet và trống định âm (timpani).",To play the bassoon.
cymbal,noun,chũm chọe,(1 Corinthians 13:1) A clashing cymbal produces a harsh noise.,"(1 Cô-rinh-tô 13:1) Chập chỏa, tức chũm chọe , phát ra tiếng chan chát khi va vào nhau.","(music) a concave plate of brass or bronze that produces a sharp, ringing sound when struck: played either in pairs, by striking them together, or singly by striking with a drumstick or the like."
dulcimer,noun,đàn ximbalum,"To bring some of Scotland's native flavor to the music, Doyle used traditional Celtic instruments such as bagpipes, a solo fiddle, Celtic harps, flutes and the bodhrán, with an electronically treated dulcimer and cimbalom to give it a more contemporary feel.","Để truyền tải hương vị địa phương của Scotland cho phần âm nhạc, Doyle sử dụng các nhạc cụ đặc trưng của Scotland như kèn túi, độc tấu vĩ cầm, đàn hạc Celtic, sáo và trống bodhrán, cùng với một chiếc đàn ximbalum và cimbalom điện tử để mang đến cảm giác hiện đại hơn.","(music) A stringed instrument, with strings stretched across a sounding board, usually trapezoidal. It's played on the lap or horizontally on a table. Some have their own legs. These musical instruments are played by plucking on the strings (traditionally with a quill) or by tapping on them (in the case of the hammer dulcimers)."
harp,verb,đánh đàn hạc,"16 Let our lord now command thy servants, which are before thee, to seek out a man, who is a cunning player on a harp ; and it shall come to pass, when the evil spirit, which is not of God, is upon thee, that he shall play with his hand, and thou shalt be well.","16 Xin chúa chúng tôi bây giờ hãy ra lệnh cho các tôi tớ của bệ hạ, là những người đang ở trước mặt bệ hạ, tìm một người biết đánh đàn hạc giỏi; và chuyện sẽ xảy ra rằng, khi nào ác linh, không phải từ Thượng Đế, nhập vào bệ hạ, thì người đó sẽ đánh đàn, và bệ hạ sẽ được lành mạnh.",A musical instrument consisting of an upright frame strung with strings that are stroked or plucked with the fingers.
dramaturgy,noun,nghệ thuật kịch,"Considered by many the greatest Brazilian actress of all time, she is often referred to as the great lady of Brazilian theater, cinema and dramaturgy .","Được bầu chọn là một trong những nữ diễn viên người Brazil vĩ đại nhất mọi thời đại, cô thường được gọi là phụ nữ vĩ đại của nhà hát, điện ảnh và kịch ở Brazil.",(theater) The art of dramatic composition for the stage.
shyster,noun,luật sự láu cá,So you hire a couple of back-door shysters ?,Chứ anh định thuê vài thằng luật sư bẩn về hả ?,"Someone who acts in a disreputable, unethical or unscrupulous way, especially in the practice of law and politics."
pigeonhole,verb,hố bồ câu,It suits him to pigeonhole people.,Hắn thích hợp ở trong chuồng chim .,"One of an array of compartments for sorting post, messages etc. at an office, or college (for example)."
fascination,noun,sự mê hoặc,Miss Caroline watched the process in horrid fascination .,Cô Caroline theo dõi quy trình đó trong sự mê hoặc kinh khiếp.,"The act of fascinating, bewitching, or enchanting; enchantment; witchcraft; the exercise of a powerful or irresistible influence on the affections or passions; unseen, inexplicable influence."
vibrate,verb,rung động,A living corpse who can only speak via the vibrations of his tongue.,Một xác sống chỉ có thể nói bằng rung động của lưỡi.,Move with small movements rapidly to and fro.
contractor,noun,thầu khoán,"Mr. Fuller, he's a pavement contractor .","Ông Fuller, ổng là một thầu khoán vỉa hè.",A person who executes the building or improving of buildings.
tripod,verb,giá ba chân,The priestess sat on a tripod and uttered her oracles,Nữ tế lễ ngồi trên cái giá ba chân mà nói lời sấm truyền,a three-legged stand or mount
deprecation,noun,lời cầu khẩn,Creative size ( Deprecated ),Kích thước quảng cáo,(uncountable) The act of deprecating.
dynamite,noun,mìn,Isn't it a cord of dynamite ?,♫ Có phải một sợi dây mìn,"A class of explosives made from nitroglycerine in an absorbent medium such as kieselguhr, used in mining and blasting; invented by Alfred Nobel in 1867."
swap,verb,trao đổi,Chicken hawks swapping photos with their modems.,Bọn trẻ trao đổi ảnh bằng modem.,A roughly equal exchange of two comparable things.
ukulele,noun,Ukulele,"It felt like we were playing ukuleles all of a sudden because of the disparity of the impact of what they did"".","Nó khiến chúng tôi như kiểu chỉ chơi ukulele nếu nhìn vào sự tác động khác biệt mà họ đã tạo nên.""",(music) A small four-stringed guitar.
bulldozer,noun,xe ủi đất,"It was during his three decades with the Hyundai Group that Lee earned the nickname ""Raging Bulldozer "".","Suốt trong 3 thập niên với Tập đoàn Hyundai, Lee có một biệt danh là "" Xe ủi đất "".",A tractor with a blade in front used for pushing earth and rocks and building debris and for coarse preliminary surface grading.
demystify,verb,làm sáng tỏ,"Justin Yifu Lin is the author of Demystifying the Chinese Economy , the 18th book to his name .","Justin Yifu Lin là tác giả cuốn "" Làm sáng tỏ nền kinh tế Trung Quốc "" , cuốn sách thứ 18 của ông .",(transitive) To remove the mystery from something; to explain or clarify.
manufacturer,noun,chủ xưởng,The mechanism is of divine manufacture .,Kỹ xảo là của lão chủ xưởng thần thánh.,one that manufactures
legality,noun,tính hợp pháp,Legality of these devices varies by country.,Tính hợp pháp của các thiết bị này khác nhau theo quốc gia.,Lawfulness.
iniquitous,adjective,hết sức bất công,"Then, aloud: “The friend of the Iniquitous is capable of anything.”",Rồi nói to: - Bạn của kẻ đê tiện có thể làm được tất!,wicked or sinful
egotist,noun,người ích kỷ,Those who wholeheartedly turn their lives over to our Savior and serve God and fellowman discover a richness and fulness to life that the selfish or egotistic will never experience.,Những người nào hết lòng hy sinh cho Đấng Cứu Rỗi và phục vụ Thượng Đế cũng như đồng loại đều khám phá ra cuộc sống phong phú và trọn vẹn mà người ích kỷ hay tự cao tự đại sẽ không bao giờ biết được.,A person who talks excessively about himself
curvature,noun,độ cong,This curvature is caused by the presence of mass.,Độ cong này xuất hiện vì sự có mặt của khối lượng.,The shape of something curved.
