word,part_of_speech,meaning,example,example_meaning,definition,ID
concierge,noun,người giữ cửa,Ah. Probably the concierge with more gifts. Ah.,Chắc là người giữ cửa mang thêm quà đến đấy.,One who attends to the wishes of hotel guests.,3514
atrophy,verb,sự teo,It prevents atrophy by,Nó ngăn cản sự teo cơ....,"(pathology) A reduction in the functionality of an organ caused by disease, injury or lack of use.",3515
frugal,adjective,căn cơ,"Upon arrival in Tokyo, Kyoko lives an unreasonably frugal life and works multiple jobs to support Sho, as he is called by his fans, spending nothing on herself and doing whatever she can for Sho, who eventually becomes ranked seventh of the top twenty most popular male celebrities of Japan.","Khi tới Tokyo, Kyoko làm việc rất vất vả, căn cơ tiết kiệm, dành toàn bộ mọi thứ, làm mọi việc hỗ trợ Sho, để cuối cùng cậu cũng thành công trong sự nghiệp, thậm chí đứng thứ 7 trong top những người đàn ông nổi tiếng của Nhật Bản.",Avoiding unnecessary expenditure either of money or of anything else which is to be used or consumed; avoiding waste.,3516
fickle,adjective,hay thay đổi,"Oh, how fickle is woman!","Ôi, phụ nữ thật hay thay đổi !",Quick to change one’s opinion or allegiance; insincere; not loyal or reliable.,3517
fascist,adjective,phát xít,It was Mussolini and his Fascists who forced him to be harsh.,Chính là do Mussolini và đảng Phát - xít của ổng bắt buộc ổng phải khắc nghiệt.,Of or relating to fascism.,3518
bassinet,noun,nôi,We don't sell bassinets there.,Bọn tôi không bán nôi mây ở đó.,"A newborn baby's bed, typically made of woven reeds or straw.",3519
apprehend,Verb,tóm,We can apprehend him and put him away before he even blows up the boat.,Ta có thể tóm hắn giam hắn lại trước khi hắn gây ra vụ nổ.,"(transitive, archaic) To take or seize; to take hold of.",3520
lament,verb,than khóc,Cable laments his loss.,Cable than khóc sự mất mát của mình.,"An expression of grief, suffering, or sadness.",3521
regale,verb,chè chén thoả thích,Jackie's never looked more regal .,Jackie không bao giờ xem những thú xa xỉ đó,"A feast, meal.",3522
mogul,noun,ông trùm,"Penelope, the fashion mogul ...","Penelope, nữ hoàng thời trang ...",a rich or powerful person; a magnate,3523
correspondent,adjective,người viết thư,"Akhenaten wearied of Rib-Hadda's constant correspondences and once told Rib-Hadda: ""You are the one that writes to me more than all the (other) mayors"" or Egyptian vassals in EA 124.","Mệt mỏi vì phải nhận những bức thư liên tiếp đến từ Rib-Hadda, Akhenaten đã từng nói với Rib-Hadda rằng: ""Nhà ngươi là người viết thư cho ta nhiều hơn tất cả các thị trưởng khác"" hoặc là các chư hầu Ai Cập trong bức thư EA 124.",Corresponding.,3524
ministry,noun,bộ,"The political organization for this territory – after an initial period of military administration before its establishment – was that of a German civilian administration, nominally under the authority of the Reich Ministry for the Occupied Eastern Territories (German: Reichsministerium für die besetzten Ostgebiete) led by Nazi ideologist Alfred Rosenberg, but actually controlled by the Nazi official Hinrich Lohse, its appointed Reichskommissar.","Tổ chức chính trị cho lãnh thổ này - sau một thời gian ban đầu của quản lý quân sự trước khi thành lập - là của một chính quyền dân sự Đức, dưới danh nghĩa của Bộ Reich cho các lãnh thổ phía đông bị chiếm đóng (tiếng Đức: Reichs Manageerium für die ambetzten Ostrosse) do nhà tư tưởng Đức Quốc xã Alfred Rosenberg lãnh đạo, nhưng thực sự được kiểm soát bởi quan chức Đức Quốc xã Hinrich Lohse, được bổ nhiệm Reichskommissar.","Government department, at the administrative level normally headed by a minister (or equivalent rank, e.g. secretary of state), who holds it as portfolio, especially in a constitutional monarchy",3525
ornate,adjective,hoa mỹ,"During the 1920s, a new group of writers who distanced themselves from the ornate style of the Movement of 1880 arose, led by Nescio (J.H.F. Grönloh, 1882–1961).","Trong thập niên 1920, xuất hiện một nhóm nhà văn mới tách mình khỏi phong cách hoa mỹ của Phong trào 80, dẫn đầu là Nescio (J.H.F. Grönloh, 1882–1961).","flashy, flowery or showy",3526
earnestness,noun,tính tha thiết,By means of earnest prayer.,bằng cách khẩn cầu thiết tha .,The quality of being earnest; sincerity; seriousness.,3527
condone,verb,tha thứ,To forgive is not to condone .,Tha thứ không có nghĩa là dung túng.,"(transitive) To forgive, excuse or overlook (something).",3528
lattice,noun,lưới,"Sisʹe·ra’s mother peered out from the lattice ,",Mẹ Si-sê-ra ngó từ cửa lưới :,"A flat panel constructed with widely-spaced crossed thin strips of wood or other material, commonly used as a garden trellis.",3529
absolve,verb,miễn trách,"Meir resigned in 1974 after the Agranat Commission published its findings on the Yom Kippur War, even though it had absolved her of blame.","Meir từ chức vào năm 1974 sau khi Ủy ban Agranat công bố kết quả điều tra về chiến tranh Yom Kippur, ngay cả khi cơ quan này đã tuyên bố bà miễn trách .","(transitive) To set free, release or discharge (from obligations, debts, responsibility etc.).",3530
impart,verb,truyền đạt,4:16) The kind of teaching that Paul had in mind is not the mere imparting of knowledge.,Hình thức dạy dỗ mà Phao-lô muốn nói đến không phải là chỉ truyền đạt kiến thức.,To give a part or share.,3531
rabble,noun,choòng cời lò,They're no more than a rabble,Chúng chẳng qua chỉ là lũ loạn đảng,"A mob; collectively, commoners; a disorderly group.",3532
barrio,noun,barrio,Most Chinese Cubans live outside Barrio Chino.,Hầu hết người Cuba gốc Hoa sống ngoài Barrio Chino.,(informal) An area or neighborhood in a U.S. city inhabited primarily by people speaking Spanish or of Hispanic origin.,3533
irate,adjective,giận dữ,What should we do if we meet an irate householder?,"Nếu gặp một chủ nhà giận dữ , chúng ta nên làm gì?",Extremely angry; wrathful; enraged.,3534
humdinger,noun,người chiến nhất,That's a humdinger .,Cái đó rất xuất sắc .,"Something that is particularly outstanding, unusual, or exceptional.",3535
beau,noun,anh chàng nịnh đầm,Beau Lotto:,Beau Lotto:,(dated) A man with a reputation for fine dress and etiquette; a dandy or fop.,3536
fathom,verb,sải,"Yorktown's boats recovered the bodies of the pilots, but both planes sank in 2,910 fathoms (5,320 m) of water, carrying the other four men – two in each aircraft – with them.","Xuồng của Yorktown đã vớt được thi thể các phi công, nhưng cả hai chiếc máy bay đều bị đắm ở độ sâu 2.910 sải (5.320 m), mang theo bốn người còn lại của đội bay, hai người trên mỗi chiếc.","(obsolete) Grasp, envelopment, control.",3537
bestial,adjective,có tính súc vật,Bestiality (23),Hành vi giao hợp với thú vật (23),(literally and figuratively) Beast-like,3538
philanthropy,noun,bác ái,"What I'm going to do is look at five categories of experiments, each of which challenges an old assumption of philanthropy .","Tôi sẽ nhìn vào 5 loại thí nghiệm, mỗi loại sẽ là một thách thức với định kiến cũ về lòng bác ái .","(uncountable) Benevolent altruism with the intention of increasing the well-being of mankind, especially by charitable giving",3539
bludgeon,noun,dùi cui,You could bludgeon me with the statue of St. Francis.,Cha có thể dùng dùi cui đập tôi với bức tượng của Thánh Phanxicô.,"A short, heavy club, often of wood, which is thicker or loaded at one end.",3540
deem,Verb,tưởng rằng,"Although most of the original Mexican American population were officially deemed white citizens by the treaty, they have faced and continue to face discrimination in the form of Anti-Mexican sentiment and Hispanophobia, historically rooted in the idea that Mexicans were ""too Indian"" to be citizens; Indigenous Mexican Americans, such as Pueblo, were not granted citizenship until the 1920s.","Mặc dù phần lớn người gốc Mỹ gốc México được chính phủ coi là công dân da trắng, họ đã phải đối mặt và tiếp tục đối mặt với sự phân biệt đối xử theo hình thức tình cảm chống México và Bài Tây Ban Nha, trước đây bắt nguồn từ ý tưởng rằng người México quá ""Da Đỏ"" để trở thành công dân; Người Mỹ bản địa México, chẳng hạn như Pueblo, đã không được cấp quốc tịch cho đến những năm 1920.","(transitive, obsolete) To judge; pass judgement on; sentence; doom.",3541
condescension,noun,sự hạ mình,The boy's condescension flashed to anger.,Sự hạ mình của thằng nhỏ lóe lên thành cơn giận dữ.,The act of condescending; voluntary descent from one's rank or dignity in intercourse with an inferior; courtesy toward inferiors.syn.,3542
convulsion,noun,chứng co giật,"From around 1950 onward, cats had been seen to have convulsions , go mad, and die.","Từ khoảng năm 1950 trở lại, những con mèo đã bị phát hiện là có triệu chứng co giật , điên loạn và chết.","(medicine) An intense, paroxysmal, involuntary muscular contraction.",3543
provocative,adjective,khiêu khích,Louis responded to John XXII with fresh provocations .,Ludwig đã đáp lại John XXII với sự khiêu khích đầy vẻ tự phụ.,"Anything that is provocative; a stimulant; as, a provocative of appetite.",3544
elusive,adjective,hay lảng tránh,"Yes, but he's so elusive , as you know.","Phải, nhưng anh ta rất hay lảng tránh , anh cũng biết mà.",rarely seen,3545
liberal,adjective,tự do,"In both politics and education, he was a liberal reformer.","Trong cả chính trị lẫn giáo dục, ông là người có khuynh hướng cải cách tự do .","(now rare except in phrases) Pertaining to those arts and sciences whose study was considered ""worthy of a free man"" (as opposed to servile, mechanical); worthy, befitting a gentleman.",3546
annul,verb,thủ tiêu,"In November 1989, at the XIVth and last congress of the PCR, Ceaușescu condemned the Molotov–Ribbentrop Pact and asked for the annulment of its consequences.","Tháng 11 năm 1989, tại đại hội thứ 14 và cũng là đại hội cuối cùng của Đảng Cộng sản Romania, Ceaușescu lên án Hiệp ước Molotov-Ribbentrop và yêu cấu thủ tiêu các hậu quả của nó.",(transitive) To formally revoke the validity of.,3547
upheaval,noun,biến cố,"But below, there is an upheaval as if by fire.",Nhưng bên dưới là sự hỗn độn như lửa đốt.,"the process of being heaved upward, especially the raising of part of the earth's crust",3548
flounder,verb,loạng choạng,"In time, the sister found herself “spiritually floundering ” because of several personal setbacks.","Về sau, chị phạm một số sai lầm và thấy mình “ loạng choạng về thiêng liêng”.",(countable) Any of various flatfish of the family Pleuronectidae or Bothidae.,3549
croon,verb,ngâm nga,"In a mixed review, Kirk Miller of Rolling Stone gave Fallen three stars out of five: ""When vocalist Amy Lee croons about lying 'in my field of paper flowers' or 'pouring crimson regret,' she gives Fallen a creepy spiritual tinge that the new-metal boys lack.""","Kirk Miller của Rolling Stone đưa ra một đánh giá hỗn hợp hơn, chấm album ba trên năm sao, viết, ""Khi giọng ca chính Amy Lee hát ngâm nga về những lời nói dối 'trong phạm vi những bông hoa giấy của tôi' (in my field of paper flowers) hay 'trút ra hối tiếc đỏ thẫm' (pouring crimson regret), cô ấy đưa đến Fallen thoáng một nét tâm linh đáng sợ mà những anh chàng new-metal không có.""",To hum or sing softly or in a sentimental manner.,3550
inebriated,adjective,say rượu,Are you inebriated ?,Ông say rượu rồi à?,"Behaving as though affected by alcohol including exhilaration, and a dumbed or stupefied manner.",3551
mealy,adjective,giống bột,I have a mealy bug infestation.,Tôi bị rệp ký sinh.,"Describing a substance, especially a dry foodstuff such as grain, that resembles meal.",3552
excursion,verb,cuộc đi chơi,Learn all the details about any planned excursion .,Hãy biết rõ mọi chi tiết về các cuộc đi chơi .,A brief recreational trip; a journey out of the usual way,3553
chaperone,verb,người đi kèm,"Date in groups, or insist on having a chaperone .",Hẹn nhau đi chơi theo nhóm hoặc nhất định phải có người đi kèm .,"An older person who accompanies other younger people to ensure the propriety of their behaviour, often an older woman accompanying a young woman.",3554
agape,adjective,há hốc mồm ra,LOVE ( AGAPE ),TÌNH YÊU THƯƠNG ( AGAPE ),"Being in a state of astonishment, wonder, expectation, or eager attention; as with mouth hanging open.",3555
snicker,verb,tiếng cười khúc khích,I heard the snickers .,Tôi nghe tiếng cười khúc khích .,A stifled or broken laugh,3556
pedestal,verb,đôn,The pedestal of Neferhotep I and Sobekhotep IV as well as the naos of Neferhotep discovered by Georges Legrain in Karnak indicate that he undertook some building works there.,Chiếc đôn của Neferhotep I và Sobekhotep IV cũng như là điện thờ nhỏ của Neferhotep được phát hiện bởi Georges Legrain ở Karnak biểu thị rằng ông đã xây dựng một số công trình xây dựng tại đó.,"(architecture) The base or foot of a column, statue, vase, lamp, or the like; the part on which an upright work stands. It consists of three parts, the base, the die or dado, and the cornice or surbase molding. See Illust. of {Column}.",3557
behalf,noun,nhân danh,~ On behalf of justice.,Nhân danh công lý.,Advantage; favor; stead; benefit; interest; profit; support; defense; vindication.,3558
tribute,verb,vật cống,"And you take his grain as tribute ,+","Lấy ngũ cốc của họ như vật cống nạp,+","An acknowledgment of gratitude, respect or admiration; an accompanying gift.",3559
oppressed,adjective,bị trị,Submission to God is never oppressive .,Vâng phục Ngài không phải là gánh nặng .,Subject to oppression.,3560
psychedelic,noun,ma tuý,Now I'm upping it to fucking psychedelics !,Giờ thì em lại nâng lên thành chơi ma tuý rồi!,"Of, containing or generating hallucinations, distortions of perception, altered awareness etc",3561
curtsy,noun,cúi đầu,She just curtsied .,Cô ấy vừa cúi chào .,Alternative spelling of curtsey.,3562
armory,noun,kho vũ khí,The robbery at the armory ?,Vụ cướp tại kho vũ khí .,Heraldry,3563
lag,verb,tụt lại sau,Immediately the little boy singled out the lagging limping puppy and said .,Ngay lập tức cậu bé chú ý đến chú chó con khập khiểng bị tụt lại sau ấy và hỏi .,late,3564
confound,verb,làm bối rối,""" Confound it!",""" Làm bối rối nó!",To confuse; to mix up; to puzzle.,3565
giddy,adjective,choáng váng,"After so many years of shouldering responsibility, she felt almost giddy at abandoning her constant sense of worry.","Sau nhiều năm gánh vác trách nhiệm, cô cảm thấy gần như choáng váng với việc từ bỏ cảm giác lo lắng liên miên.","dizzy, feeling dizzy or unsteady and as if about to fall down",3566
ease,verb,nới,"Desired effects also may include easing education, communication and some other aspects of life.","Hiệu ứng mong muốn cũng có thể bao gồm giáo dục nới lỏng, giao tiếp và một số khía cạnh khác của cuộc sống.",The state of being comfortable or free from stress.,3567
hawk,verb,chim ưng,"Last time we played, I lost a black hawk to you.","Lần cuối ta chơi, tôi đã thua con chim ưng đen.",A diurnal predatory bird of the family Accipitridae.,3568
foxhole,noun,hố cá nhân,They don't hand those medals out for hiding in your foxhole .,Họ không tặng huy chương vì anh núp trong hố cá nhân .,(military) A small pit dug into the ground as a shelter for protection against enemy fire.,3569
comeback,verb,trở lại,They're making a movie about his comeback .,Họ làm phim về sự trở lại của anh ấy.,"A return (e.g. to popularity, success, etc.).",3570
representative,adjective,đại diện,I represent the Seventh District of Arizona.,"Tôi đại diện cho Quận 7, bang Arizona.",Typical; having the same properties of interest as a larger group.,3571
pastime,verb,sự giải trí,Reading—once a favorite pastime —is now often viewed as a chore.,"Việc đọc—trước đây là một sự giải trí thú vị, bây giờ thì thường được xem là việc mệt nhọc.","That which amuses, and serves to make time pass agreeably; sport; amusement; diversion; games",3572
percussion,noun,bộ gõ,Now pit percussion was fun.,Bộ gõ rất thú vị.,(countable) the collision of two bodies in order to produce a sound,3573
engage,verb,hứa hôn,(Matthew 5:37) Christians who get engaged should mean it.,"(Ma-thi-ơ 5:37, Trịnh Văn Căn) Khi hứa hôn , tín đồ Đấng Christ phải nghiêm túc.",(transitive) To engross or hold the attention of (someone); to keep busy or occupied.,3574
jerky,adjective,giật giật,Teriyaki jerky .,Khô bò Teriyaki .,Characterized by physical jerking.,3575
smite,verb,đánh,Whereupon God smites the redneck dead.,Ngay lúc đó Chúa đánh chết gã lỗ mãng.,To injure with divine power.,3576
beret,noun,bê rê,And didn't I wind up having to wear a beret to the dance?,Không phải mình đã phải đội mũ bê rê đi khiêu vũ sao?,"A type of round, brimless cap with a soft top and a headband to secure it to the head; usually culturally associated with France.",3577
cue,verb,quờ,Cue the slots.,Xử lý khu máy đánh bạc.,An action or event that is a signal for somebody to do something.,3578
flustered,adjective,bối rối,I got so flustered ...,"Tôi bối rối đấy, tôi -","Confused, befuddled, in a state of panic by having become overwrought with confusion.",3579
commend,verb,tuyên dương,"He received many commendations , awards and medals during his military career.","Ông đã nhận được rất nhiều tuyên dương , phần thưởng và huy chương trong sự nghiệp quân ngũ.",To congratulate or reward.,3580
smithereens,noun,mảnh vụn,No one blows my tech to smithereens And gets away with it...,Không ai được phép nổ tung công nghệ của tôi thành mảnh vụn rồi cuốn xéo như thế được.,Fragments or splintered pieces; numerous tiny disconnected items.,3581
backslide,verb,lại sa ngã,"I backslid , okay?","Con tái nghiện , được chưa?","To regress; to slip backwards or revert to a previous, worse state.",3582
artful,adjective,xảo quyệt,"Disengagement is neither artful , nor effective.",Nó không xảo quyệt cũng không hiệu quả đâu.,"Performed with, or characterized by, art or skill.",3583
contract,noun,hợp đồng,You signed a contract .,Cậu đã ký hợp đồng rồi.,"An agreement between two or more parties, to perform a specific job or work order, often temporary or of fixed duration and usually governed by a written agreement.",3584
marred,adjective,bẩn,Saucer men from Mars .,Người đĩa bay tới từ Hỏa tinh .,Simple past tense and past participle of mar.,3585
abscond,verb,bỏ trốn,"Whoa, whoa "". Absconded ""?","Ôi cha. "" Bỏ trốn "" ư?","(intransitive) To depart secretly; to steal away, particularly to avoid arrest or prosecution :",3586
seamless,adjective,đúc,"Seamless traditionalism, yet all the perks.","Chấm dứt cách làm cũ, đây là quyền của chúng ta.",(not comparable) Having no seams.,3587
stagnant,adjective,ứ đọng,"You drink it, it evaporates, turns stagnant .","Anh uống nước vào, chúng bay hơi, rồi lại ứ đọng .","Lacking freshness, motion, flow, progress, or change; stale; motionless; still.",3588
retrofit,adjective,nâng cấp,I retrofitted that device myself.,Chính tôi đã trang bị đầu đạn đó.,"To add or substitute new parts or components to some device, structure etc., that were not previously available; to modernize",3589
vat,verb,chum,VAT is calculated based on usage.,VAT được tính dựa trên việc sử dụng.,"A large tub, such as is used for making wine or for tanning.",3590
muddle,verb,làm lộn xộn,I'll muddle through.,Em sẽ làm lẫn lộn lung tung nó lên.,"To mix together, to mix up; to confuse.",3592
subsidy,noun,tiền trợ cấp,"In 1991, he enjoyed a Special Subsidy from State Council of China.",Từ năm 1991 được hưởng tiền trợ cấp đặc biệt của chính phủ Trung Quốc.,"financial support or assistance, such as a grant",3594
bale,noun,kiện,"Hidden in bales of cloth and other merchandise, the volumes were smuggled to the shores of England and up into Scotland.",Họ bày mưu giấu Kinh-thánh trong các kiện vải và hàng hóa khác để lén lút tải đến các bờ biển Anh và chuyển lên Tô-cách-lan.,"Evil, especially considered as an active force for destruction or death.",3595
ire,verb,sự giận dữ,"These two reforms quickly drew the ire of the aristocracy and Wichaichan, whose powers were slowly being eroded.","Hai cải cách nhanh chóng gây được sự giận dữ của tầng lớp quý tộc và Wichaichan, người có quyền hạn đã dần bị xói mòn.","(literary, poetic) Great anger; wrath; keen resentment.",3596
pike,verb,cá chó,They are also preyed upon by smallmouth bass and northern pike .,Chúng cũng bị ăn thịt lẫn bởi cá vược miệng nhỏ và cá chó phương Bắc.,"(transitive) To attack, prod, or injure someone with a pike.",3597
sassy,adjective,hỗn láo,"If your 4-year-old gets sassy at the dinner table , do you wash her mouth out with soap , give her a time-out , or take away a prized position ?","Nếu bé con 4 tuổi của bạn hỗn láo ngay tại bàn ăn tối thì bạn có rửa miệng cho nó bằng xà phòng , cho nó nghỉ ăn , hay không cho nó ngồi chỗ đó nữa ?",Impudent.,3598
complementary,adjective,bổ sung,"Other measures, such as antihistamines and steroids, are complementary .","Các biện pháp khác, như thuốc kháng histamine và steroid, được bổ sung .",Acting as a complement.,3599
kinesiology,noun,động học,Such kinesiology is also used in rehabilitative therapy for stroke victims.,Người ta cũng dùng môn vận động học đó trong việc trị liệu cho người bị tắt nghẽn mạch não [đột quỵ] được phục hồi.,(medicine) the study of body movement,3600
bursar,noun,người thủ quỹ,I'm the bursar .,Tôi là quản lý .,"the treasurer of a university, college or school.",3601
conform,verb,thích hợp,"We have sought to shrug off individuality, replacing it with conformity .","Chúng ta phải tìm cách loại trừ những thứ mang tính cá nhân, thay thế bằng điều thích hợp .","(intransitive, of persons, often followed by to) To act in accordance with expectations; to behave in the manner of others, especially as a result of social pressure.",3602
incentivize,verb,khuyến khích,Incentivize them.,Khuyến khích họ.,"(transitive, US, business, economics) To provide incentives for; to encourage.",3603
covert,adjective,che đậy,the Walt Rostow kind of view... of covert aggression of some kind.,như Walt Rostow... về những cuộc xâm lăng bị che đậy kiểu như thế.,"Partially hidden, disguised, secret, surreptitious.",3604
assessment,noun,sự đánh giá,That's not an unfair assessment .,Đó là một sự đánh giá không chính xác.,"The act of assessing or an amount (of tax, levy or duty etc) assessed.",3605
surveyor,noun,giám định viên,"Born in Ulm, Faulhaber was a trained weaver who later took the role of a surveyor of the city of Ulm.","Sinh tại Ulm, Faulhaber là một thợ dệt được đào tạo sau này vai trò của một giám định viên của thành phố Ulm.",A person occupied with surveying -- the process of determining positions on the earth's surface.,3606
saturation,noun,bão hòa,The particulate saturation in this room exceeds safe limits for men over the age of 60.,Sự bão hòa bụi trong phòng này vượt quá giới hạn an toàn cho người trên 60 tuổi.,the act of saturating or the process of being saturated,3607
gradient,noun,dốc,Adapt maximum gradient,Chỉnh lại dốc tối đa,A slope or incline.,3608
dregs,noun,cặn,Like wine that has settled on the dregs .,Tựa như rượu nho lắng cặn .,(collectively) The sediment settled at the bottom of a liquid; the lees in a container of unfiltered wine.,3609
tertiary,adjective,kỉ Đệ Tam,"and the pink rocks above, which held Tertiary fossils.","và những viên đá màu hồng ở phía dưới, lưu giữ hóa thạch của kỉ Đệ Tam .",Of third rank or order; subsequent.,3610
impractical,adjective,không thực tế,"(John 4:23) Today, many view honesty as impractical .","Ngày nay, nhiều người xem việc sống trung thực là không thực tế .",Not practical; impracticable.,3611
whimsical,adjective,hay thay đổi,"They have a long head with semi-erect ears, a whimsical expression, and a tail that forms a circle over the back.","Chúng có một cái đầu dài với đôi tai nửa thẳng, một biểu hiện hay thay đổi và một cái đuôi cuốn thành vòng tròn ở phía sau.",Given to whimsy; capricious; odd; peculiar; playful; light-hearted or amusing.,3612
meticulous,adjective,tỉ mỉ,"It's a meticulous , difficult procedure.","Đó là một thủ tục tỉ mỉ , khó khăn.","(archaic) Timid, fearful, overly cautious.",3613
piercing,adjective,the thé,His body pierced after his death,Thi thể của ngài bị đâm,Present participle of pierce.,3614
contrition,noun,sự hối hận,"Like Saul, in his adult life he was guilty of grave crimes, but, unlike Saul, he was capable of true contrition .","Như Sau Lơ, trong cuộc sống trưởng thành ông đã có những tội lỗi rất trầm trọng, nhưng khác với Sau Lơ là ông đã thật sự hối hận về những tội lỗi của mình.",The act of grinding or rubbing to powder; attrition; friction; rubbing.,3615
unsuitable,adjective,không phù hợp,""" Unsuitable , sir. "" "" Jeeves, this is the tie I wear! """,""" Không phù hợp , thưa ông. "" "" Jeeves, điều này là tie tôi mặc! """,Not suitable; unfit; inappropriate.,3616
horrify,verb,làm khiếp sợ,How horrifying .,Thật khủng khiếp .,To cause to feel extreme apprehension or unease; to cause to experience horror.,3617
haul,verb,kéo mạnh,Not when every time he saw her he was nearly overcome with the desire to haul her off into a closet and ravish her.,"Không khi mà mỗi lần thấy cô, anh gần như mất tự chủ với mong muốn kéo mạnh cô vào một căn phòng và chiếm lấy cô.","A long drive, especially transporting/hauling heavy cargo.",3618
louse,noun,con rận,You get a bullet in the head for every louse I find.,Mỗi con rận mà tao tìm được thì mày sẽ lãnh 1 viên vào đầu đấy.,A small parasitic wingless insect of the order Phthiraptera.,3619
content,adjective,bằng lòng,"Hence, we have learned to be content with a simple life.","Vì thế, chúng tôi tập bằng lòng với đời sống giản dị.",(uncountable) That which is contained.,3620
tart,adjective,chua,"Um, it's a small thing, but to my taste, the, uh, Granny Smith apples are a bit too tart .","Chuyện nhỏ thôi, nhưng theo tôi nếm, thì táo của Granny Smith hơi bị chua .",Sharp to the taste; acid; sour.,3621
schooner,noun,thuyền hai buồm,"USS Ranger (1814) was a schooner mounting a single 18-pounder gun, purchased in 1814 and sold in 1816.","Chiếc thứ hai USS Ranger (1814) là một thuyền hai buồm trang bị một pháo 18-pounder duy nhất, được mua năm 1814 và bán năm 1816.","(nautical) A sailing ship with two or more masts, all with fore-and-aft sails; if two masted, having a foremast and a main mast. There are variants, such as additional square sails on the fore topmast. Compare ketch and yawl which have a main and a mizzen mast.",3622
heave,verb,phập phồng,"Eddie's mother was crying, her chest heaving , her face streamed with tears.","Mẹ của Eddie đang khóc, ngực của bà phập phồng , mặt của bà giàn giụa nước mắt.","(transitive, archaic) To lift (generally); to raise, or cause to move upwards (particularly in ships or vehicles) or forwards.",3623
swell,adjective,sưng lên,Every day not to annoy that is pick to swell .,Mỗi ngày không để annoy đó là lựa chọn để sưng lên .,"(US, informal, dated) Excellent.",3624
clipper,noun,tông đơ,Then they ran clippers across my head.,Rồi chúng lấy tông - đơ hớt quanh đầu em.,Anything that clips.,3625
trim,verb,tỉa,You've already spent a whole year to trim the tree.,Cả năm nay tỉa cây trông chẳng ra gì!,"(transitive) to reduce slightly; to cut; especially, to remove excess; e.g. 'trim a hedge', 'trim a beard'.",3626
diminutive,adjective,nhỏ xíu,It is also the diminutive of Maximus.,Chỉ là một phần nhỏ xíu của Maximus.,Very small.,3627
loyal,adjective,trung thành,"I tried to be loyal to the FBI, and now my dad's in the hospital.","Tôi đã cố trung thành với FBI, và giờ bố tôi phải nằm viện.",Firm in allegiance to a person or institution.,3628
blunder,verb,ngớ ngẩn,A fool like Antony was sure to blunder .,Thằng ngu như Antony sẽ phạm sai lầm ngớ ngẩn thôi.,A clumsy or embarrassing mistake.,3629
sulky,adjective,hay hờn dỗi,I see that Basil is in one of his sulky moods.,Tôi thấy Basil hôm nay hơi ươn người,"Irritated, gloomy, upset; moodily silent",3630
thrash,verb,đập,He likes to give his lady friends... a good thrashing now and again.,Ông ấy thường thích cho bạn gái của mình... vài cú đánh đập .,To beat mercilessly.,3631
barometer,noun,phong vũ biểu,And you have no barometer .,Và anh chẳng có phong vũ biểu .,(meteorology) An instrument for measuring atmospheric pressure,3632
flotsam,noun,trứng con trai,It's the flotsam and jetsam from the period when I was twelve years old.,"""Đó là flotsam và jetsam (hàng hoá trôi giạt vào bờ; tàu đắm trôi giạt vào bờ) từ khi tôi mười hai tuổi.","Debris floating in a river or sea, in particular fragments from a shipwreck.",3633
self-control,noun,sự tự chủ,Cultivating the Fruit of Self - Control,Vun trồng bông trái của sự tự chủ,The ability to control one's desires and impulses; willpower.,3634
pariah,noun,người cùng khổ,I'm a social pariah .,Con là một kẻ luôn ở bên lề của xã hội.,An outcast,3635
pincer,noun,cái kìm,A pincer move.,Thế gọng kìm ấy.,any object that resembles one half of a pair of pincers,3636
streamline,verb,có dáng khí động,"Some of them are real-world military aircraft that have been redesigned specifically for the game's futuristic setting (with the most obvious aesthetic being the heavily streamlined cockpit area to reflect the so-called COFFIN cockpit system), while others are all-original concept designs.","Một số trong số đó là máy bay quân sự ngoài đời thực đã được thiết kế lại dành riêng cho bối cảnh tương lai của trò chơi (với khiếu thẩm mỹ rõ ràng nhất là khu vực buồng lái có dáng khí động nặng để phản ánh cái gọi là hệ thống buồng lái COFFIN), trong khi số khác là những thiết kế khái niệm nguyên mẫu hoàn toàn.",(physics) A line that is tangent to the velocity of flow of a fluid; equivalent to the path of a specific particle in that flow.,3637
extract,verb,chiết,Blood fractions are elements from blood that are extracted through a process called fractionation.,Chiết xuất máu là những chất rút ra từ máu qua một quá trình gọi là cất trích ly.,That which is extracted or drawn out.,3638
hearth,noun,gia đình,"For hearth and home, right, sir?","Vì gia đình và tổ quốc, phải không thưa ngài?","A brick, stone or cement floor to a fireplace or oven",3639
pounce,verb,vồ,"Tumbling among themselves like kittens, they wrestle, pounce on their playmates, and jump about in the tall grass.","Lăn vào nhau như những con mèo nhỏ, chúng vật nhau, nhảy chồm đến vồ lấy nhau và nhảy nhót trong các đám cỏ cao.",(intransitive) To leap into theairintending to seize someone or something.,3640
puncture,verb,lỗ thủng,You are more likely to get tetanus through deep punctures from wounds created by nails or knives .,Bạn có thể dễ mắc bệnh hơn nếu bị thương lỗ thủng sâu do đinh hoặc dao gây ra .,To pierce; to break through; to tear a hole.,3641
inclined,adjective,có chiều hướng,"After his death the Babylonians would reasonably have been inclined to hold him in high regard as the founder, builder, and first king of their city.","Sau khi ông chết, người Ba-by-lôn hẳn có chiều hướng tôn sùng ông với tư cách là người sáng lập, xây dựng và là vua đầu tiên của thành.",At an angle to the horizontal; slanted or sloped.,3642
