word,part_of_speech,meaning,example,example_meaning,definition
fallacy,noun,nguỵ biện,"He states that the argument that ""Operation Vistula was the revenge for the slaughter of Poles by the Ukrainian Insurgent Army"" in 1943–1944, was "" fallacious and ethically inadmissible,"" as it invoked ""the principle of collective guilt.""","Ông lập luận rằng ""Chiến dịch Vistula là sự trả thù cho việc giết người Ba Lan của Quân đội nổi dậy Ukraina"" trong 1943-1944, là "" nguỵ biện và phi đạo đức không thể chấp nhận"", như nó gọi là ""nguyên tắc về tội lỗi tập thể.""",Deceptive or false appearance; deceitfulness; that which misleads the eye or the mind; deception.
topic,noun,chủ đề,This will help you to link together spiritual topics that you have investigated.,Suy ngẫm sẽ giúp bạn liên kết những chủ đề trong Kinh Thánh mà bạn đã nghiên cứu.,Subject; theme; a category or general area of interest.
topic sentence,noun,câu chủ đề,"* Notice the last sentence in the second paragraph of doctrinal topic 4, “The Restoration.”","* Hãy lưu ý đến câu cuối cùng trong đoạn thứ hai của đề tài giáo lý 4, “Sự Phục Hồi.”",A sentence at the beginning of a paragraph indicating the general matter to be discussed later in that paragraph.
theme,noun,chủ đề,Aceval revolves her writing around the theme of love.,Chủ đề viết của Aceval xoay quanh tình yêu.,a subject of a talk or an artistic piece; a topic.
subject,noun,chủ đề,PG: So groom was the subject of the piece.,PG: Vậy thư giản là chủ đề của bản nhạc.,Likely to be affected by or to experience something.
narration,noun,chuyện kể,Narrator – A speaker that tells all stories of detective Tom and Jerry.,Người dẫn truyện - Người nói chuyện kể về tất cả các câu chuyện thám tử Tom và Jerry.,"The act of recounting or relating in order the particulars of some action, occurrence, or affair; a narrating."
narrative,adjective,bài tường thuật,I quote from his narrative concerning this.,Tôi xin trích dẫn từ bài tường thuật của ông về điều này.,Telling a story.
narrator,noun,người kể chuyện,"If your narrator is alive, she's on this list.","Nếu người kể chuyện còn sống, thì sẽ có tên trên danh sách này.",One who narrates or tells stories.
perspective,adjective,phối cảnh,Sometimes the perspective is the illusion.,Đôi khi phối cảnh tạo nên ảo giác.,"A view, vista or outlook."
point of view,noun,quan điểm,"Hence, from a human point of view , their chances of being victorious would seem remote.","Vì thế, theo quan điểm loài người, dường như họ không thể chiến thắng.",A position from which something is seen; outlook; standpoint.
first person,noun,,You'll be the first person I call.,Anh sẽ là người đầu tiên tôi nhờ vả.,(grammar) Forms of pronouns or verbs used for the speaker or writer of the sentence in which they occur.
second person,noun,,“And you’re...my second person ?”,“Và ông là... người thứ hai của tôi ?”,"In grammar, the form of a verb used when the subject of a sentence is the audience. In English, the second person is used with the pronouns thou and you. In many languages the singular, applying to one person, and plural, applying to several people, are distinct."
third person,noun,,I think there's a third person .,Tôi nghĩ là có người thứ ba .,"(linguistics, withthe) The words, word-forms, and grammatical structures, taken collectively, that are normally used of people or things other than the speaker or the audience."
genre,noun,thể loại,I wanted to change genres and take a risk.,Tôi muốn thay đổi thể loại và làm liều...,"A kind; a stylistic category or sort, especially of literature or other artworks."
fiction,noun,tiểu thuyết,"I'll change the names if I have to, call it fiction .","Anh sẽ đổi tên nếu cần, gọi nó là tiểu thuyết .","Literary type using invented or imaginative writing, instead of real facts, usually written as prose."
science fiction,noun,khoa học viễn tưởng,"Though, by definition, science fiction is not science.","Theo định nghĩa, thì khoa học viễn tưởng không phải là khoa học .",Fiction in which advanced technology and/or science is a key element.
drama,noun,kịch,"And at Hannah, for making it all her drama .","Và với Hannah, vì đã khiến mọi bi kịch là của cô ấy.","A composition, normally in prose, telling a story and intended to be represented by actors impersonating the characters and speaking the dialogue"
comedy,noun,hài kịch,Here's how I see social justice comedy working.,Bản thân tôi nhìn hài kịch công bằng xã hội thế này,archaic Greece. a choric song of celebration or revel
romance,verb,bịa đặt,Romance problems?,Yêu rồi sao?,Woo; court.
mystery,noun,bí ẩn,"Yeah, and then saved by some mysterious vigilante.",Phải và rồi được cứu bởi một gã nổi loạn bí ẩn .,Something secret or unexplainable; unknown.
thriller,noun,Thriller,You're five zippers away from Thriller .,Anh chỉ là phần còn lại của Thriller thôi.,"Something that thrills, especially a suspenseful, sensational genre of story, book, play or film."
short story,noun,truyện ngắn,"Vibrant Depths (Zářivé hlubiny) 1916 – Collection of short stories , also illustrated by Josef.","Chấn động biển sâu (Zářivé hlubiny) 1916 – Tuyển tập truyện ngắn , cũng được minh họa bởi Josef.",A work of fiction that is shorter than a novel.
novel,adjective,mới,"I'm a magician, and it's a novel kind of an act.","Tôi là một ảo thuật gia, Và đây là một kiểu diễn mới lạ.",(obsolete) A novelty; something new. [15th-18th c.]
poetry,noun,thơ,"She is the author of sixteen novels, ten children books, seven poetry collections and ten plays.","Scheinpflugová là tác giả của mười sáu quyển tiểu thuyết, mười cuốn sách nhi đồng, bảy bộ tuyển tập thơ và mười vở kịch.",The class of literature comprising poems.
bard,verb,nhà thơ,"And therein, as the Bard would tell us, lies the rub.","Và về điểm này, như các nhà thơ vẫn thường nói vấn đề là ở chỗ đó.","A professional poet and singer, as among the ancient Celts, whose occupation was to compose and sing verses in honor of the heroic achievements of princes and brave men."
speaker,noun,loa,So these speakers are meant to emulate that.,Loại loa này sẽ thể hiện âm thanh đó.,One who speaks.
meter,noun,mét,The process of heating and separating bitumen from the sand requires millions of cubic meters of water.,Quy trình nung nóng và tách nhựa đường từ cát cần đến hàng triệu mét khối nước.,(always meter) A device that measures things.
rhyme,noun,vần,"There's a lot of rhyming in the future, isn't there?",Có rất nhiều từ vần với nhau trong tương lai đúng không?,"(transitive, followed bywith) Of a word, to be pronounced identically with another from the vowel in its stressed syllable to the end."
rhythm,noun,nhịp điệu,"So, what would our natural rhythm look like?","Vậy, nhịp điệu tự nhiên của chúng tôi như thế nào?","The variation of strong and weak elements (such as duration, accent) of sounds, notably in speech or music, over time; a beat or meter."
iamb,noun,nhịp thơ iambơ,A veritable... Iamb .,1 con cừu non đích thực .,A metrical foot in verse consisting of an unstressed syllable followed by a stressed syllable.
stanza,noun,đoạn thơ,"My dear Karl, here's the second stanza :","Karl thân mến, đây là đoạn thơ thứ hai:","A unit of a poem, written or printed as a paragraph; equivalent to a verse."
verse,verb,câu thơ,But it's interesting to me. I love to write historical verse .,Nhưng đó là thú vị với tôi. Tôi thích viết câu thơ historical.,A poetic form with regular meter and a fixed rhyme scheme.
free verse,noun,thơ tự do,( Verse 26) Jehovah is impartial and completely free from bias or prejudice of any kind.,"Thứ ba, Đức Chúa Trời “đã làm cho muôn dân sanh ra bởi chỉ một người” (câu 26).","(uncountable) A poetic form divided into lines of no particular length or meter, without a rhyme scheme."
blank verse,noun,Bài thơ trống,Use those verses to help you fill in the blanks below.,Dùng các câu đó để giúp em điền vào chỗ trống dưới đây.,"A poetic form with regular meter, particularly iambic pentameter, but no fixed rhyme scheme."
ode,noun,thơ ca ngợi,"This is an ode to the mother goddess, that most of us in India learn when we are children.","Đây là một bài thơ ca ngợi mẹ nữ thần, mà hầu như người Ấn Độ cũng đã học khi còn bé","A short poetical composition proper to be set to music or sung; a lyric poem; esp., now, a poem characterized by sustained noble sentiment and appropriate dignity of style."
ballad,noun,dân ca,"Child modelled his work on Svend Grundtvig's Danmarks gamle Folkeviser, classifying and numbering the ballads and noting different versions, which were placed side by side to aid comparison.","Cấu trúc cuốn sách của Child dựa trên ""Danmarks gamle Folkeviser"" ( Dân ca Đan Mạch xưa cũ) của Svend Grundtvig, phân loại và đánh số các bản ballad cũng như quan tâm đến các dị bản - được xếp cạnh nhau để dễ dàng cho việc so sánh.",A long song or poem that tells a story.
epic,noun,thiên anh hùng ca,"Taira no Kiyomori is the main character in the Kamakura period epic , the Tale of Heike.","Taira no Kiyomori cũng là nhân vật chính trong thiên anh hùng ca thời kỳ Kamakura, Truyện kể Heike.","An extended narrative poem in elevated or dignified language, celebrating the feats of a deity or demigod (heroic epic) or other legendary or traditional hero."
rhapsody,noun,Raxpôđi,George Gershwin composes Rhapsody In Blue.,Geogre Gershwin sáng tác bản Rhapsody in Blue.,An ancient Greek epic poem (or part of one) suitable for uninterrupted recitation.
haiku,noun,haiku,"As a consequence, the ARM, 68k, 64-bit x86 and PPC ports of Haiku use only the GCC version 7 compiler.","Như một hệ quả, các kiến trúc ARM, 68k, 64-bit x86 và cổng PPC của Haiku chỉ dùng phiên bản GCC 4.","A Japanese poem of a specific form, consisting of three lines, the first and last consisting of five morae, and the second consisting of seven morae, usually with an emphasis on the season or a naturalistic theme."
tanka,noun,Tanka,"After the war, he began holding tanka writing parties that included several noted poets such as Yosano Akiko.","Sau chiến tranh, ông bắt đầu thành lập tanka viết về Đảng bao gồm một số nhà thơ nổi tiếng như Yosano Akiko.","a form of Japanese verse in five lines of 5,7,5,7,7 syllables"
plot,noun,cốt truyện,Fears also have plots . They have beginnings and middles and ends.,"Nổ sợ cũng có cốt truyện . Chúng có khở đầu, phần thân, và kết thúc.",The general course of a story including significant events that determine its course or significant patterns of events.
subplot,verb,tiểu cốt truyện,It's the subplot of the Empty Planet book.,Tình tiết phụ của sách Hành tinh rỗng.,"A plot within a story, subsidiary to the main plot."
exposition,noun,sự phơi,"The story may have little plot progress and often has no exposition , conflict, or dénouement, but rather has an open ending.","Câu chuyện có thể có ít tiến triển cốt truyện và thường không có sự phơi bày , xung đột, hoặc dénouement , nhưng có một kết thúc mở.","The action of exposing something to something, such as skin to the sunlight."
setting,noun,bối cảnh,"As the setting for the demonstrations, show a family having a practice session.",Bối cảnh của màn trình diễn là một gia đình tập dượt trước khi đi rao giảng.,Present participle of set.
prop,verb,chống,And so he scuttled out -- the women were just propping themselves up on the writing desk in the next room in order to take a breather -- changing the direction of his path four times.,"Và do đó, ông scuttled - những người phụ nữ chỉ chống đỡ bản thân lên trên bàn viết ở phòng bên cạnh để có được xả hơi - thay đổi hướng của mình con đường bốn lần.","A proposition, especially on an election-day ballot."
prologue,verb,phần mở đầu,That's just the prologue .,Chỉ mới là phần mở đầu .,"A speech or section used as an introduction, especially to a play or novel."
introduction,noun,giới thiệu,"4 Or after a brief introduction , you could say something like this:","4 Hoặc sau khi tự giới thiệu vắn tắt, bạn có thể nói tương tợ như vầy:",The act or process of introducing.
action,noun,hành động,Such personal interest is demonstrated in both words and actions .,Sự chú ý cá nhân đó được chứng tỏ qua lời nói và hành động .,Something done so as to accomplish a purpose.
rising action,noun,,When he rises up to take special action .,Khi ngài đứng lên và hành động quyết liệt .,A part of a book or play in which more things start to happen. The rising action leads to the climax.
climax,verb,cao đỉnh,This was the climax of many years of hard work on the part of numerous volunteers.,Đây là cao đỉnh của nhiều năm hoạt động siêng năng của nhiều người tình nguyện.,The point of greatest intensity or force in an ascending series; a culmination
falling action,noun,,Massive action in the spring of life still is the requirement for massive success in the fall .,Hành động mạnh mẽ vào mùa xuân cuộc đời vẫn là yêu cầu để có được thành công to lớn vào mùa thu .,The events of a drama after the climax (or crisis) but before the denouement (or resolution)
resolution,noun,nghị quyết,It was always the pigs who made the resolutions .,Chính những con heo luôn luôn là kẻ làm ra nghị quyết .,"A strong will, determination."
denouement,noun,đoạn kết,The title of the film comes from the denouement of the film The Man Who Shot Liberty Valance.,Tiêu đề của bộ phim xuất phát từ bộ phim The Man Who Shot Liberty Valance.,(often used metaphorically) The conclusion or resolution of a plot.
conclusion,noun,sự kết thúc,Forgone conclusion does not keep our interest.,mối quan tâm của chúng tôi không có chỗ cho sự kết thúc đã có rồi,"The end, finish, close or last part of something."
epilogue,noun,phần kết,"However, there is a sad epilogue to this story.","Tuy nhiên, có một phần kết thúc buồn cho câu chuyện này.","A short speech, spoken directly at the audience at the end of a play"
rhetorical device,noun,,The blue bars here are going to be when he used the actual rhetorical device of repetition.,Cột xanh ở đây là lúc ông sử dụng biện pháp lặp trong hùng biện.,"phrases (set phrases or created phrases) that use reduplication, onomatopoeia (or other phonetic markers) that increase memorability and “musicality” (pleasing or entertaining or listenable to the ear)."
figure of speech,noun,hình thái tu từ,"(b) How would you explain the figures of speech used at Micah 3:2, 3?","(b) Bạn giải thích thế nào hình thái tu từ dùng nơi Mi-chê 3:2, 3?","(idiomatic) A word or phrase that departs from straightforward, literal language."
trope,verb,phép chuyển nghĩa,The old project trope .,Phép ẩn dụ cũ rích về cái dự án.,"A figure of speech, such as a metaphor, in which a word or phrase is used other than in a literal manner."
literal,adjective,theo nghĩa đen,"Like, literally scare you to death.",chết theo nghĩa đen ấy.,Exactly as stated; read or understood without additional interpretation; according to the letter or verbal expression; real; not figurative or metaphorical.
figurative,adjective,bóng bảy,How you figure that?,Sao anh lại nghĩ thế?,"Metaphorical or tropical, as opposed to literal; using figures; as of the use of ""cats and dogs"" in the phrase ""It's raining cats and dogs""."
rhetorical,adjective,cường điệu,from the rhetoric we heard in the media.,so với những điều cường điệu chúng tôi nghe qua giới truyền thông.,"Part of or similar to rhetoric, which is the use of language as a means to persuade."
allegorical,adjective,,ALLEGORICAL INTERPRETATION TODAY,PHƯƠNG PHÁP GIẢI NGHĨA PHÚNG DỤ NGÀY NAY,"of, relating to, or containing allegory"
sensory,adjective,cảm giác,They predict the sensory consequences and subtract it off.,Chúng dự đoán các hậu quả dựa trên cảm giác và loại trừ nó đi.,Of the senses or sensation.
imagery,noun,hình tượng,as different types of imagery are identified and separated off.,như những loại khác nhau của hình tượng được nhận định và chia ra.,"The work of one who makes images or visible representation of objects; imitation work; images in general, or en masse."
alliteration,noun,sự lặp lại âm đầu,And you can see here how my perception of the sound L helps the alliteration to jump right out.,Như bạn có thể nhận thấy ở đây cách tôi nhận thức âm L giúp cho sự lặp lại âm đầu nhảy ra lập tức.,"The repetition of consonants at the beginning of two or more words immediately succeeding each other, or at short intervals."
companionable,adjective,thân thiện,"By nature, some sheep may not be warm and companionable .",Một số chiên có thể vốn không thân thiện lắm.,Having the characteristics of a worthy companion; friendly and sociable.
encyclopedia,noun,bách khoa toàn thư,"When I was a kid, we had a set of encyclopedias at my house.","Khi tôi còn là đứa trẻ, nhà tôi có một bộ bách khoa toàn thư .",A comprehensive reference work with articles on a range of subjects.
somber,adjective,tối,"Now, let me hit a somber note.","Giờ, để tôi trình bày ghi chú quan trọng.","Dark or dreary in character; joyless, and grim."
buffer,verb,bộ đệm,"Well, you compromise the car by a buffer overflow","Vâng, bạn dàn xếp chiếc xe bằng một lỗi tràn bộ đệm",Someone or something that buffs.
rotund,adjective,tròn,"Mildred's friends include Maud Spellbody, a rotund , sensible girl who is always trying to avoid confusion, and Enid Nightshade, a practical joker who is more likely than Mildred to get them all into trouble.","Bạn của Mildred gồm có Maud Spellbody, một cô bé tròn trịa tròn , nhạy bén và luôn tìm cách tránh xa rắc rối, và Enid Nightshade, một cô bé thực tế và có nhiều khả năng hơn Mildred, và ba người họ thường xuyên bị vướng vào nhiều rắc rối.",Having a round or spherical shape; circular; orbicular.
curlicue,verb,vòng xoắn trang trí,"They made circles, and curlicues , and squiggledy things, and these hardened at once and were candy.","Các cô làm những vòng tròn, những đường xoắn, những vật cong queo và những thứ này đông cứng tức khắc, biến thành kẹo.",A fancy twisting or curling shape made from a series of concentric circles.
meringue,noun,bánh trứng đường,"That's a mile-high meringue , Miss Celia.",Bánh trứng đường dày cả mét vậy cô Celia,A mixture consisting of beaten egg whites and sugar which is added to the tops of pies then browned.
forefront,noun,hàng đầu,Israel is also at the technological forefront of desalination and water recycling.,Israel cũng ở vị trí hàng đầu về kỹ thuật khử muối và tuần hoàn nước.,The leading position or edge; the most advanced or newest thing.
synchronicity,noun,đồng bộ,A baby’s body rhythms are synchronized with those of her mother.,Nhịp điệu cơ thể của một đứa trẻ luôn theo nhịp cơ thể mẹ nó.,(uncountable) The state of being synchronous or simultaneous.
unrestrained,adjective,không bị dằn lại,Unrestrained it becomes all-consuming.,"Nếu không được kiềm chế , nó sẽ trở nên nguy hại về mọi mặt.",immoderate; not restrained or held in check
gospel,verb,sách phúc âm,The Gospels tell about when Jesus Christ lived on the earth.,Các Sách Phúc Âm cho biết về lúc Chúa Giê Su Ky Tô sống trên thế gian.,"The first section of the Christian New Testament scripture, comprising the books of Matthew, Mark, Luke and John, concerned with the life, death, resurrection, and teachings of Jesus."
communal,adjective,chung,"I have found now in communities as varied as Jewish indie start-ups on the coasts to a woman's mosque, to black churches in New York and in North Carolina, to a holy bus loaded with nuns that traverses this country with a message of justice and peace, that there is a shared religious ethos that is now emerging in the form of revitalized religion in this country.","Giờ đây, tôi nhận thấy từ nhiều cộng đồng khác nhau như những công ty khởi nghiệp của người Do Thái trên các bờ biển, hay nhà thờ Hồi giáo của một phụ nữ, những nhà thờ đen tại New York và North Carolina, hay chuyến xe buýt thiêng liêng chở các nữ tu đi khắp đất nước mang theo thông điệp của công lý và hòa bình, rằng có một đặc tính chung nổi bật trong các hình thức của tôn giáo được tái sinh trên đất nước này.",Pertaining to a community.
abominable,adjective,kinh tởm,Abominable pig.,Con lợn kinh tởm .,"Worthy of, or causing, abhorrence, as a thing of evil omen; odious in the utmost degree; very hateful; detestable; loathsome; execrable."
impeccable,adjective,hoàn hảo,""" We do routines and chorus scenes With footwork impeccable",♫ Chúng tôi nhảy múa và hát đồng ca Với những đôi chân hoàn hảo ♫,"Perfect, without faults, flaws or errors"
stealthily,adverb,lén lút,"For stealthily stealing my sympathy before, too.",Và cũng vì việc lén lút ăn cắp sự cảm thông của em trước đây.,"In a stealthy manner, furtively."
gloat,verb,hả hê,"When does Israel meet her demise, but why should Judah not gloat ?","Y-sơ-ra-ên sụp đổ khi nào, nhưng tại sao Giu-đa không nên hả hê ?","To exhibit a conspicuous sense of self-satisfaction, often at an adversary's misfortune."
dumbfounded,adjective,không nói nên lời,I stood there dumbfounded !,Tôi đứng ngây người không nói nên lời !,shocked and speechless.
delegate,verb,cử,"14 During the first century, the apostles and older men in Jerusalem had general supervision of the congregations, although certain men exercised oversight in particular areas and might delegate some authority to others.","14 Trong thế-kỷ thứ nhứt, các sứ-đồ và trưởng-lão ở Giê-ru-sa-lem đã làm việc giám-thị tổng-quát các hội-thánh, mặc dù vài người trong họ có thể đã giám-sát đặc biệt một vùng nào đó hoặc là có thể cử những người khác thay mặt làm giúp họ (Công-vụ các Sứ-đồ 14:21-23; 15:1, 2).",a person authorized to act as representative for another; a deputy
diversify,verb,đa dạng hóa,And we need to diversify our farms.,Và chúng ta cần phải đa dạng hóa trang trại của chúng ta.,(transitive) To make diverse or various in form or quality; to give variety to; to variegate; to distinguish by numerous differences or aspects.
duress,verb,sự câu thúc,Duress ?,Cưỡng ép ?,(obsolete) Harsh treatment.
prim,adjective,lên mặt đạo đức,"I know, Prim .","Chị biết, Prim à .",To make affectedly precise or proper.
conspiratorial,adjective,bí ẩn,He saw the Bolsheviks (or Communists) as a conspiratorial organization that had gained power by a coup and initiated revolutionary changes for which there was no economic rationale in Russia.,Ông đã nhìn thấy những người Bolshevik (hoặc Cộng sản) là một tổ chức bí ẩn đã giành được quyền lực bởi một cuộc đảo chính và bắt đầu sự thay đổi mang tính cách mạng mà không có nhân tố cơ bản kinh tế ở Nga.,Pertaining to conspiracy or conspirators.
prone,adjective,sấp,Among the features that remain in the game are Jets and the ability to go prone .,Trong số các tính năng còn lại trong game là máy bay phản lực và khả năng nằm sấp .,Lying face downward; prostrate.
discordant,adjective,bất hoà,They could 've heard words of anger and discord .,Họ có thể đã nghe những lời giận dữ và mối bất hoà .,harsh or dissonant sounding
unrelenting,adjective,không bớt,Could be unrelated .,Có thể không liên quan .,"Not relenting; having no pity; not being or becoming lenient, mild, gentle, or merciful; unyielding; inflexibly rigid; hard; stern; cruel."
consolation,noun,an ủi,15 Console others with God’s Word.,15 Hãy dùng Lời Đức Chúa Trời để an ủi người khác.,The act of consoling.
loathing,noun,sự ghê tởm,He turned away loathing the man who brought Pompey's head.,Ông quay đi với sự ghê tởm với người đàn ông đã mang đầu của Pompey đến.,"Sense of revulsion, distaste, detestation, extreme hatred or dislike."
vulnerability,noun,dễ bị tổn thương,"The more afraid we are, the more vulnerable we are, the more afraid we are.","Chúng ta càng sợ, chúng ta càng dễ bị tổn thương , và chúng ta càng lo sợ.",(uncountable) Susceptibility to attack or injury; the state or condition of being weak or poorly defended.
passivity,noun,tính thụ động,"After all, compassion is, not a passive quality, but an active, positive one.","Suy cho cùng, lòng trắc ẩn không phải là đức tính thụ động mà là chủ động.",The state of being passive.
void,adjective,không có hiệu lực,The Geneva Convention is void here,Hiệp ước Geneva không có hiệu lực tại nơi này,"(computing, programming, of a function or method) That does not return a value."
condemn,verb,kết án,He was condemned to death.,Anh ta bị kết án tử hình.,(transitive) To confer some sort of eternal divine punishment upon.
reclamation,noun,,They protested the war and the Reclamation .,Họ phản đối chiến tranh và Giai đoạn Chiếm hữu .,The act of reclaiming or the state of being reclaimed.
revile,verb,chửi rủa,He carries on his loose talk to the point of slander or reviling .,Người ấy ăn nói bừa bãi đến độ vu khống hoặc chửi rủa .,To attack (someone) with abusive language.
articulation,noun,khớp,It's modeled after the articulated wings of a bat.,Nó được dựng theo các khớp cánh của con dơi.,"(countable or uncountable) A joint or the collection of joints at which something is articulated, or hinged, for bending."
immutable,adjective,bất biến,"Because of its preserving properties, salt became a symbol of permanence and immutability .","Vì có tác dụng bảo quản, muối tượng trưng cho sự lâu bền và bất biến .",Unable to be changed without exception.
