word,part_of_speech,meaning,example,example_meaning,definition,ID
laceration,noun,vết rách,We've got deep lacerations on the vic's face.,Chúng ta có những vết rách sâu trên khuôn mặt nạn nhân.,An irregular open wound caused by a blunt impact to soft tissue.,716
brine,verb,nước biển,separated by cardboard soaked in brine .,bị cách ly bởi giấy bồi có tẩm nước biển,salt water; water saturated or strongly impregnated with salt; a salt and water solution for pickling,717
wiry,adjective,cứng,"I'm thin, but I'm wiry .","Tôi ốm, nhưng tôi rắn chắc lắm.","Thin, muscular and flexible.",719
vindictive,adjective,báo thù,"A 19th-century commentary on the Bible by Adam Clarke states: “It seems that the Jews had made this law [eye for eye, tooth for tooth] a ground for authorising private resentments, and all the excesses committed by a vindictive spirit.","Sách bình luận Kinh Thánh do ông Adam Clarke viết vào thế kỷ 19 nói: “Dường như người Do Thái dựa vào luật này [mắt đền mắt, răng đền răng] để bào chữa cho việc nuôi lòng oán hận và báo thù một cách tàn nhẫn.",Having or showing a strong or unreasoning desire for revenge.,720
desperation,noun,tuyệt vọng,Made him desperate for others to think of him as some kind of hero.,Làm anh ta muốn mọi người nghĩ anh ta là anh hùng một cách tuyệt vọng .,The act of despairing or becoming desperate; a giving up of hope.,721
extravagant,adjective,hoang phí,And we must pay for this extravagance !,Và chúng ta phải trả cho sự hoang phí này!,extreme,722
plantation,noun,đồn điền,But there are rubber plantations all over Amazonia.,Nhưng có những đồn điền cao su trên khắp Amazonia.,Large farm; estate or area of land designated for agricultural growth. Often includes housing for the owner and workers.,723
mob,verb,đám đông hỗn tạp,"For yes, it was now a mob , lacking any organization.","Đúng vậy, lúc đó họ chỉ là một đám đông hỗn tạp , vô tổ chức.",An unruly group of people.,724
harrowing,adjective,đau lòng,"Every day, I listen to harrowing stories of people fleeing for their lives, across dangerous borders and unfriendly seas.","Tôi hay phải nghe nhiều chuyện đau lòng về những người chạy trốn cuộc sống của họ, qua vùng biên giới nguy hiểm và những vùng biển động.",Present participle of harrow.,725
scrawny,adjective,khẳng khiu,"He was a scrawny little kid from the neighborhood, a couple years younger than Logan.","Là một thằng bé khẳng khiu trong xóm, nhỏ hơn Logan vài tuổi.","Thin, malnourished and weak.",726
flay,verb,róc,You flayed him.,Ngươi lột da hắn.,to lash,727
miasma,noun,khí độc,"not bad air or miasmas , as was previously thought.",không phải do không khí xấu hay khí độc như suy nghĩ trước đây.,A noxious atmosphere or influence.,728
grisly,adjective,rùng rợn,Hamas 's grisly reminder,Lời nhắc nhở rùng rợn của Hamas,"horrifyingly repellent; terrifying, gruesome",729
accursed,adjective,đáng ghét,"Those who followed Jesus were viewed by the Jewish religious leaders as accursed , unsophisticated yokels, men unlettered and ordinary.",Các nhà lãnh đạo tôn giáo Do-thái xem những người theo Giê-su là dân quê mùa đáng ghét và khờ khạo; thất học và tầm thường (Giăng 7:47-49; Công-vụ các Sứ-đồ 4:13).,(prenominal) Hateful; detestable.,730
homestead,noun,trại,I've got a couple families in the homestead who changed their itinerary.,Tôi đã có một vài gia đình trong trại người thay đổi hành trình của họ.,"a house together with surrounding land and buildings, especially on a farm",731
hinder,adjective,cản trở,Do not let distractions and isolation hinder communication within your family,Đừng để bất cứ điều gì cản trở bạn trò chuyện với gia đình,"(transitive) To make difficult to accomplish; to frustrate, act as obstacle.",732
situate,adjective,situate,8 Is there a parallel situation today?,8 Ngày nay có tình trạng tương tợ như thế không?,To place on or into a physical location. Most commonly used adjectivally in past participle.,733
skeptical,adjective,hoài nghi,I have a feeling we're gonna meet up with a lot of skepticism from these people.,Tôi có cảm giác chúng ta sẽ hội ngộ với nhiều sự hoài nghi từ họ.,"Having, or expressing doubt; questioning.",734
ether,verb,Ête,The book of Ether,Sách Ê The,"(organic chemistry, countable) A compound containing an oxygen atom bonded to two hydrocarbon groups.",735
venison,noun,thịt hươu,"In many parts of the world, the meat ( venison ) from red deer is used as a food source.",Ở nhiều nơi trên thế giới thịt hươu đỏ được sử dụng như một nguồn thực phẩm.,The meat of a deer. Carnal term (sarconym) for deer.,736
sullen,adjective,ủ,"Long, sullen silences and an occasional punch in the face.",Sự im lặng ủ rũ và kéo dài và đôi khi là một đấm vào mặt.,Having a brooding ill temper; sulky.,737
wretched,adjective,khốn khổ,I freed his wretched head from his miserable shoulders.,Ta thả cái đầu đáng thương của hắn khỏi đôi vai khốn khổ đó rồi.,"Very miserable; sunk in, or accompanied by, deep affliction or distress, as from want, anxiety, or grief; calamitous; woeful; very afflicting.",738
spiteful,adjective,đầy thù hận,You're jealous and spiteful and awful.,Cô là một kẻ hay ghen tị đầy thù hận là kinh khủng.,"Filled with, or showing, spite; having a desire to vex, annoy, or injure; malignant; malicious",739
veranda,noun,hiên,We sit with our Bibles and textbooks on a small veranda attached to his house.,"Chúng tôi ngồi nơi hiên nhà, mở Kinh Thánh và ấn phẩm ra để học.",Alternative spelling of verandah.,740
belligerently,adverb,tham chiến,The British will think the Chinese are being belligerent,Người Anh thì nghĩ là người Hoa tham chiến,In a belligerent manner,742
kin,adjective,dòng họ,Depends on his kin .,Tùy vào dòng họ của nó.,"One or more relatives, such as siblings or cousins, taken collectively.",743
bureau,noun,văn phòng,Castor's the new acting director of the bureau .,Castor sê là đạo diễn của văn phòng .,"desk, usually with a cover and compartments for storing papers etc. located above the level of the writing surface rather than underneath",744
settee,noun,ghế trường kỷ,"Um, if a settee is a little couch.","Um, nếu ghế trường kỷ là xôfa loại nhỏ.","A long seat with a back, -- made to accommodate several persons at once.",745
gruel,noun,cháo,"Hold on, I'll make you some rice gruel with eggs.","Cố lên, anh sẽ nấu cháo trứng cho em ăn.","A thin, watery porridge.",746
slovenly,adjective,lôi thôi,"Also, he will exercise care so as not to be dressed in a slovenly way.","Trái lại, người cũng cẩn thận không ăn mặc lôi thôi xốc xếch .",Having an untidy appearance; unkempt.,747
urchin,noun,thằng ranh con,"You know, you're an urchin .",Anh là một thằng ranh con .,A mischievous child.,748
threadbare,adjective,cũ rích,"Eldred recalls that when his school trousers became threadbare , his mother simply patched them up—again and again and again!",Eldred hồi tưởng cảnh mẹ cứ vá đi vá lại cái quần đi học cũ rích của anh.,"(of cloth) shabby, frayed and worn to an extent that warp threads show",749
conspire,verb,hiệp lực,Someone to conspire with.,Ai đó cùng hiệp lực .,"To secretly plot or make plans together, often used regarding something bad or illegal.",750
traipse,verb,dạo chơi,"Fewer people traipsing around, the better.",Càng ít người lảng vảng ở đây càng tốt.,"(intransitive, obsolete) To walk in a messy or unattractively casual way; to trail through dirt.",751
gallivant,verb,đi lang thang,You've been gallivanting all over the country with Mr Virtue.,Anh đã đi lang thang khắp xứ với Ngài Đạo đức.,(intransitive) To roam about for pleasure without any definite plan.,752
embroidery,noun,đồ thêu,You call this embroidery ?,Em gọi cái này là đồ thêu đó hả?,The ornamentation of fabric using needlework.,753
treacherous,adjective,phản bội,But shame awaits those who are treacherous without cause.,Nhưng ai vô cớ phản bội ắt phải hổ nhục.,Exhibiting treachery.,754
casket,noun,tráp,"Hendrick, bring me over my casket , that I may count out 622 doubloons for... 632.","Hendrick, đem cái tráp của tôi ra, để tôi lấy 622 đồng vàng cho... 632.","A little box, e.g. for jewellery.",755
oblige,verb,bắt buộc,I could have obliged the Signoria and had you thrown out.,Ta có thể bắt buộc các lãnh địa và em đã ném ra ngoài.,"(transitive) To constrain someone by force or by social, moral or legal means.",756
decadent,adjective,suy đồi,"Today, civilization as we know it is corrupt and decadent .","Ngày nay, nền văn minh như chúng ta biết đã bị thối nát và suy đồi .",Characterized by moral or cultural decline.,757
frontier,noun,biên giới,That means they're gonna be attacking up and down the frontier .,Có nghĩa là chúng sẽ tấn công biên giới .,"That part of a country which fronts or faces another country or an unsettled region; the marches; the border, confine, or extreme part of a country, bordering on another country; the border of the settled and cultivated part of a country; as, the frontier of civilization.",758
poach,verb,săn trộm,"And with soldiers, they went to the forest for poaching elephants.","Và bọn lính, chúng vào rừng để săn trộm voi.",(transitive) to cook something in simmering water,759
glower,verb,trừng mắt nhìn,Nobody glowers quite like you.,Không có ai nhìn khó chịu như ông.,(intransitive) To look or stare with anger.,760
vagabond,adjective,tên du đãng,"If not, I will be a vagabond .""","Đến lúc đó, ta sẽ trở thành một kẻ vô tư lự.""",A person on a trip of indeterminate destination and/or length of time.,761
lynch,verb,hành hình kiểu linsơ,"Although Tom is spared from being lynched , he is killed with excessive violence during an attempted escape from prison, being shot seventeen times.","Dù nhân vật Tom thoát khỏi cảnh bị hành hình kiểu linsơ , anh cuối cùng bị giết trong cảnh bạo lực thái quá khi tìm cách thoát khỏi nhà tù, lúc ấy, anh bị bắn đến 17 lần.","(pejorative) To execute without a proper legal trial, especially by hanging.",762
protrude,verb,thò ra,I have an unidentified metal object protruding from the bottom.,Tôi có một vật bằng kim loại chưa nhận biết được thò ra ở đáy biển.,"To extend from, above or beyond a surface or boundary; to bulge outward; to stick out.",763
strut,adjective,đi khệnh khạng,You think you can just strut back in here like nothing's ever happened?,Anh nghĩ anh có thể đi khệnh khạng vào đây và coi như chưa có gì xảy ra?,A support rod.,764
domestic,adjective,nội địa,Sheremetyevo-1 (used by domestic flights) was opened on 3 September 1964.,Sheremetyevo-1 (được sử dụng cho các tuyến nội địa ) được mở cửa vào ngày 3/11/1964.,Of or relating to the home.,765
clamber,verb,trèo,Can you clamber out?,Có thể trèo ra được không?,"To climb something with some difficulty, or in a haphazard fashion.",766
graze,verb,sượt qua,"Bullet grazed my cheek, but I haven't fallen.",Viên đạn đã sượt qua má tôi nhưng tôi vẫn chưa gục ngã.,The act of grazing; a scratching or injuring lightly on passing.,767
ration,noun,khẩu phần,"Then the food ration office, if they're alive, they've got to eat!","Rồi văn phòng cấp khẩu phần ăn, nếu còn sống, họ sẽ phải ăn!",A portion designated to a person or group.,769
conservatory,noun,nhạc viện,Didn't you girls say you went to a conservatory ?,Không phải hai cô nói là đã từng học nhạc viện sao?,(rare) pertaining to conservation,770
bridle,verb,hểnh,What will help us to bridle our tongue?,Điều gì sẽ giúp chúng ta kiềm chế miệng lưỡi?,The headgear with which a horse is directed and which carries a bit and reins.,771
groom,verb,chú rể,"No, it's only bad luck if the groom isn't here before the wedding.","Không, chỉ xui xẻo khi chú rể không có đây trước đám cưới.",A man who is about to become or has recently become part of a married couple. Short form of bridegroom.,772
plait,noun,bím tóc,We'll plait a braid first.,Chúng ta sẽ tết một bím tóc trước.,"A flat fold; a doubling, as of cloth; a pleat; as, a box plait.",773
pram,noun,xe nôi,Somebody already wants to buy the pram .,Có người muốn xúc cái xe nôi rồi.,"(New Zealand, UK, Australian) A small vehicle in which a newborn baby is pushed around in a lying position; a perambulator",774
bleak,adjective,ảm đạm,And the overall outlook for man’s future remains bleak .,Và viễn tượng nói chung về tương lai của con người vẫn ảm đạm .,Without color; pale; pallid.,775
apartheid,verb,Apacthai,It's bigger than the anti- apartheid movement.,Nó còn lớn hơn phong trào chống Apacthai .,The policy of racial separation used in South Africa from 1948 to 1990.,776
port,adjective,cổng,Choose a port where the server listens on,Chọn một cổng để máy chủ lắng nghe,"(telephony) To carry or transfer an existing telephone number from one telephone service provider to another.Ferrarama 21:06, 8 November 2010 (UTC)",777
anthropologist,noun,nhà nhân loại học,"And then they write a paper, and maybe a few other anthropologists read it,",Và rồi họ viết một văn kiện và có thể vài nhà nhân loại học khác đọc nó,One who is versed in anthropology.,778
paleontologist,noun,nhà cổ sinh vật học,You're a paleontologist too?,Cô cũng là nhà cổ sinh vạt học à?,one who studies paleontology,779
missionary,noun,người truyền giáo,Ask the missionaries !,Hãy hỏi những người truyền giáo !,A person who travels attempting to spread a religion or a creed.,780
accordance,noun,sự ban cho,Paul explains that “we have gifts differing according to the undeserved kindness given to us.”,"Phao-lô giải thích “chúng ta có các sự ban - cho khác nhau, tùy theo ơn đã ban cho chúng ta”.",Agreement; harmony; conformity; compliance.,781
initiation,noun,lễ kết nạp,You want to tell us about initiation ?,Cậu có muốn chúng tôi biết về lễ kết nạp không?,"The act of initiating, or the process of being initiated or introduced; as, initiation into a society, into business, literature, etc.",782
expedition,noun,cuộc thám hiểm,Byrd’s expeditions illustrate the value of keeping a log.,Những cuộc thám hiểm của ông Byrd làm nổi bật giá trị của việc ghi chép sổ lưu.,(obsolete) The quality of being expedite; efficient promptness; haste; dispatch; speed; quickness; as to carry the mail with expedition.,783
colonial,adjective,thực dân,"I know, one has to reason with these colonials to get them to do anything",Phải tranh luận với những tên thực dân này để bắt chúng làm gì đó,of or pertaining to a colony.,784
drab,adjective,buồn tẻ,That's too drab for a spring day.,Cái đó quá buồn tẻ cho một ngày xuân.,"A fabric, usually of thick wool or cotton, having a drab blee or colour.",785
poacher,noun,người săn trộm,"I caught a couple of poachers , sir, with snares and rabbits, this morning.","Tôi bắt được mấy người săn trộm , thưa ông, với bẫy và thỏ, sáng nay.","A person who trespasses in order to take game illegally, one who poaches.",786
impale,verb,đâm qua,I've been impaled .,Tôi bị xuyên qua này!,to pierce with a pale; to put to death by fixing on a sharp stake.,787
shingle,verb,đá cuội,The stress brought on a painful case of shingles .,"Sự căng thẳng đã khiến tôi mắc chứng bệnh đau đớn, đó là zôna thần kinh .",(by extension) Any paddle used for corporal punishment,788
ranger,noun,biệt kích,"You could've killed me, Space Ranger .","Ngươi có thể đã giết ta, tên biệt kích không gian.","a keeper, guardian, or soldier who ranges over a region to protect the area or enforce the law.",789
foliage,noun,lá,A number of deciduous plants remove nitrogen and carbon from the foliage before they are shed and store them in the form of proteins in the vacuoles of parenchyma cells in the roots and the inner bark.,"Một số cây rụng lá rút đi nitơ và cacbon từ tán lá trước khi cho rụng đi, và sẽ trữ lại những chất đó dưới dạng protein tại không bào của các tế bào mô mềm ở rễ và phần vỏ cây nằm trong.",An architectural ornament representing foliage.,790
nocturnal,adjective,về đêm,One of the most voracious nocturnal predators is also one of the hardest to see.,Một trong những thú săn mồi phàm ăn về đêm cũng là kẻ khó thấy nhất.,"(of a person, creature, group, or species) Primarily active during the night.",791
loom,verb,khung cửi,It is spun on the looms of the gods.,Nó được kéo sợi trên khung cửi của thần linh.,"A frame or machine of wood or other material, in which a weaver forms cloth out of thread; a machine for interweaving yarn or threads into a fabric, as in knitting or lace making",792
vigil,noun,kinh cầu ban đêm,“Be Vigilant ”,“ Hãy tỉnh - thức ”,"a watch kept during normal sleeping hours, especially over the body of a recently deceased or dying person",793
bristle,verb,lông cứng,""" by ends of nimble bristles",""" với những ngọn lông cứng thuần thục, """,A stiff or coarse hair.,794
retaliate,verb,trả đũa,"If you do something, then tomorrow they'll retaliate .","Nếu anh làm gì đó với họ, thì ngày mai họ sẽ trả đũa lại anh.",To do something harmful or negative to get revenge for some harm; to fight back or respond in kind to an injury or affront.,795
wean,verb,cai sữa,"Weaning occurs on the 11th to 20th day, according to different studies.","Việc cai sữa xảy ra vào ngày 11 đến ngày 20, theo các nghiên cứu khác nhau.",(transitive) To cease giving milk to an offspring.,796
sparse,adjective,thưa thớt,Vegetation becomes even more sparse towards the northwest due to low rainfall.,Cây cỏ trở nên thưa thớt hơn ở phía tây bắc vì lượng mưa thấp.,Having widely spaced intervals.,797
tolerant,adjective,khoan dung,Prejudice had led me to think that they would be the least tolerant people.,"Trước đây, do thành kiến tôi nghĩ rằng họ là người ít có lòng khoan dung nhất.",tending to withstand or survive,798
instinctive,adjective,do bản năng,"They instinctively gravitate toward living in a pack under a leader, or alpha dog.","Do bản năng , chúng có khuynh hướng sống thành bầy do một con làm đầu, tức chó đầu đàn.","driven by impulse, spontaneous and without thinking.",799
precocious,adjective,sớm,"No, I was precocious .","Không, tôi tò mò thôi .",Characterized by exceptionally early development or maturity.,800
ploy,verb,khoé,An Old Ploy to Capture New Prey,Dùng chước cũ để bắt mồi mới,"A tactic, strategy, or gimmick.",801
chrysalis,noun,con nhộng,"Caterpillar into chrysalis , or pupa, and from thence into beauty.",Sâu trong kén hay con nhộng ... Rồi từ đó hóa đẹp đẽ.,"the pupa of a butterfly or moth, enclosed inside a cocoon, in which metamorphosis takes place",802
juncture,noun,tình hình,At this juncture the door bell rang.,"Tại thời điểm này, chuông cửa reo.","a place where things join, a junction",803
mottled,adjective,lốm đốm,"Javas appear in three color variations today: Black, Mottled , and White.","Gà Java có bề ngoài trong ba biến thể màu sắc ngày nay: đen, đốm và trắng.",Colored in patches; spotted,804
recumbent,adjective,nằm nghiêng,"Night, recumbent body position, changes in B.P.","Ban đêm, ngủ nằm nghiêng , huyết áp thay đổi....",Lying down.,805
scowl,verb,cau,She comes out in the hallway to scowl at me every time I take the stairs.,Bà ấy ra ngoài hành lang và cau có mỗi lần anh lên cầu thang.,"The wrinkling of the brows or face in frowning; the expression of displeasure, sullenness, or discontent in the countenance; an angry frown.",807
periscope,verb,kính ngắm,Lifeboat? Periscope ?,"Thuyền cứu sinh, kính tiềm vọng , bất kỳ thứ gì?",A form of viewing device that allows the viewer to see things at a different height level and usually with minimal visibility.,808
pantomime,noun,kịch câm,Invite the children to pantomime the correct way to pray.,Mời các em diễn kịch câm cách cầu nguyện đúng.,"(now rare) A Classical comic actor, especially one who works mainly through gesture and mime. [from 17th c.]",810
contemplate,verb,ngắm,"There is no way anchoring south of here could even be contemplated , and Dr. Scott knows it.","Không cách nào neo ở phía Nam dù ngắm cảnh, và Tiến sĩ Scott biết điều đó.",To think about something in a concentrated manner or for an extended period of time. To think deeply about something; to ponder or consider.,811
carp,noun,cá chép,"In a few generations, there'll be no females left, no more carp .","Sau một vài thế hệ sẽ không còn giống cái, không còn cá chép nữa.","Any of various freshwater fish of the family Cyprinidae, especially the common carp, Cyprinus carpio.",813
mimic,adjective,bắt chước,And then it would mimic everything I was doing.,Và nó sẽ bắt chước mọi việc em làm.,"To imitate, especially in order to ridicule.",814
irrigation,noun,thủy lợi,Frost has been begging to show off this irrigation system for weeks.,Frost đã xin đề xuất hệ thống thủy lợi này cả tuần nay rồi.,"The act or process of irrigating, or the state of being irrigated; especially, the operation of causing water to flow over lands, for nourishing plants.",815
scourge,verb,cái roi,Scourging 129,Đánh đập 129,"(uncountable) A persistent pest, illness, or source of trouble, (figurative) cause of suffering to people.",816
laden,adjective,khẳm,Who killed bin Ladenism ?,Ai đã giết chết chủ nghĩa bin Laden?,Past participle of lade,817
derision,noun,trò cười,"He immediately became an object of derision , as did my mother and I.",Cả cha mẹ và tôi đều bị đưa ra làm trò cười .,Act of treating with disdain.,818
receptive,adjective,dễ tiếp thu,(2 Kings 22:19) Josiah’s heart was humble and receptive .,(2 Các Vua 22:19) Lòng của Giô-si-a khiêm nhường và dễ tiếp thu .,capable of receiving something,819
nuisance,noun,mối gây khó chịu,Am I a nuisance ?,Tôi có phải rất đáng ghét không.,A minor annoyance or inconvenience.,820
hunch,verb,linh cảm,I have a hunch that you have a hunch that I am telling the truth.,Tôi có một linh cảm là ông có linh cảm thấy tôi đang nói sự thật.,A stooped or curled posture; a slouch.,821
rheumatism,noun,bệnh thấp khớp,"Later, she also developed rheumatism .","Sau đó, Elsa cũng bị bệnh thấp khớp .","(pathology) Any disorder of the muscles, tendons, joints, bones, nerves, characterized by pain, discomfort and disability.",822
subdue,verb,chinh phục,"Cyrus subdues kings, and these are scattered like dust before him.","Si-ru chinh phục các vua, và họ bị tan tác như bụi trước mặt ông.","To overcome, quieten, or bring under control.",823
rapt,adjective,chăm chú,"The man pays rapt attention to the white-haired, bearded speaker wearing a long black coat.","Ông chăm chú nhìn diễn giả có râu và tóc bạc trắng, mặc chiếc áo choàng dài màu đen.","Very interested, involved in something, absorbed, transfixed; fascinated or engrossed.",824
reprehensible,adjective,đáng bị khiển trách,"While all lying is reprehensible , some lies are more serious than others.","Dù mọi hình thức nói dối đều đáng bị khiển trách , nhưng một số lời nói dối nghiêm trọng hơn những lời khác.","Blameworthy, censurable, guilty.",825
reverent,adjective,tôn kính,"Learn to be reverent , because the temple is a very reverent place.","Học cách tôn kính , vì đền thờ là một nơi rất tôn nghiêm.",showing respect or reverence; respectful,826
retreat,verb,rút lui,The British finally retreated .,Người Anh cuối cùng cũng rút lui .,"The act of pulling back or withdrawing, as from something dangerous, or unpleasant.",828
poised,adjective,thăng bằng,All you chumps Think you got poise,Những cái đầu bị thịt kia Hãy nghĩ các cậu có thể thăng bằng,"Possessing poise, having self-confidence.",829
bleat,verb,be be,So it started to bleat plaintively.,Thế là nó bắt đầu kêu be be thảm thiết.,The characteristic cry of a sheep or a goat.,830
pulley,verb,cái ròng rọc,The cord on this pulley is soaked with acid.,Dây thừng trên cái ròng rọc này được nhúng vô acid.,One of the simple machines; a wheel with a grooved rim in which a pulled rope or chain will lift an object (more useful when two or more pulleys are used together such that a small force moving through a greater distance can exert a larger force through a smaller distance).,831
jeer,verb,chế nhạo,They jeer at you.,Chúng chế nhạo bạn.,A railing remark or reflection; a scoff; a taunt; a biting jest; a flout; a jibe; mockery.,832
tend,verb,chăn dắt,"And I tended his khashi, and he threw me the remains of his food.'","Từ đó, tôi chăn dắt đàn khasi cho ông ta, và ông ta vứt cho tôi những thứ thức ăn thừa”.",To make a tender of; to offer or tender.,833
hurl,verb,quăng,The horse and its rider he has hurled into the sea.,Ngài quăng ngựa lẫn người cưỡi ngựa xuống biển sâu.,(transitive) To throw (something) with force.,834
tenement,noun,nhà tập thể,We lived in tenements .,Cả hai cùng sống trong nhà tập thể .,"(law) any form of property that is held by one person from another, rather than being owned",835
woe,adjective,khốn,"Woe unto you, scribes and Pharisees, hypocrites!","Khốn cho các người, hỡi các kinh sư và những người Pha-ri-sêu giả hình!",grief; sorrow; misery; heavy calamity.,836
console,verb,an ủi,If it's any consolation he sounded like he had more fun with you.,Nếu đây là sự an ủi thì anh ta rên rất nhiều khi mà ngủ với cậu.,A cabinet designed to stand on the floor.,837
confide,verb,giao phó,I already confided in Gloria.,Tôi đã giao phó cho Gloria.,"(intransitive, now rare) To trust, have faith (in).",838
earnestly,adverb,một cách nghiêm túc,We must seek earnestly to obey every covenant that we make in the temple.,Chúng ta phải cố gắng tuân theo một cách nghiêm túc mọi giao ước mà chúng ta lập trong đền thờ.,In an earnest manner; being very sincere; putting forth genuine effort.,839
coarse,adjective,thô,"The fleece is composed of an inner coat (80% of fleece), and outer coat that is hair fibers (10-20% of fleece) and kemp (a coarse , opaque fiber, less than 5% of fleece).","Các lông cừu bao gồm một khoác bên trong (80% lông cừu), và chiếc áo khoác bên ngoài đó là sợi tóc (10-20% lông cừu) và kemp (một loại thô , sợi mờ đục, ít hơn 5% lông cừu).",Composed of large parts or particles; of inferior quality or appearance; not fine in material or close in texture.,840
batter,verb,đập liên hồi,Telling myself my flesh hadn’t suddenly shrunk against my bones and my heart wasn’t battering .,Tự nhủ thịt da tôi đã không bất ngờ co rúm sát vào xương và tim tôi không đập liên hồi .,To hit or strike violently and repeatedly.,841
writhe,verb,uất ức,"Writhe , little man.","Quằn quại đi, anh bạn.",(knot theory) The number of negative crossings subtracted from the number of positive crossings in a knot,842
muffled,adjective,mù mờ,"Everything was muffled , deprived of any real depth; the constraint of the rails assured our peace.","Mọi thứ mù mờ , bao bọc và không nơi bấu víu; chỉ có đường ray thô cứng đảm bảo cho sự bình an của chúng ta.",Simple past tense and past participle ofmuffle.,843
hoarse,adjective,khản,""" What are you going to do ? "" he whispered hoarsely .",""" Bà tính làm gì ? "" ông thì thầm bằng giọng khản đục .","Afflicted by a dry, quite harsh voice.",844
bewildered,adjective,bối rối,The two disciples are clearly bewildered as to the meaning of what has occurred.,"Rõ ràng hai môn đồ này rất bối rối , không hiểu ý nghĩa của chuyện đã xảy ra.","Baffled, confused, mystified, at a loss, or uncertain.",845
whimper,verb,rên,"Listened to his ragged little breaths, his coughing, his whimpering .","Lắng nghe hơi thở nhỏ, không liền mạch của nó, tiếng ho, tiếng rên rỉ của nó.",A low intermittent sob.,846
discontent,adjective,bất mãn,There is widespread public discontent with the struggling economy .,Lại có sự bất mãn công khai lan rộng giữa lúc nền kinh tế đang lâm nguy .,Dissatisfaction.,847
tolerate,verb,tha thứ,I'll not tolerate a cross word about our captain!,Tôi sẽ không tha thứ cho những lời nói lừa đảo của cô ta!,To allow (something that one dislikes or disagrees with) to exist or occur without interference.,848
delta,noun,châu thổ,"If there was gold in the delta , I'd go there.","Nếu dưới châu thổ có vàng, ta sẽ tới đó ngay.","The fourth letter of the modern Greek alphabet Δ, δ.",849
nook,noun,góc,Her mother sat at the breakfast nook in the kitchen wearing a pink nylon nightgown.,Mẹ cô ngồi ở góc ăn sáng trong bếp và mặc váy ngủ bằng vải nylong màu hồng.,A small corner formed by two walls; an alcove or recess or ancone.,851
furrow,verb,luống,"If the plowman does not keep looking straight ahead, a furrow will likely become crooked.",Nếu một người đi cày mà không nhìn về phía trước thì luống cày sẽ ngoằn ngoèo.,"A trench cut in the soil, as when plowed in order to plant a crop.",852
methodical,adjective,có phương pháp,"If you do, is the method you use truly effective?","Nếu có , phương pháp của bạn có thật sự hữu hiệu không?",In an organized manner; proceeding with regard to method; systematic.,853
suitable,adjective,hợp,Apps may be suitable for this age if they:,Ứng dụng có thể phù hợp với độ tuổi này nếu các ứng dụng đó:,Having sufficient or the required properties for a certain purpose or task; appropriate to a certain occasion.,854
knead,verb,nhào,"After that, it had to be kneaded . It had to then go in, kind of, a mangle.","Sau đó, đất được nhào . Nó phải đi vào một máy gần như máy cán là.","(transitive) To work and press into a mass, usually with the hands; especially, to work, as by repeated pressure with the knuckles, into a well mixed mass, the materials of bread, cake, etc.",855
dilapidated,adjective,long tay gãy ngõng,Some cities are full of dilapidated and deserted buildings.,"Một số thành phố có đầy những tòa nhà đổ nát , hoang tàn.",Past participle of dilapidate,857
rustle,noun,sột soạt,A rustle at the front door told me Holly had arrived home from school .,Tiếng sột soạt trước cửa cho tôi biết Holly đã đi học về .,to move (something) with a soft crackling sound,858
insignia,noun,huy chương,"Their Bibles have a little insignia that says ""US Army"" on them.","Quyển kinh thánh có huy chương nhỏ trên đó viết ""Quân đội Mỹ"".","A patch or other object that indicates a person's official or military rank, or membership in a group or organization.",859
amble,verb,nước kiệu,Many Sable Island Horses have a natural ambling gait.,Nhiều con ngựa hoang đảo Sable có một dáng vẻ dáng đi tự nhiên.,An unhurried leisurely walk or stroll.,860
stifle,Verb,dập tắt,And that device could stifle any chance of the Lumia 900 winning out in the mobile market .,Và thiết bị đó có thể dập tắt bất kỳ cơ hội chiến thắng nào của Lumia 900 trong thị trường di động .,(veterinary medicine) A bone disease of this region.,861
trudge,verb,lê bước,Kevin had to cancel the cab and trudge out in the snow.,Kevin phải hủy chuyến xe đó và lê bước trong tuyết để mua thức ăn.,"A tramp, i.e. a long and tiring walk.",862
skittish,adjective,nhát,"This has changed through selective breeding; however, they are skittish and aloof.","Điều này đã thay đổi thông qua nhân giống chọn lọc, Tuy nhiên, là những con vật nhát và sống khép kín.",Easily scared or startled; timid.,863
fertile,adjective,màu mỡ,"They make the humus, the fertile layer to which all life on land is linked.",Chúng tạo lớp đất mùn màu mỡ liên kết mọi loài sống trên cạn.,(of land etc) capable of growing abundant crops; productive,864
glare,adjective,chiếu sáng,The white crust of the soda lake reflects the sun's glare and increases the impact of its ultraviolet rays.,Lớp màng trắng của hồ muối phản ánh sự chiếu sáng của mặt trời và gia tăng tác động của tia cực tím.,"(uncountable) An intense, blinding light.",865
lapse,verb,mất hiệu lực,"Michael Cobb introduced private member's bills in 1989, 1990, 1991 and 1992 to ban desecration, but on each occasion the bill lapsed .","Michael Cobb đưa các dự luật cá nhân vào năm 1989, 1990, 1991 và 1992 để cấm chỉ mạo phạm, song đều mất hiệu lực .",A temporary failure; a slip.,866
liable,adjective,chịu trách nhiệm,"No matter you admit it or not, you're liable to this debt",Dù muốn hay không mày cũng phải chịu trách nhiệm thanh toán nợ nần,Bound or obliged in law or equity; responsible; answerable.,867
