word,part_of_speech,meaning,example,example_meaning,definition,ID
sketchy,adjective,sơ sài,"Command has attempted to list casualties and losses, but information is sketchy .",Bộ Chỉ Huy yêu cầu soạn bản liệt kê tổn thất nhưng thông tin lại sơ sài .,Roughly or hastily laid out; intended for later refinement.,12285
snipe,verb,dẽ giun,"Have you ever heard of a "" snipe ""?","Cháu đã từng nghe "" chim dẽ giun "" chưa?","Any of various limicoline game birds of the family Scolopacidae, having a long, slender, nearly straight beak.",12286
triptych,noun,tranh bộ ba,"which culminated in a very large work, which I call ""The Triptych .""","cuối cùng dẫn đến 1 tác phẩm cực lớn Tôi gọi nó là ""The Triptych"" ( tranh bộ ba )",A picture or series of pictures painted on three tablets connected by hinges.,12287
summation,noun,phép cộng,"In summation , I think you just got to not do it.","Tóm lại, tôi nghĩ Anh không nên làm như vậy.",A summarization.,12288
connive,Verb,ngơ,Conniving and as cruel as they come.,Mưu mô và vô cùng độc ác.,to cooperate with others secretly in order to commit a crime; to collude,12289
nary,adjective,n ngôi,Matias notices Nari trying to call the police.,Matias thấy Nari cố gắng gọi cảnh sát.,not one,12290
loaf,noun,bánh mì,The loaf of bread was adorned with ornate tiny squirrels.,Ổ bánh mì được trang trí bằng những con sóc nhỏ xíu được làm rất công phu.,(also loaf of bread) A block of bread after baking.,12291
envisage,verb,dự tính,"Together, we envisage and enact a society","Chung tay, chúng tôi dự tính và tạo dựng một xã hội",To conceive or see something within one's mind. To imagine or envision.,12292
celluloid,adjective,xenluloit,Nothing but ashes and fading strips of celluloid .,Chẳng còn gì ngoài đông tro tàn và những cuộn phim bị biến dạng .,"Any of a variety of thermoplastics created from nitrocellulose and camphor, once used as photographic film.",12294
abstraction,noun,trừu tượng,"Structural type system Abstract type Type system Pierce, Benjamin C. (2002).","Hệ thống kiểu cấu trúc Kiểu trừu tượng Hệ thống kiểu Pierce, Benjamin C. (2002).","The act of abstracting, separating, or withdrawing, or the state of being withdrawn; withdrawal.",12295
lacuna,noun,chỗ khuyết,These lacunae cover two years during which a king could have reigned.,Những khoảng trống này còn có thể bao gồm cả khoảng thời gian hai năm mà một vị vua đã cai trị.,A small opening; a small pit or depression; a small blank space; a gap or vacancy; a hiatus.,12296
prophylaxis,noun,phép phòng bệnh,I recommend post-exposure prophylaxis .,Tôi khuyên cô nên dùng thuốc chống phơi nhiễm HIV .,"(medicine) Prevention of, or protective treatment for disease.",12297
modality,noun,phương thức,"But the modality of attention,",Nhưng phương thức của sự chú ý.,the state of being modal,12298
vociferate,verb,la om sòm,"There was a conference, and the incredible evidence of a vociferous eye- witness.",Có một cuộc thảo luận và bằng chứng đáng kinh ngạc của một nhân chứng om sòm mắt.,(intransitive): To cry out with vehemence; to exclaim; to bawl; to clamor. - Cowper,12299
neurologist,noun,nhà thần kinh học,"Dr. Foreman, a neurologist , believes this woman has a brain tumor.","Bác sĩ Foreman, một nhà thần kinh học , tin rằng cô ta có một khối u ở não.",A doctor or scientist who practices or specializes in neurology.,12300
spastic,adjective,co cứng,Some medications can help relax the muscles in kids with spastic cerebral pal sy .,Một số loại thuốc có thể giúp làm giãn cơ ở trẻ bị bại não co cứng .,"(pathology) Of, relating to, or affected by spasm.",12301
labyrinthine,adjective,chẳng chịu khó khăn,Characters in a Kafkaesque setting often lack a clear course of action to escape a labyrinthine situation.,"Các nhân vật trong một bối cảnh ""kiểu Kafka"" thường thiếu một cách thức hành động rõ ràng để thoát khỏi hoàn cảnh đó.","Resembling a labyrinth; with the qualities of a maze; twisting, convoluted, baffling, confusing, perplexing, bamboozling.",12302
dorsal,noun,lưng,And a male with a huge dorsal fin almost two metres high.,Và một con đực với cái vây lưng khổng lồ cao gần hai mét.,"(anatomy) With respect to, or concerning the side in which the backbone is located, or the analogous side of an invertebrate.",12303
unilateral,adjective,đơn phương,"In a democracy, good is a conversation, not a unilateral decision.","Trong nền dân chủ, tốt đẹp phải là sự giao tiếp không phải những quyết định đơn phương .",affecting only one side of the body,12304
repletion,noun,sự tràn đầy,With joy you will be replete .,với bao sướng vui trong đời ta .,The condition of being replete,12305
aggregation,noun,khối kết tập,"Then if you drive over the road, you take out the aggregates —","Rồi nếu lái xe lên chỗ đường đó, bạn sẽ phá hủy những khối kết tập này —",The act of collecting together (aggregating).,12306
aegis,noun,sự bảo hộ,"Follow the map, where it leads, under my aegis .","Theo tấm bản đồ, đến nơi nó dẫn tới dưới sự bảo hộ của ta.",A mythological shield associated with Zeus and Athena shown as a short cloak consisting of a goatskin. The aegis of Athena is usually shown with a border of snakes and with the head of Medusa in the center. The aegis is more an emblem of protection and power than an actual military shield.,12307
pugnacity,noun,tính hay gây gỗ,"The Durants observed: “The causes of war are the same as the causes of competition among individuals: acquisitiveness, pugnacity , and pride; the desire for food, land, materials, fuels, mastery.”","Hai tác giả Durant nói trên nhận xét: “Các căn nguyên của chiến tranh giống nhau với căn nguyên của sự cạnh tranh giữa hai người: sự ham muốn vật chất, tính hiếu chiến và tự ái; sự ham muốn có thêm nhiều thức ăn, đất đai, của cải vật chất, dầu hỏa và đô hộ”.",The act or characteristic of being aggressive or combative.,12308
confabulation,noun,sự nói chuyện,"Vallée speculates that accounts of USS Engstrom's degaussing might have been garbled and confabulated in subsequent retellings, and that these accounts may have influenced the story of ""The Philadelphia Experiment.""","Vallée suy đoán rằng số tài liệu về quá trình khử từ của tàu USS Engstrom có thể đã bị cắt xén và xáo trộn trong những lần kể lại sau đó, và các tài liệu này có thể đã ảnh hưởng đến câu chuyện của ""Vụ Thử nghiệm Philadelphia.""",A casual conversation; a chat.,12309
phantasmagoria,noun,ảo cảnh,Also included is ZUN's short story related to Phantasmagoria of Flower View and a CD of various rearrangements of his music.,Ngoài ra còn bao gồm một câu chuyện ngắn của ZUN liên quan tới Phantasmagoria of Flower View và một CD với một số bản nhạc được biên soạn lại của ông.,A series of events involving rapid changes in light intensity and colour.,12310
verbosity,noun,tính dài dòng,""" Verbosity . """,Dài dòng .,"The excess use of words, especially using more than are needed for clarity or precision; long-windedness",12311
schizophrenia,noun,bệnh tâm thần phân liệt,"You know, the patient is prime age to develop spontaneous schizophrenia .",Anh biết là ở tuổi tầm bệnh nhân thì bắt đầu tiến triển bệnh tâm thần phân liệt .,"(pathology) A psychiatric diagnosis denoting a persistent, often chronic, mental illness variously affecting behavior, thinking, and emotion.",12312
phantasmagoric,adjective,ảo cảnh,He also creates phantasmagoric sculptures made of bones from cast resin.,Anh cũng tạo ra những bản điêu khắc ảo ảnh bằng xương đúc từ nhựa thông.,Characterized by or pertaining to rapid changes in light intensity and colour.,12313
supererogatory,adjective,thừa,"This means that utilitarianism, if correctly interpreted, will yield a moral code with a standard of acceptable conduct very much below the level of highest moral perfection, leaving plenty of scope for supererogatory actions exceeding this minimum standard.""","Điều này có nghĩa là Chủ nghĩa thực tế, nếu như giải thích một cách đúng đắn, sẽ tạo ra những tiêu chuẩn đạo đức với những thái độ phù hợp thấp hơn rất nhiều so với những cấp độ đạo đức hoàn hảo, tạo ra nhiều cơ hội cho những “hành động thái quá ” vượt qua những tiêu chuẩn trung bình này.""","pertaining to supererogation, or doing more than is required, especially with reference to good works in Roman Catholicism",12314
anamnesis,noun,ký ức,"Genogram Medical record Medicine Physical examination Psychoanalysis (Freud uses the term anamnesis to describe neurotics' recounting of their symptoms) Quilliam, S. (2011).","Catamnesis Cây gia hệ Bệnh án Y học Thăm khám thực thể Phân tâm học (Freud uses the term anamnesis to describe neurotics' recounting of their symptoms) ^ a ă â Quilliam, S. (2011).",The ability to recall past events; recollection.,12316
acme,noun,tột đỉnh,Individual self-control has even been called “the acme of human achievement.”,Người nào tập được tính tự chủ thì được xem là đã đạt đến “thành tích tột đỉnh của loài người”.,The top or highest point; pinnacle; culmination.,12317
iterative,adjective,lặp,"Even the best usability experts cannot design perfect user interfaces in a single attempt, so a usability engineering lifecycle should be built around the concept of iteration .","Ngay cả các chuyên gia về khả năng sử dụng tốt nhất cũng không thể thiết kế giao diện người dùng hoàn hảo trong một nỗ lực duy nhất, do đó, một vòng đời kỹ thuật về khả năng sử dụng nên được xây dựng xung quanh các khái niệm về sự lặp lại.",Of a procedure that involves repetition of steps (iteration) to achieve the desired outcome; in computing this may involve a mechanism such as a loop.,12318
allusion,noun,lời ám chỉ,"A man with a beard after the Macedonian period implied a philosopher, and there are many allusions to this custom of the later philosophers in such proverbs as: ""The beard does not make the sage.""","Một người đàn ông với bộ râu sau giai đoạn Macedonian được ngụ ý là một nhà triết gia và có rất nhiều lời ám chỉ đến thói quen này của các nhà triết học sau này trong các câu tục ngữ như: ""Bộ râu không tạo thành một triết gia.""","An indirect reference; a hint; a reference to something supposed to be known, but not explicitly mentioned; a covert indication.",12319
veridical,adjective,trung thực,"So the bottom line is, evolution does not favor veridical , or accurate perceptions.","Vậy, kết luận là, tiến hóa không ưu tiên nhận thức trực tiếp hoặc nhận thức chính xác.",True.,12320
concentric,adjective,đồng tâm,You wanna put the marshmallows in concentric circles.,Này Rachel cậu muốn đặt kẹo dẻo vào những vòng tròn đồng tâm này đấy.,(geometry) Having a common center.,12321
schema,noun,giản đồ,where things don't match your schema .,về thực tế không giống với giản đồ của ta.,"An outline or image universally applicable to a general conception, under which it is likely to be presented to the mind.",12324
ramify,verb,mọc thành,"He writes: “The more famous Rabbis often assembled about them in great numbers, youths desirous of instruction, for the purpose of making them thoroughly acquainted with the much ramified and copious ‘oral law.’ . . .","Ông viết: “Các ra-bi lừng danh thường tập hợp lại rất nhiều người trẻ ham muốn được thọ giáo, với mục đích dạy cho họ hiểu tường tận hàng bao ‘luật truyền khẩu’ đa dạng...","To divide into branches or subdivisions; as, to ramify an art, subject, scheme.",12325
retentive,adjective,lâu,"I know people still believe ingesting it is better for retention ,","Tôi biết mọi người vẫn tin tưởng việc đọc giúp nhớ lâu hơn,","Having power to retain; as, a retentive memory.",12326
explicable,adjective,có thể giảng được,"Rarely, changes are made in the explication of doctrine.",Những thay đổi để làm sáng tỏ giáo lý hiếm khi xảy ra.,Able to be explained.,12327
predispose,verb,dẫn đến,It occurs in people who are genetically predisposed .,Nó xảy ra ở những người tiền định vị di truyền.,To make someone susceptible to something (such as a disease).,12328
minutely,adjective,tỉ mỉ,And these are six minutes they really prepared for the TED audience.,Và đây là 6 phút mà họ đã chuẩn bị tỉ mỉ cho các khán giả của TED.,With attention to tiny details.,12329
verisimilitude,noun,vẻ thật,"We are drawn to her writing by its verisimilitude – not of mimesis, so-called and... 'realism' – but rather the feeling of being itself... of just being a human being.""","Chúng ta bị tác phẩm của bà hấp dẫn bởi vẻ thật của nó– chứ không bởi mimesis<, cái gọi là, và... 'chủ nghĩa hiện thực' – mà bởi cảm giác là chính nó... là chính một con người"".","the property of seeming true, of resembling reality; resemblance to reality, realism",12330
prohibited,adjective,bị cấm,Smoking is prohibited in this room.,Hút thuốc lá bị cấm ở phòng này.,Forbidden; unallowed,12331
joint,adjective,chung,This is truly a joint effort.,Đây thực sự là một nỗ lực chung .,Done by two or more people or organisations working together.,12332
vacancy,noun,chỗ khuyết,From 888 to 1869 it was traditional for reigning Emperors to send a son to the temple to take over as head priest when a vacancy arose.,"Từ năm 888 đến 1869, theo truyền thống, các hoàng đế gửi con trai vào chùa làm sư trụ trì khi có chỗ khuyết vị trí đó.",An unoccupied position or job.,12333
boggy,adjective,lầy lội,Walt Boggis is a chicken farmer.,Walt Boggis nuôi gà.,"Having the qualities of a bog; i.e. dank, squishy, muddy, and full of water and rotting vegetation.",12334
censorship,noun,công tác kiểm duyệt,Google will quit China unless web censorship ends,Google sẽ rút lui khỏi Trung Quốc trừ phi chấm dứt công tác kiểm duyệt web,"The use of state or group power to control freedom of expression, such as passing laws to prevent media from being published or propagated.",12335
hypochondria,noun,chứng nghi bệnh,The hypochondria of his father left Elisabeth mistress of the palace.,Khí hậu của cha ông để lại bà chủ Elisabeth trong cung điện.,(medicine) A psychological disorder characterized by excessive preoccupation or worry about having a serious illness.,12336
mediation,noun,hòa giải,They need us to mediate some territorial dispute.,Họ muốn chúng ta đi hòa giải tranh chấp lãnh thổ.,negotiation to resolve differences conducted by some impartial party.,12337
pettifog,verb,cãi cọ lặt vặt,We had a good court until those pettifogging lawyers moved in.,Chúng tôi đã từng xử án ngon lành ở đây cho tới khi bọn luật sư ruồi bu tới.,To quibble over trivial matters; nitpick,12338
instigator,noun,kẻ xúi giục,The instigator was Satan the Devil.,Kẻ xúi giục đó là Sa-tan Ma-quỉ.,"A person who intentionally incites or starts something, especially one that starts trouble.",12339
abnegation,noun,sự bỏ,Abnegation .,Abnegation .,A denial; a renunciation.,12340
expiation,noun,sự chuộc,Expiation !,Sự cứu rỗi !,An act of atonement for a sin or wrongdoing.,12341
oracle,verb,thẻ,"Since oracles were available only at specific places, an individual had to put forth considerable effort to travel there in order to receive them.","Vì lời bói thẻ chỉ có thể nhận được tại những địa điểm đặc biệt, một người đã phải gắng sức vượt đường xa đến đó xem bói.",A shrine dedicated to some prophetic deity.,12342
bier,noun,quan tài,"He resurrected the widow’s son from the funeral bier , no doubt on the day of his death.","Ngài phục hồi sự sống cho con trai một của bà mẹ góa, khiến người con bước ra khỏi quan tài trong ngày đem chôn.",A litter to transport the corpse of a dead person.,12343
improper,adjective,bậy,"Rather than turn away before improper thoughts grew in his heart, he kept looking.","Thay vì quay mắt đi trước khi những ý tưởng bậy bạ nẩy mầm trong lòng ông, ông tiếp tục nhìn.",unsuitable to needs or circumstances; inappropriate,12344
unsuspecting,adjective,không nghi ngờ,"The selling approach uses social engineering to cause shock, anxiety, or the perception of a threat, generally directed at an unsuspecting user.","Cách tiếp cận bán hàng sử dụng lừa đảo phi kỹ thuật để gây sốc, lo lắng, hoặc nhận thức về một mối đe dọa, thường hướng vào một người dùng không nghi ngờ .",Of or pertaining to lack of suspicion.,12346
assembly,noun,hội đồng,"The town was devastated, though the Biscayan assembly and the Oak of Gernika survived.","Các thị trấn bị tàn phá, mặc dù hội đồng Biscayan và Oak của Gernika vẫn tồn tại.",A set of pieces that work together in unison as a mechanism or device.,12347
posh,adjective,cừ,We're going posh .,Mình sẽ ăn kiểu thượng lưu .,"Snobbish, materialistic, prejudiced, under the illusion that they are better than everyone else. usually offensive. (especially in Scotland and North England)",12348
predation,noun,Săn mồi,But predators shouldn't have to suffer for my mistakes.,Nhưng những con thú săn mồi không nên chịu sự dày vò vì lỗi của tôi.,act of predating,12350
stalactite,noun,chuông đá,and one of those stalactites can require tens of millions of years to be formed.,một trong những chuông đá này cần hàng chục triệu năm hình thành,"(geology) A mineral deposit of calcium carbonate, in shapes similar to icicles, that hangs from the roof of a cave.",12351
barker,noun,pháo,"Not at all, Miss Barker .","Không có gì, bà Barker .",Someone or something who barks.,12352
septic,adjective,nhiễm trùng,His wound has gone septic .,Có lẽ anh ta bị nhiễm trùng rồi.,Of or pertaining to sepsis,12353
concordance,noun,mục lục,"Using a Bible concordance or the Watch Tower Publications Index, we can seek the answer to the question, ‘How does Jehovah feel about the particular weakness that I am fighting?’","Dùng bảng tra cứu từ ngữ Kinh Thánh hay những bảng mục lục các bài Tháp Canh trong số ra mỗi cuối năm, chúng ta có thể tìm giải đáp cho câu hỏi: ‘Đức Giê-hô-va cảm thấy thế nào về sự yếu đuối mà tôi đang cố khắc phục?’",agreement; accordance; consonance,12354
lug,verb,kéo lê,"If there ain't all that much to lug around,",Nếu không có gì nhiều để kéo lê xung quanh,A lug nut.,12355
contain,verb,chứa đựng,"The Kryptonian archives contains knowledge from 100,000 different worlds.","Thư viện của Krypton chứa đựng kiến thức từ 100,000 thế giới.",(transitive): To hold inside.,12356
thin,adjective,mỏng,"This method uses a thin , flexible tube called a catheter .","Phương pháp này sử dụng một ống mỏng , mềm dẻo gọi là ống thông .","(philately) a loss or tearing of paper from the back of a stamp, although not sufficient to create a complete hole.",12357
blast,noun,luồng gió,but it was a blast . I had so much fun.,"Nhưng nó thật sự là một luồng gió mới, tôi đã thấy rất vui vẻ.","A forcible stream of air from an orifice, as from a bellows, the mouth, etc. Hence: The continuous blowing to which one charge of ore or metal is subjected in a furnace; as, to melt so many tons of iron at a blast.",12358
connect,verb,nối,"That's like a particle with mass, because you are connecting , interacting, with that Higgs snow field.","Giống như một hạt với khối lượng, bởi vì bạn kết nối , tương tác, với trường tuyết Higgs.",To make a travel connection; to switch from one means of transport to another as part of the same trip.,12359
store,verb,trữ,Most people think that the humps store water.,Nhiều người nghĩ rằng bướu lạc đà dự trữ nước.,A place where items may be accumulated or routinely kept.,12360
fresh,adjective,mới,With what are we going to buy all these fresh horses?,Chúng ta sẽ mua ngựa mới bằng cái gì?,"Of produce, not from storage.",12361
sight,verb,nhìn thấy,A visual sighting not confirmed by mechanical means.,"Một hình ảnh nhìn thấy , nhưng không xác nhận được bằng phương tiện cơ khí.",the ability to see,12362
throw,verb,ném,He lost his cool and started throwing things.,Nó không kiềm chế được và bắt đầu ném đồ.,(transitive) To cause an object to move rapidly through the air.,12363
clip,verb,hớt,"I clipped your wing, that's all.","Anh đã hớt cánh em, vậy thôi.",To grip tightly.,12364
depress,verb,giảm,"If you have medications, depressants in your house, keep them secure.","Nếu có thuốc hay thuốc giảm đau trong nhà, nên giữ cẩn thận.","To make depressed, sad or bored.",12365
harmonica,noun,Harmonica,"Well, I played a mean harmonica , as a younger man.",Khi còn trẻ tôi có chơi harmonica .,"a musical wind instrument with a series of holes for the player to blow into, each hole producing a different note",12366
attraction,noun,sự hấp dẫn,The depth of understanding of the attractiveness of what we can do is not there yet.,Hiểu biết sâu về sự hấp dẫn của việc chúng ta có thể làm vẫn chưa hiện hữu.,An event or location that has a tendency to attract visitors,12367
symbolize,verb,tiêu biểu,Athletes were symbols of military preparedness.,Các vận động viên tiêu biểu cho người lính sẵn sàng chiến đấu.,To be symbolic of; to represent.,12368
sequel,noun,cuốn tiếp theo,He later published a sequel entitled Paradise Regained.,Sau đó ông xuất bản cuốn tiếp theo có tựa đề Paradise Regained (Địa đàng tái lập).,"(narratology) A narrative that is written after another narrative set in the same universe, especially a narrative that is chronologically set after its predecessors, or (perhaps improper usage) any narrative that has a preceding narrative of its own.",12369
dispersed,adjective,phân tán,"Again -- this time, sycamore -- wind- dispersed .","Lần này là cây sung dâu, phân tán nhờ gió.",Simple past tense and past participle ofdisperse.,12370
economize,verb,tiết kiệm,"""""""How can we economize when we have nothing?''""",“Làm sao chúng ta có thể tiết kiệm khi không có gì cả?”,"To practice being economical (by using things sparingly or in moderation, and by avoiding waste or extravagance).",12371
disengage,verb,cởi,Concepts of morality are disengaged .,Bó buộc về đạo đức sẽ được cởi bỏ.,(fencing) A circular movement of the blade that avoids the opponent's parry,12372
patience,noun,sự kiên nhẫn,Our patience is in much the same condition as yesterday.,Sự kiên nhẫn của chúng tôi cũng trong tình trạng như hôm qua.,The quality of being patient.,12374
vegetate,verb,mọc,Diversity within the various kinds of vegetables grown in the United States has been slashed by 97 percent in less than 80 years!,Tính đa dạng của các loại rau cải mọc ở Hoa Kỳ đã giảm hẳn 97 phần trăm trong không đầy 80 năm!,(of a plant) To grow or sprout.,12375
black sheep,noun,con chiên ghẻ,"SANDRA, a woman in Mexico, described herself as the black sheep of her family.","SANDRA, một phụ nữ ở Mexico, đã xem mình là con chiên ghẻ của gia đình.","Used other than as an idiom:seeblack,sheep.",12377
horse around,verb,ngựa quanh,No horsing around !,Đừng có la cà !,(idiomatic) To play or fiddle; to clown; to do nothing of importance or consequence.,12380
monkey business,noun,trò hề,Enough monkey business .,Có đủ trò khỉ rồi.,"(US, slang) Wasting time, or effort, on some foolish project.",12383
play possum,verb,giả chết,Playing possum is what we do.,Giả chết là điều chúng ta có thể làm.,(idiomatic) to feign death; to remain quiet and still to escape attention or remain undetected; to lay low.,12384
rain cats and dogs,verb,(trời) mưa như trút,"Yes, I was outside and it's raining cats and dogs .","Phải, tôi đã ở bên ngoài và trời đang mưa như trút nước.",(idiomatic) To rain very heavily.,12385
red herring,noun,lính,Her red hair is considered her trademark.,Mái tóc đỏ được coi là một thương hiệu của cô.,A smoke-cured and salt-brined herring strong enough to turn the flesh red; a type of kipper.,12387
forbidden fruit,noun,trái cấm,Their physical condition changed as a result of their eating the forbidden fruit .,Tình trạng thể chất của họ thay đổi do việc họ ăn trái cấm .,The fruit forbidden to Adam.,12391
in a nutshell,adverb,nói ngắn gọn,"In a nutshell , a Siftable is an interactive computer","Nói ngắn gọn , Siftables là một máy tính tác động lẫn nhau",(idiomatic) In summary; briefly or simply.,12393
half-baked,adjective,chưa chín chắn,It is half baked .,Phiên bản này hiện đang trong quá trình hoàn thiện .,Used other than as an idiom: Partially cooked by heating in an oven.,12394
piece of cake,noun,một miếng bánh,Piece of cake,Dễ thôi mà!,"Used other than as an idiom:seepiece,cake.",12395
gold standard,noun,Bản vị vàng,Most monetarists oppose the gold standard .,Hầu hết trường phái trọng tiền phản đối bản vị vàng .,(economics) A monetary system where the value of circulating money is linked to the value of gold.,12397
promised land,noun,đất hứa,"5 After the Exodus from Egypt, Moses sent 12 spies into the Promised Land .","5 Sau khi ra khỏi Ê-díp-tô, Môi-se phái 12 người đi do thám Đất Hứa .",Alternative form of [i]Promised Land[/i],12398
rain check,noun,kiểm tra mưa,Rain check ?,Để sau nhé ?,"(idiomatic) Any voucher or note from a merchant to a customer to provide an item the merchant has run out of at a later date for the item's current price, or (in a more literal sense) to provide a service at a later date.",12399
blue blood,noun,dòng dõi quý phái,Blue - bloods ?,Máu - Xanh ?,(uncountable) noble or aristocratic ancestry,12405
cold shoulder,verb,đối xử lạnh nhạt,Yet suddenly giving people the cold shoulder .,"Tuy vậy, đột nhiên đem lại cho người lạnh vai.",(idiomatic) A deliberate act of disrespect; a slight or snub,12407
in cold blood,adverb,lạnh lùng,He bludgeoned a man to death with a crowbar in cold blood .,Hắn lạnh lùng đập một người đến chết bằng một cây gậy sắt.,(idiomatic) In a ruthless and unfeeling manner; premeditated and deliberate.,12408
neck and neck,adjective,ngang nhau,You two are neck - and - neck .,Hai người đang ngang nhau .,"(idiomatic) Very close in progress, as in a race or contest.",12409
pain in the neck,noun,điều phiền phức,Just try not to be such a pain in the neck .,Chỉ cần cố đừng có tỏ ra phiền phức là được.,"(idiomatic) Someone or something which is annoying, irritating or inconvenient",12410
at first hand,adverb,trực tiếp,“ At first he just held my hand .,Mới đầu anh ấy chỉ nắm tay mình.,"from the original source; directly; ""I heard this story firsthand""",12413
thick-skinned,adjective,lì,Though I seem thick - skinned,Dường như tôi đã trở nên trơ lì,Having a thick skin.,12414
thin-skinned,adjective,có da mỏng,"Jesus, you are so thin - skinned .","Chúa ơi, cậu nhạy cảm quá .",(idiomatic) overly sensitive to criticism; quick to take offence; irritable; touchy,12415
secondhand,adjective,cũ,I got this tip from a secondhand source.,Mình nhận được chỉ dẫn này từ một nguồn dữ liệu cũ .,(of goods) not new; previously owned and used by another,12416
vice versa,adverb,ngược lại,"Reliant is supposed to be at our disposal, not vice versa .",Reliant phải nghe theo ý kiến của ta chứ không phải ngược lại .,Alternative spelling of vice versa.,12418
split second,noun,phần giây,It happened in a split second .,Diễn ra chỉ trong vòng 1 giây .,"a very short time (as the time it takes the eye to blink or the heart to beat); ""if I had the chance I'd do it in a flash""",12419
in the long run,adverb,cuối cùng,"But he has taken a long -range view, knowing the good results that will come in the long run .","Nhưng Ngài có một quan điểm dài hạn, và biết rằng cuối cùng điều này sẽ đem lại kết quả tốt đẹp.",(idiomatic) After a very long time; eventually; over a long period of time; more generally.,12420
figure out,verb,tìm ra,"And people figure out what they're supposed to do in all kinds of weird ways, right?",Người ta vẫn tìm ra mục đích sống của mình bằng nhiều cách kỳ lạ đấy thôi?,(idiomatic) To come to understand; to discover or find a solution; to deduce.,12425
get along,verb,chở đi,Try to get along .,Hãy đối xử tử tế đi .,"(intransitive, idiomatic, often followed by with) To interact or coexist well, without argument or trouble.",12426
gloss over,verb,lấp liếm,Avoid trying to gloss over the event with a lie .,Tránh lờ đi sự việc bằng lời nói dối .,"(transitive, idiomatic) To treat something with less care than it deserves; to skimp.",12427
pan out,verb,thành công,He didn't pan out .,Cậu ấy không mang lại kết quả .,"(usually transitive) To separate and recover (valuable minerals) by swirling dirt or crushed rock in a pan of water, in the manner of a traditional prospector seeking gold.",12430
speak out,verb,ngỏ lời,You speak out of turn!,Ông đang ăn nói bất lịch sự rồi đó!,(idiomatic) To assert or promote one's opinion; to make one's thoughts known.,12431
wind up,verb,bế mạc,"She doesn't believe your excuse, and you wind up ... in supermax prison.","Cô ấy sẽ không tin vào lý do của anh, và thế là... đời anh bế mạc trong Supermax.","(UK) A humorous attempt to fool somebody, a practical joke in which the victim is encouraged to believe something untrue.",12432
wipe out,verb,tiêu diệt,"First, we must wipe out the Funahachi gang.",Nhưng trước hết phải tiêu diệt băng Funahachi đã.,(idiomatic) To destroy (a large number of people or things); to obliterate.,12433
stamp out,verb,dập tắt,Can hatred ever be stamped out ?,Có thể nào dập tắt được sự thù ghét không?,"(idiomatic) To get rid of, eradicate.",12434
zero in,verb,không trong,I'm zeroing in .,Tôi đang nhắm vào đây.,To focus one's aim; to zoom in and center on something.,12435
kick the bucket,verb,nghẻo,Haven't been here since Smiley kicked the bucket .,Đã không tới đây từ hồi Vui Vẻ ngỏm củ tỏi .,"(idiomatic, euphemism, colloquial) To die.",12436
stocky,adjective,chắc nịch,"P. fortis is thick and stocky , with relatively heavy chelae.","P. fortis có thân dày và chắc nịch , với cặp càng tương đối nặng.",(of a person or an animal) sturdy; solidly built; heavy and compact,12437
inferno,noun,地獄,KYOTO INFERNO,ĐỊA NGỤC KYOTO,Hell-like place or situation.,12438
tinsel,noun,kim tuyến,"Those who are carrying on the fight successfully agree that what the world has to offer could look attractive, like glittering tinsel , but on closer examination, it has little substance.","Những ai đang chiến đấu thành công đều đồng ý rằng những điều thuộc thế gian có thể trông hấp dẫn giống như kim tuyến lấp lánh, nhưng khi nhìn kỹ thì chỉ là vật tầm thường.","A shining material used for ornamental purposes; especially, a very thin, gauzelike cloth with much gold or silver woven into it; also, very thin metal overlaid with a thin coating of gold or silver, brass foil, or the like.",12439
detour,verb,đường vòng,"I'm not entirely sure why I took a different route that day, a detour .","Tôi không rõ vì sao mình đã chọn, ngày hôm đó, một con đường vòng .",A diversion or deviation from one's original route.,12440
wiggle,verb,lắc lư,"Come on, just wiggle the stick back and forth!","Thôi nào, chỉ cần lắc lư qua lại thôi mà.","(transitive, intransitive) To move with irregular, back and forward or side to side motions; To shake or jiggle.",12441
thump,verb,thụi,"I'll thump him if he calls me "" big nose ""!","Tôi sẽ thụi hắn nếu hắn còn gọi tôi là "" Mũi Bự "" nữa.",(transitive) to hit (someone or something) as if to make a thump,12442
giggle,verb,cười khúc khích,"I often called them gentlemen, which made them giggle .","Tôi thường gọi chúng là các quý ông, làm cho các em cười khúc khích .",To laugh gently or in a high-pitched voice; to laugh in a silly or giddy way.,12443
gobble,verb,ngấu,The client isn' t going to gobble you up,Vị khách của cô sẽ không ngấu nghiến nổi cô đâu,To make the sound of a turkey.,12444
swirl,verb,xoáy,"You warm the cup with your hands, like this and swirl to release the aroma.","Cô làm ấm cốc rượu bằng tay như thế này, và xoáy cốc để hương thơm tỏa ra.",a whirling eddy,12445
kneel,verb,quỳ,"Kneel , stand, kneel , stand.","Quỳ xuống, đứng lên, lại quỳ , rồi lại đứng.",(intransitive) To stoop down and rest on the knee or knees.,12446
blackmail,verb,tống tiền,"Blackmail or no blackmail , he will be finished, right?","Tống tiền hay không tống tiền , hắn sẽ xử lý hết, đúng không?","(archaic) A certain rate of money, corn, cattle, or other thing, anciently paid, in the north of England and south of Scotland, to certain men who were allied to robbers, or moss troopers, to be by them protected from pillage.",12447
