word,part_of_speech,meaning,example,example_meaning,definition
scam,verb,lừa đảo,I got a hot lead on a real estate scam .,Em có một đầu mối về lừa đảo bất động sản.,Fraudulent deal.
prestidigitation,noun,trò ảo thuật,"There's nothing like starting a conversation with, ""Hey, did you know that ' prestidigitation ' is worth 20 points in Scrabble?""","Chắc chắn là không thể bắt chuyện với họ kiểu, ""Này, cậu có biết từ "" Trò ảo thuật "" đáng giá 20 điểm trong Scrabble không?""",A performance of or skill in performing magic or conjuring tricks with the hands; sleight of hand.
fecund,adjective,mắn,"The moth has a short life cycle (14 days at 25 °C), is highly fecund , and is capable of migrating long distances.","Loài này có vòng đời ngắn (14 ngày ở 25 °C), rất mắn đẻ và có thể di cư với cự li khá xa.",(formal) Highly fertile; able to produce offspring.
rim,noun,vành,"The term Musashi refers to Nambu Line, the first train line through the area, which the line name itself is a reference to former Musashi Province, the southern rim which the line runs along.","Từ Musashi nhằm chỉ Tuyến Nambu, tên của tuyến tàu đầu tiên đi qua khu vực này, và cũng là tên trước đây: tỉnh Musashi, vành đai phía Nam mà tuyền tàu này chạy dọc theo.","An edge around something, especially when circular."
quadrangle,noun,tứ giác,"All our economy, that quadrangle , 70 percent of South America's GDP comes from that area.","Tất cả nền kinh tế của chúng ta, 70% GDP của Nam Mỹ đến từ tứ giác đó.",A geometric shape with four angles and four straight sides.
combatant,adjective,chiến đấu,What help do we have to combat sin’s grip on us?,Chúng ta có sự giúp đỡ nào để chiến đấu với tội lỗi bám chặt vào chúng ta?,An armed fighter.
fad,noun,mốt nhất thời,"Like all fads , tattoos may lose their appeal over time.","Như mọi mốt nhất thời , với thời gian hình xâm có thể không còn được ưa chuộng nữa.",A phenomenon that becomes popular for a very short time.
hobnob,adjective,đàn đúm,A girlfriend who happens to be hobnobbing with a German officer.,Một người bạn gái mà tình cờ bây giờ đang đàn đúm với một sĩ quan Đức.,An informal chat.
intuit,verb,trực cảm,It was intuitive .,Trực cảm .,To know intuitively or by immediate perception.
vestment,noun,khăn trải bàn thờ,Blood on our vestments !,Máu vãi trên áo !,A robe or gown worn as an indication of office
aesthete,noun,nhà thẩm mỹ,So aesthetics is always important.,thực sự rất thú vị . Vậy nên tính thẩm mỹ luôn quan trọng,"Someone who cultivates an unusually high sensitivity to beauty, as in art or nature."
romanticism,noun,chủ nghĩa lãng mạn,"The big image is our story, our poetry, our romanticism .","Bức ảnh toàn diện về lịch sử, thơ ca, chủ nghĩa lãng mạn của chúng ta.","A romantic quality, spirit or action"
twee,adjective,,The Arrondissement of Antwerp was created in 1800 as the first arrondissement in the Department of Deux-Nèthes (Dutch: Departement Twee Nethen).,Huyện Antwerpen được thành lập năm 1800 làm huyện thứ nhất vào tỉnh Deux-Nèthes (tiếng Hà Lan: Departement Twee Nethen).,"(UK, pejorative) Overly quaint, dainty, cute or nice."
cosset,verb,nuông chiều,,,(transitive) to treat like a pet; to overly indulge
propulsive,adjective,đẩy tới,The Propulsion System of the Jellyfish,Hệ thống đẩy tới của con sứa,Of or pertaining to propulsion
schwa,noun,,This problem is usually solved by insertion of the schwa .,Vấn đề này thường được giải quyết bằng cách chèn các nguyên âm trung tính ( schwa ).,"An indeterminate central vowel sound as the ""a"" in ""about"", represented as /ə/ in IPA and /@/ in SAMPA and X-SAMPA."
turnstile,noun,cửa xoay,The spacecraft was also equipped with one 136 MHz telemetry turnstile .,Tàu vũ trụ cũng được trang bị một cửa quay từ xa 136 MHz.,"A rotating mechanical device that controls and counts passage between public areas, especially one that only allows passage after a charge has been made."
volcanic,noun,núi lửa,Perhaps volcanic heat could generate enough to get life off the ground in Titan.,Nhiệt núi lửa có khả năng cung cấp đủ cho sự sống khởi đầu trên bề mặt.,"Of or pertaining to a volcano or volcanoes; as, volcanic heat."
cathedral,adjective,nhà thờ lớn,"Flying buttresses, just as in a cathedral , help strengthen the crown of the tree","Trụ chống, giống như trong một nhà thờ lớn giúp gia cố ngọn cây","A big church building, central place for some area."
drill,noun,khoan,"It's none of my business, but a power drill and some titanium bits will get you a lot further than that camera.","Không phải việc của tôi, nhưng một mũi khoan và một chút titan sẽ thuận tiện hơn là một chiếc máy ảnh.",(transitive) To create (a hole) by removing material with a drill [tool].
yoga,noun,yoga,Y'all need to be at a yoga class or something.,Cả hai nên vào lớp học yoga đi.,Any of several Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquillity; especially a system of exercises practiced to promote control of the body and mind.
defector,noun,kẻ đào ngũ,Kohl's job was killing defectors .,Công việc của Kohl là thủ tiêu những kẻ đào ngũ .,one who defects.
tribe,noun,bộ lạc,"Near Mono Lake, they took refuge with the nearby Mono tribe of Paiute.","Gần hồ Mono, họ đã lánh nạn với bộ lạc Mono gần đó của Paiute.","A socially, ethnically, and politically cohesive group of people."
expiration,noun,sự mãn hạn,Omit this tag if your video does not expire .,Bỏ qua thẻ này nếu video của bạn không có ngày hết hạn.,"The act or process of breathing out, or forcing air from the lungs through the nose or mouth; as, respiration consists of inspiration and expiration; -- opposed to inspiration."
retriever,noun,người thu nhặt,It's a response algorithm for Fetch Retrieve .,Đây là một thuật toán đáp ứng của Fetch Retrieve .,a type of gun dog that retrieves game for a hunter
audio,adjective,âm thanh,Audio Player Settings,Thiết lập trình phát âm thanh,Of or relating to audible sound.
audiology,noun,thính học,During this time she earned bachelor’s and master’s degrees in speech pathology and audiology and an EdS (Education Specialist) degree from Brigham Young University.,"Trong thời gian này, chị nhận được bằng cử nhân và cao học về môn bệnh lý nói và nghe và EdS (Chuyên Gia về Giáo Dục) ở trường Brigham Young University.","The study of hearing, especially of hearing defects and their treatment"
audiometer,noun,cái đo sức nghe,,,An instrument which is used to determine the acuity of hearing.
audiovisual,adjective,nghe nhìn,"I wanted ""Upwake"" to have the same audiovisual qualities as a movie would.","Tôi muốn ""Upwake"" có chất lượng nghe nhìn giống như một bộ phim.",Containing both aural and visual elements.
audibility,noun,độ nghe rõ,Audible Bell,Chuông nghe được,The quality of being heard or understood; the degree to which a thing is audible.
audile,adjective,,,,Pertaining to hearing.
auditive,adjective,thính giác,What audition ?,Thử vai nào?,Of or relating to hearing; auditory.
homeopathy,noun,Vi lượng đồng căn,What is homeopathy ?,Homeopathy là gì?,"(medicine) a system of treating diseases with small amounts of substances which, in larger amounts, would produce the observed symptoms."
allopathy,noun,phép chữa đối chứng,,,(uncountable) traditional medicine
euphony,noun,luật hài âm,"This phrase, relying on a patriotic poem written by Max von Schenkendorf during the Napoleonic Wars, was popularized as the more euphonious Blut und Eisen (""Blood and Iron""), and became symbolic of Bismarckian Machtpolitik (""Power politics"").","Cụm từ này, dựa trên một bài thơ yêu nước Das eiserne Kreuz được viết bởi Max von Schenkendorf trong chiến tranh Napoleon, mà được phổ biến rộng rãi và trở nên biểu tượng của chính trị quyền lực Bismarck.",A pronunciation of letters and syllables which is pleasing to the ear.
symphony,noun,giao hưởng,"The symphonies of Mozart, Beethoven, and as late as Brahms, were still played on natural trumpets.","Những bản giao hưởng của Mozart, Beethoven, và muộn nhất, của Brahms, vẫn chơi trên kèn thường.","an extended piece of music of sophisticated structure, usually for orchestra"
antiphony,noun,bài hát đối,"Songs using antiphony , in which choirs and/ or soloists responded to one another, were also much appreciated.","Ngoài ra, những bài với thể loại hát đối đáp giữa hợp xướng với đơn ca cũng được yêu chuộng.","(music) alternate, or responsive singing by a choir split into two parts; a piece sung or chanted in this manner"
polyphony,noun,tính phức điệu,So the polyphony problem: I've only got one voice.,Vấn đề về tính phức điệu : Tôi chỉ có một giọng.,"(music) Musical texture consisting of several independent melodic voices, as opposed to music with just one voice (monophony) or music with one dominant melodic voice accompanied by chords (homophony)."
saxophone,noun,xắc xô,My brother did not ask what a saxophone was.,Em trai tôi không hỏi tiếp kèn xắc - xô là gì.,"(music) A single-reed instrument musical instrument of the woodwind family, usually made of brass and with a distinctive loop bringing the bell upwards"
xylophone,noun,mộc cầm,( Xylophone ),( Mộc cầm ),a musical instrument made of wooden slats graduated so as to make the sounds of the scale when struck with a small drumstick-like hammer.
dysphonia,noun,,,,defective use of the voice
phonics,noun,âm học,Every toothed whale except the sperm whale has two sets of phonic lips and is thus capable of making two sounds independently.,"Tất cả những loài cá heo có răng trừ cá nhà táng, đều có hai bộ môi phát âm và do đó đều có khả năng phát ra hai âm thanh độc lập với nhau.",The study of how the sounds of words are represented by spelling.
phonogram,noun,dấu ghi âm,The name PolyGram is a portmanteau of Polydor and PhonoGram .,Cái tên PolyGram là sự kết hợp giữa hai từ Polydor và PhonoGram .,"(linguistics) A group of letters which share the same letter combination associated with a sound, such as rhyming words."
phonology,noun,âm vị học,Major phonological changes are a characteristic of this period.,Các dãy thay đổi về độ lớn là một ví dụ điển hình của trường hợp này.,"(linguistics, uncountable) The study of the way sounds function in languages, including phonemes, syllable structure, stress, accent, intonation, and which sounds are distinctive units within a language."
stereophonic,adjective,âm thanh nổi,"You've begun to imagine it Cinemascope, with stereophonic sound.",Rõ ràng anh đang tưởng tượng bằng màn ảnh đại vĩ tuyến và âm thanh nổi .,of or pertaining to sound reproduction using two channels to give a more natural two-dimensional sound distribution
cyclops,noun,Cyclops,I liked you as a cyclops .,Tôi thích bạn như là một Cyclops .,"(Greek mythology, Roman mythology) A one-eyed giant from Greek and Roman mythology."
triceratops,noun,Triceratops,It's those two juvenile Triceratops .,Đó là hai con Triceratops chưa trưởng thành.,Common name of the extinct genus Triceratops; a herbivorous ceratopsid from the late Cretaceous.
optical,adjective,thị giác,Optical flats have uses in spectrophotometry as well.,Các chất lân quang cũng đã được dùng trong màn hình tia âm cực.,"Of, or relating to sight; visual"
panoptic,adjective,,,,"All-seeing; comprehensive, inclusive."
optician,noun,nhà quang học,An Optician Sows a Seed,Một bác sĩ chuyên khoa mắt gieo hạt giống,"A person who makes or sells lenses, spectacles etc."
amblyopia,noun,chứng giảm sức nhìn,"Now, at this point, a number of you are probably wondering well, what are you waiting for, to put on the market a game that would be good for the attention of my grandmother and that she would actually enjoy, or a game that would be great to rehabilitate the vision of my grandson who has amblyopia , for example?","Hiện, tại thời điểm này, một số trong các bạn chắc đang tự hỏi ừm, các vị còn đợi gì nữa. để đưa ra thị trường một game có thể tốt cho sự tập trung của bà tôi và cùng lúc bà ấy thực sự thích thú với nó, hay một game có thể tốt cho việc cải thiện thị lực của cháu trai mắc bệnh giảm thị lực của tôi, chẳng hạn?",dimness or blurring of the eyesight due to a fault in transmission of signals to the brain from an otherwise healthy eye.
diplopia,noun,chứng nhìn đôi,""" It causes fatigue , it can cause headaches , neck ache , back ache and it can cause things like diplopia or double vision and intermittent blur vision "" .",""" Hội chứng này gây ra tình trạng mệt mỏi , nhức đầu , đau cổ , đau lưng và nó có thể gây ra một vài biến chứng đại loại như nhìn một thành hai và mắt mờ không liên tục "" .",(pathology) An ophthalmologic condition where one perceives two images; double vision.
sensuous,adjective,do giác quan,His employer’s wife was sensuous and bold.,"Vợ của chủ chàng là người ưa thú nhục dục , lại thêm trơ tráo.","Appealing to the senses, or to sensual gratification."
infrasonic,adjective,hạ âm,One of the pioneers in infrasonic research was French scientist Vladimir Gavreau.,Một trong những người đi đầu trong việc nghiên cứu sóng hạ âm là nhà khoa học người Pháp Vladimir Gavreau.,"(of sound waves, acoustics) Having frequencies below the human audible range"
supersonic,adjective,siêu thanh,Almost as good As proving me wrong about the supersonic punch?,Gần chứng minh được rằng tôi sai về cú đấm siêu thanh rồi đấy.,"(of a sound) ultrasonic, having a frequency too high to be audible"
assonance,noun,sự trùng âm,,,"(prosody) The repetition of similar or identical vowel sounds (though with different consonants), usually in literature or poetry."
consonance,noun,sự hoà hợp,"They stay still, and the vowels dance around the consonants .","Chúng ngồi yên, và các nguyên âm nhảy múa xung quanh các phụ âm .","(prosody) The repetition of consonant sounds, but not vowels as in assonance."
tactual,adjective,sờ mó,,,"of, or relating to the sense of touch; tactile"
contact,verb,liên hệ,"If you need Vietnamese learning books, please contact me.","Nếu bạn cần sách học tiếng Việt, hãy liên hệ tôi.",(transitive) To touch; to come into physical contact with.
previse,verb,thấy trước,"Associating common sense with experience in life, a Swiss poet stated: “Common sense is . . . composed of experience and prevision [foresight].”","Liên kết óc suy xét với kinh nghiệm trong cuộc sống, một nhà thơ người Thụy Sĩ nói: “Óc suy xét được... kết hợp giữa kinh nghiệm và khả năng nhìn xa trông rộng”.",To foresee.
revise,verb,ôn,"So if you've done your revision , there will be no surprises.",Nên nếu các em đã ôn bài thì sẽ không thấy câu nào lạ đâu.,"(obsolete) To look at again, to reflect on"
warpath,noun,,Warpath ?,Nổi quạu à?,a course of action that leads to battle or hostility
antipasto,noun,số nhiều antipastos,"A portion of oysters, soup, an antipasto , two and a roast duck blood.","Được rồi, một hàu, một súp, một dĩa khai vị, hai thịt vịt và một bít-tết tái.","an Italian starter for a meal; normally a cold assortment of salami, cheese, seafood and vegetables"
cannoli,noun,,"Take the cannoli . ""","Lấy cái cannoli kìa . ""","tubes of fried pasta, filled with ricotta or similar cream cheese, and flavorings, eaten as a dessert; typical of Sicily."
escargot,noun,Ốc bươu,And the escargot ?,Và món ốc ư ?,"(uncountable) A dish, commonly associated with French cuisine, consisting of edible snails."
focaccia,noun,,"Modern pizza developed in Naples, when tomato was added to the focaccia in the late 18th century.","Pizza ngày nay được phát triển ở Napoli, khi người ta thêm cà chua vào món focaccia vào cuối thế kỉ 18..","(uncountable) A flat bread similar in style, composition, and texture to modern pizza doughs and topped with herbs, cheese and other products. Focaccia typically consists of high-gluten flour, oil, water, sugar, salt and yeast."
arepa,noun,,Or an arepa with some spicy home made aji salsa !,Hoặc một chiếc arepa kèm chút gia vị aji salsa tự làm !,"An arepa, a type of corn bread originating from the northern Andes and resembling a tortilla"
bologna,noun,bologna,And now off we all go to Bologna .,Và bây giờ tất cả chúng ta tới Bologna .,"a smoked, seasoned Italian sausage made from beef, pork or veal"
bratwurst,noun,,"And that bratwurst is saying,",Và món xúc xích muốn nói rằng.,"A small pork sausage, usually served fried."
ciabatta,noun,,"Denmark : you can get a litre of milk , a ciabatta bun in Godthaabsvej Bakery , a stamp for postcard/letter with receiver in Denmark , a cucumber or maybe a chocolate bar .","Đan Mạch : bạn có thể mua 1 lít sữa , 1 ổ ciabatta trong cửa hàng bánh Godthaabsvej , 1 con tem để gửi bưu thiếp hoặc thư mà người nhận ở Đan Mạch , 1 trái dưa chuột hoặc có thể là 1 thanh sô - cô-la .","A broad, flat, white Italian bread"
gelato,noun,,Gelato isn't vegan?,Gelato không phải là đồ chay sao?,"An Italian variant of ice cream made from milk and sugar, combined with other flavourings. The ingredients are super-cooled while stirring to break up ice crystals as they form."
calzone,noun,,Calzones !,Calzones !,A baked Italian turnover made of pizza dough and stuffed with cheese and other toppings.
empanada,noun,,There's a microchip in this empanada .,Có một microchip trong miếng empanada này.,Any of a variety of stuffed pastries found in Spanish and Latin American cuisine
feta,noun,,Often includes feta cheese.,Thường có pho mát feta .,A variety of curd cheese made from sheep’s or goat’s milk and originating from Greece.
miso,noun,Miso,Ma Miso ?,Ma Mi So nhé?,a thick paste made by fermentation of soybeans; used in making soups and sauces
dehumanize,verb,làm mất tính người,It's led to coldness and callousness and dehumanized us.,Nó dẫn đến sự lạnh nhạt và nhẫn tâm và làm mất tính người .,"To take away humanity, to remove or deny human qualities, characteristics, or attributes."
posthumously,adverb,sau khi chết,No posthumous paper left,Không để lại một mảnh giấy nào sau khi chết,after death
anneal,verb,thấu,Step three: anneal the metal.,Bước 3 Gắn mồi ( Annealing).,"(metallurgy) To subject to great heat, and then cool slowly for the purpose of rendering less brittle; to temper; to toughen."
imputation,noun,lỗi quy cho ai,(b) What motives did Satan impute to Jehovah?,b) Sa-tan đổ lỗi cho Đức Giê-hô-va có những động cơ nào?,The act of imputing or charging; attribution; ascription.
hype,adjective,,"Yo, don't believe the hype .","Này, em đừng cường điệu mọi chuyện lên chứ .","Promotion or propaganda; especially, exaggerated claims."
perky,adjective,vênh váo,"Well, it certainly tells the other warriors that you're fun and perky !",Nó bảo với chiến binh khác là anh buồn cười và vênh váo đấy.,Lively or enthusiastic.
codger,noun,cụ già lẩm cẩm,It took a fool like him to honestly believe the old codger's crazy story.,Ngay cả hắn ta cũng trở nên ngốc khi tin vào câu chuyện điên rồ của một cụ già lẩm cẩm .,An amusingly eccentric or grumpy and usually elderly man.
