word,part_of_speech,meaning,example,example_meaning,definition,ID
radical,adjective,cấp tiến,I dislike how it confuses radicalism and terrorism.,Em không thích việc nhầm lẫn cấp tiến và khủng bố.,"(botany, not comparable) Of or pertaining to a root (of a plant).",5088
autodidact,noun,người tự học,Many notable contributions have been made by autodidacts .,Nhiều đóng góp quan trọng được thực hiện bởi những người tự học (autodidacts).,A self-taught person; an automath.,5089
apostate,adjective,bỏ đạo,are sellouts or apostates .,đều đã bỏ đạo hay đã bán rẻ niềm tin.,Guilty of apostasy.,5090
repartee,verb,khẩu tài,"Hmm, repartee .","Hmm, ứng khẩu cơ đấy .","A swift, witty retort.",5091
tyrannical,adjective,bạo ngược,"For centuries, tyrannical clergymen have exalted themselves over the laity.","Trải qua bao thế kỷ, hàng giáo phẩm bạo ngược đã tự tôn mình lên địa vị cao trọng so với giáo dân.","(not comparable) Of, or relating to tyranny or a tyrant.",5092
grievous,adjective,đau khổ,"When confronted with grievous trials, why should we reflect on our blessings?","Khi đương đầu với các thử thách gây đau khổ , tại sao chúng ta nên suy ngẫm về những ân phước của mình?","Causing grief, pain or sorrow",5093
promulgate,verb,ban bố,"Two months later, in June 1868, the Seitaisho was promulgated to establish the new administrative basis for the Meiji government.","Hai tháng sau, vào tháng 6 năm 1868, Seitaisho được ban bố thiết lập nền tảng hành chính cho chính phủ Minh Trị.",(transitive) To make known or public.,5094
transgress,verb,phạm,It was not expected that we would live without transgressing one law or another.,Chúng ta không trông mong sẽ sống mà không phạm vào một số luật lệ.,(transitive) To exceed or overstep some limit or boundary.,5095
abet,verb,tiếp tay,Your client aided and abetted an act of mass murder.,Bị cáo đã giúp đỡ và tiếp tay một tội ác giết người hàng loạt.,"(transitive) To assist or encourage by aid or countenance, especially in crime.",5096
abhor,verb,ghét cay ghét đắng,“ Abhor ” can be translated “hate exceedingly.”,Từ “gớm” có thể được dịch là “ ghét cay ghét đắng ”.,(transitive) To regard with horror or detestation; to shrink back with shuddering from; to feel excessive repugnance toward; to detest to extremity; to loathe.,5097
specious,adjective,chỉ có bề ngoài,Specious bravado has been the kid's calling card since he was 15...,Thằng nhóc tốt mã chỉ ra vẻ phớt đời từ khi nó 15 tuổi....,"Seemingly well-reasoned or factual, but actually fallacious or insincere; strongly held but false.",5098
paean,verb,bài ca chiến thắng,But Gesner was the first European to publish a paean to mountaineering.,Nhưng Gesner là người châu Âu đã xuất bản một tác phẩm tán dương việc leo núi.,Any loud and joyous song; a song of triumph.,5099
miscreant,adjective,kẻ vô lại,Let's debate this miscreant all day and all night.,Xin hãy cân nhắc kẻ vô lại .,Lacking in conscience or moral principles; unscrupulous.,5100
precedence,noun,quyền đi trước,There is precedent there.,Đã từng có tiền lệ rồi.,The state of preceding in importance or priority.,5101
inter,verb,mai táng,Your mother is interred ... at the Cedar Heights Funeral Home until arrangements can be made.,Mẹ của hai người đang được quàng tạm ở nhà mai táng Cedar Heights cho tới khi sắp xếp xong mọi việc.,To bury in a grave.,5102
gainsay,verb,chối cãi,"I have never denied that violence is inevitable, nor do I gainsay it now.","Tôi chưa bao giờ chối bỏ rằng bạo lực là không thể tránh khỏi, và bây giờ tôi cũng không nói ngược lại điều đó.","To contradict; to deny, refute; to controvert; to dispute; to forbid.",5103
perdition,noun,sự diệt vong,Shall the one become the partaker of glory and the other be consigned to hopeless perdition ?,Một người sẽ dự phần vào vinh quang và người kia sẽ bị ký thác cho sự diệt vong vô vọng chăng?,Eternal damnation.,5104
fiat,verb,sắc lệnh,1 . Gold was once used to back up fiat currencies .,1 . Vàng từng được dùng để hỗ trợ các đồng tiền theo sắc lệnh .,An authoritative command or order to do something; an effectual decree.,5106
injunction,noun,lệnh huấn thị,Recall the inspired injunction at Hebrews 10:23-25.,Hãy nhớ lại mệnh lệnh được soi dẫn nơi Hê-bơ-rơ 10:23-25.,"The act of enjoining; the act of directing, commanding, or prohibiting.",5107
primordial,adjective,đầu tiên,The most primordial experiences of the audience,Những trải nghiệm đầu tiên của khán giả,"first, earliest or original",5108
subduction,noun,sự giảm,This extensive subduction zone has formed the Sunda Trench.,Đới hút chìm trải rộng này đã tạo ra rãnh Sunda.,the action of being pushed or drawn beneath another object.,5109
cloister,noun,tu viện,"My poor child, keeping you cloistered up here in this","Cô em tội nghiệp, bắt cô sống như trong tu viện ở...",(transitive) To provide with (a) cloister(s).,5110
diaspora,noun,cộng đồng,You can also do the same for mobilizing diaspora giving.,Cũng có thể làm điều tương tự để huy động sự hỗ trợ của cộng đồng hải ngoại.,The dispersion of the Jews among the Gentiles after the Captivity.,5111
nadir,verb,thiên để,This is Nadir .,Đây là Nadir .,"The point of the celestial sphere, directly opposite the zenith; inferior pole of the horizon; point of the celestial sphere directly under the place where we stand.",5112
nebulous,adjective,giống tinh vân,His nebulizer .,Cái máy xông .,In the form of a cloud or haze; hazy.,5113
opacity,noun,sự mờ đục,Layer Opacity,Độ đậm đặc của lớp,"(uncountable) The state or quality of being opaque, not allowing light to pass through",5115
lambaste,verb,đánh quật,His first American article lambasted pro-war sentiment.,Mùa thứ nhất của Truyện hình sự Mỹ nhận được sự tán dương nhiệt liệt từ giới phê bình.,"To scold, reprimand or criticize harshly.",5116
mantra,noun,câu thần chú,I'll try to write a mantra that she can sing to herself,Tôi sẽ thử viết một câu thần chú để cô ta tự hát,(Hinduism.) The hymn portions of the Vedas; any passage of these used as a prayer.,5117
purview,noun,một văn kiện,"If he is stoned, it's beyond my purview .",Nếu anh ta bị ném đá đến chết thì ta cũng không ngăn được.,(law) The enacting part of a statute.,5118
resignation,noun,sự cam chịu,And it's this gap between 96 and 91 that explains our politics of resignation .,Và chênh lệch là 96 và 91 đã giải thích cho sự cam chịu chế độ chính trị.,the act of resigning,5119
solemnity,noun,sự long trọng,"I so testify in all solemnity and leave my love and my blessing with you, my beloved brethren and sisters of this grateful Church.","Tôi xin làm chứng như vậy với tất cả sự long trọng và để lại tình yêu thương và phước lành của tôi với các anh chị em, các anh chị em yêu dấu của Giáo Hội đầy lòng biết ơn này.",The quality of being deeply serious and sober or solemn.,5120
winnow,verb,đập,"That evening, Ruth made her way to the threshing floor —a flat, hard-packed area where a number of farmers would take their grain for threshing and winnowing .","Chiều hôm ấy, Ru-tơ đi đến sân đạp lúa, khoảng sân có nền đất cứng, một số nông dân đập và sàng lúa tại đây.","(transitive) To subject (granular material, especially food grain) to a current of air separating heavier and lighter components, as grain from chaff.",5121
touchstone,noun,đá thử vàng,"It was a thin strip of vellum on which was written the secret of the "" Touchstone "" !","Đó là một dải giấy da mỏng trên đó có viết về bí mật của "" Hòn đá thử vàng "" !",A stone used to test the quality of gold alloys.,5122
disaffected,adjective,bất bình,Disaffection in the other republics was met by promises of greater decentralization.,Sự bất bình của những nước cộng hoà khác được thoả mãn bằng các hứa hẹn phi tập trung lớn hơn.,Simple past tense and past participle of disaffect.,5123
encrypt,verb,mã hóa,"By this stage, sending a PGP encrypted message is becoming quite complicated.","Tới giai đoạn này, việc gửi một bức thư mã hóa bằng PGP vẫn còn khá phức tạp.",To conceal information by means of a code or cipher.,5124
peripatetic,adjective,lưu động đi rong,"Strabo mentions a contemporary of his, Athenaeus of Seleucia, a Peripatetic philosopher.","Strabo có nhắc đến người sống cùng thời của mình, Athenaeus thành Seleucia, là một triết gia phái Peripatetic.",tending to walk about,5125
rapprochement,noun,和解,“Malcolm and I have come to a rapprochement of sorts.”,“Malcolm và cháu đã lập một mối quan hệ hữu nghị.”,"The reestablishment of cordial relations, particularly between two countries; a reconciliation.",5126
tranche,noun,phân đoạn,We want to do $ 15 million in swaps on the AA tranche .,Tôi muốn mua 15 triệu hợp đồng hoán đổi cho ngạch AA.,"A slice, section or portion.",5127
convulse,verb,làm chấn động,Gasping and convulsing ...,Thở hổn hển và co giật ...,(transitive) To violently shake or agitate.,5128
delineation,noun,sự mô tả,"Increasingly, the digital economy is intertwined with the traditional economy, making a clear delineation harder.",Kinh tế kỹ thuật số được đan xen với nền kinh tế truyền thống tạo ra một miêu tả rõ ràng hơn.,(art) An image of the outline of an object,5129
eviscerate,verb,moi ruột,He eviscerates Underwood on ICO.,Ông ấy sẽ moi ruột Underwood trong vụ Tổ chức Lãnh thổ Hồi giáo.,"(transitive) To disembowel, to remove the viscera.",5130
idiosyncratic,adjective,do khí chất,Too idiosyncratic .,Quá cá tính .,Peculiar to a specific individual; eccentric.,5131
sanguine,adjective,lạc quan,"How can you, out of all people, be so sanguine after what happened last week?",Sao cô có thể quá lạc quan thế sau chuyện xảy ra tuần trước chứ?,Having the colour of blood; red.,5132
schematic,adjective,lược đồ,You have got to upload that schematic in the next three minutes.,Anh phải tải lược đồ đó lên trong ba phút tới.,A drawing or sketch showing how a system works at an abstract level.,5133
unorthodox,adjective,không chính thống,"It's a bit unorthodox , but it's tested.","Hơi không chính thống , nhưng được thử nghiệm rồi.","unusual, unconventional, or idiosyncratic",5135
effigy,noun,hình nộm,Why is there a clay effigy of me on your coffee table?,Sao lại có hình nộm của tôi trên bàn cà phê vậy?,"a dummy or other crude representation of a person, group or object that is hated.",5136
pillory,verb,bêu riếu,"Oh, trespass, theft, pilfering, littering, pillorying , walking about, playing.","Đột nhập, ăn trộm, móc túi, phá hoại đồ công, hỗn xược , lêu lổng, chọc ghẹo.","A framework on a post, with holes for the hands and head, used as a means of punishment and humiliation.",5137
reciprocity,noun,sự nhân nhượng,"Well, that probably has to do with reciprocity .",Điều này có thể làm được với nguyên tắc tương hỗ.,"the characteristic of being reciprocal, e.g. of a relationship between people",5138
redoubt,verb,đòn nhỏ,My father isn't using any of the League's ordinary redoubts in the city.,Cha tôi không sử dụng bất kỳ nơi ẩn náu nào của Liên Minh trong thành phố.,"A small, temporary, military fortification.",5139
upbraid,verb,mắng nhiếc,"Clovis upbraided her; but when Chlodomer was born, she insisted on baptising him also.","Clovis đã trách mắng bà; nhưng tới khi Chlodomer chào đời, bà khăng khăng đòi rửa tội cho cậu bé.",(obsolete) The act of reproaching; contumely.,5140
veracity,noun,tính chân thực,The veracity of the responses does not seem to be in doubt .,Tính chân thực của hồi đáp không có vẻ gì là đáng ngờ .,(countable) Something that is true,5141
virulent,adjective,độc,"So, you've got a higher level of virulence .",Bạn đã có mức độ độc tính cao hơn.,"(chiefly medicine)Of a disease or disease-causing agent,highly infectious, malignant, or deadly.",5142
differentiate,verb,phân biệt,We can continue this differential in five minutes.,Chúng ta có thể chẩn đoán phân biệt trong năm phút nữa.,"(transitive) To show, or be the distinction between two things.",5143
gravitate,verb,bị hút,because unconsciously we gravitate toward things,"bởi vì 1 cách vô thức, chúng ta bị hút về những thứ",(intransitive) To move under the force of gravity.,5144
sanction,verb,hình phạt,Surely your mortal souls are not above Church- sanctioned repentance.,Chắc là linh hồn chết chóc của các ông không phải hối hận trên hình phạt của nhà thờ.,"An approval, by an authority, generally one that makes something valid.",5146
terrain,noun,địa thế,"Fanning out on a wide front, they stealthily glide through the rough terrain .","Phân tán thành một tuyến rộng, chúng kín đáo lẻn qua địa thế gồ ghề.","(geology) A single, distinctive rock formation; an area having a preponderance of a particular rock or group of rocks.",5148
rumination,noun,sự ngẫm nghĩ,"While I play, I ruminate .","Khi tôi chơi, tôi nghiền ngẫm .",The act of ruminating; i.e. chewing cud and other ruminants.,5149
propensity,noun,thiên hướng,"In other words, the propensity to find these patterns goes up when there's a lack of control.","Nói cách khác, thiên hướng tìm thấy các khuôn mẫu tăng lên khi bạn cảm thấy thiếu kiểm soát.","A tendency, preference, or attraction.",5150
antithetical,adjective,phép đối chọi,That would sort of be antithetical to the whole...,Điều đó hơi đi ngược lại với cả bữa...,"Pertaining to antithesis, or opposition of words and sentiments; containing, or of the nature of, antithesis; contrasted.",5151
assignation,noun,sự chia phần,This will be assigned to a sister.,Bài này được giao cho các chị.,"An appointment for a meeting, generally of a romantic or sexual nature.",5152
temerity,noun,sự cả gan,President Temer is himself accused of corruption.,Chính Tổng thống Temer cũng bị cáo buộc là có hành vi tham nhũng .,(not countable) Reckless boldness; foolish bravery.,5153
preponderance,noun,thế hơn,"Is there a way out, a solution to the preponderant betrayal of trust?","Có lối thoát nào, giải pháp nào để lấy lại lòng tin cậy không?","Excess or superiority of weight, influence, or power, etc.; an outweighing.",5154
acolyte,noun,chú giúp lễ,I'm no acolyte !,Tao không phải thầy tu !,"(ecclesiastical) One who has received the highest of the four minor orders in the Catholic church, being ordained to carry the wine and water and the lights at the Mass.",5155
gestalt,noun,mẫu tổng,The popularity of Gestalt psychology in the 1950s added further weight to the discipline.,Sự phổ biến của tâm lý Gestalt trong những năm 1950 đã bổ sung thêm sức nặng cho học thuyết này.,"A collection of physical, biological, psychological or symbolic entities that creates a unified concept, configuration or pattern which is greater than the sum of its parts (of a character, personality, or being)",5156
sartorial,adjective,cách nay mặc,What sartorial tips would you give the young men of today?,Ngài có lời khuyên gì về trang phục cho những nam thanh niên thời nay?,(not comparable) Of or relating to the tailoring of clothing.,5157
remuneration,noun,tiền thù lao,The remuneration is much cheaper.,Tiền công rẻ hơn bên đây nhiều.,Something given in exchange for goods or services rendered.,5158
monograph,noun,chuyên khảo,look at the authors' photos on the back of their monographs ?,là nhìn vào tấm ảnh tác giả đằng sau quyển chuyên khảo của họ.,"A scholarly book or a treatise on a single subject or a group of related subjects, usually written by one person.",5160
disparagement,noun,sự chê bai,Don't you dare disparage my integrity!,Đừng phỉ báng sự liêm chính của tôi.,"The act of disparaging, of belittling.",5161
venerate,verb,tôn kính,"Moreover, Mary is venerated by many millions of people.","Ngoài ra, bà được hàng triệu người tôn kính .",(transitive) To treat with great respect and deference.,5162
treatise,noun,luận thuyết,A century and a half would pass before Milton’s treatise came to light.,"Một trăm năm mươi năm sau, luận thuyết này của Milton mới được phát hiện.","A formal, usually lengthy, systematic discourse on some subject.",5163
vapid,adjective,nhạt,"The more vapid the conversation, the more I enjoy it.",Cuộc đối thoại càng nhạt nhẽo thì tôi càng thấy thích.,"Lifeless, dull or banal.",5164
laconic,adjective,vắn tắt,"Considering the seriousness of the circumstances, I allow you to speak, my friend, but please be laconic .","- Athos nói - Căn cứ vào tình hình nghiêm trọng, ta cho phép anh nói, anh bạn ạ, nhưng xin anh vắn tắt thôi.",Using as few words as possible; pithy and concise.,5165
comportment,noun,cách xử thế,How should we comport ourselves during public prayer?,Chúng ta nên có tư thế như thế nào khi nghe người khác cầu nguyện tại buổi nhóm họp?,The manner in which one behaves or conducts oneself,5166
cantankerous,adjective,hay gắt gỏng,You cantankerous witch!,"Chết mày nè , đồ phù thuỷ!","Stubborn, bad-tempered, cranky, surly, ill-humored, irritable.",5167
internecine,adjective,cốt nhục tương tàn,"After his death, the clan became divided and was weakened by internecine fighting.","Sau cái chết của ông, gia tộc bị chia rẽ và bị suy yếu vì xung đột nội bộ.",Mutually destructive; most often applied to warfare.,5169
gambol,verb,nô,"Yo, Gambol , somebody here for you.","Này, Gambol . Có người đến tìm ông.",(intransitive) To move about playfully; to frolic.,5170
sycophant,verb,người nịnh hót,"Spare me, you gaseous sycophant !","Thôi đi, đồ nịnh bợ !",One who uses compliments to gain self-serving favor or advantage from another.,5171
truculence,noun,tính hung hăng,"“Under Wilhelm II,” says one historian, “[Germany] assumed an arrogant and a truculent air.”","Một sử gia nói: “Dưới sự cai trị của Wilhelm II, [nước Đức] phô trương một thái độ kiêu ngạo và gây hấn ”.",The state of being truculent.,5172
stipulation,noun,điều khoản,"And ask the respondent to stipulate that the documents of incorporation state the ownership as follows,",và yêu cầu bị đơn xác nhận trong điều khoản thành lập quy định sự sở hữu như sau:,Something that is stated or stipulated as a condition of an agreement.,5173
histrionics,noun,thuật diễn kịch,"The New Yorker called Rapunzel a witty and intelligent character, while USA Today wrote, ""Rapunzel is more believable in her teenage histrionics "" than previous Disney heroines.","The New Yorker gọi Rapunzel là một nhân vật dí dỏm và thông minh, trong khi báo USA Today viết, ""Rapunzel thật hơn trong tuổi thiếu niên của nàng "" so với các nữ nhân vật chính trước của Disney.","Exaggerated, overemotional behaviour, especially when calculated to elicit a response; melodramatics.",5174
respite,verb,hoãn,Does His Highness need a respite ?,Chúng ta nên nghỉ giữa hiệp nhỉ?,A brief interval of rest or relief.,5176
denigrate,verb,gièm pha,The denigration of one's art.,Khinh rẻ tài nghệ của một người.,"(transitive) To criticise so as to besmirch; traduce, disparage or defame.",5178
polemic,adjective,sự bút chiến,Shem-Tob copied the Hebrew text of Matthew in his polemical work ʼEʹven boʹchan.,"Shem-Tob chép lại văn bản của Ma-thi-ơ được viết bằng tiếng Hê-bơ-rơ trong tác phẩm luận chiến , ʼEʹven boʹchan.","A person who writes in support of one opinion, doctrine, or system, in opposition to another; one skilled in polemics; a controversialist; a disputant.",5179
stalwart,adjective,can đảm,"stalwart missionary with cancer, 65","dũng cảm của người truyền giáo mắc bệnh ung thư, 65",Firmly built.,5180
invective,adjective,chửi rủa thậm tệ,"He simply murmured, “Her use of bathroom invective leaves nothing to the imagination.","Chú chỉ lẩm bẩm, “Việc con bé sử dụng những từ ngữ rủa xả chẳng để lại gì cho trí tưởng tượng.",An expression which inveighs or rails against a person.,5181
thoroughfare,noun,đường phố lớn,Specially reserved bicycle lanes or paths have sprung up along numerous thoroughfares .,Đặc biệt những tuyến đường dành cho người đi xe đạp xuất hiện song song với những đường phố lớn .,That through which one goes; a place of travel or passage.,5182
vantage,verb,phần thắng,"I simply enjoy a unique vantage , one with privilege.",Tôi chỉ đơn giản tận hưởng một đặc quyền độc tôn.,An advantage.,5183
belligerence,noun,tình trạng tham chiến,Non belligerency confirmed.,Xác nhận không phải kẻ thù .,a state of being belligerent,5184
celestial,noun,trời,"You know, the celestial spotlight is shining down upon thee.",Ánh sáng trên bầu trời đang chiếu thẳng vào ông.,Relating to heaven in a religious sense.,5185
pulverize,verb,giã nhỏ như cám,Mass bombings pulverized cities.,Bom đạn dữ dội tàn phá các thành phố.,(American) Alternative spelling of pulverise.,5186
burdensome,adjective,là gánh nặng cho,Was Jehovah’s Law Burdensome ?,Luật Pháp Đức Giê-hô-va có nặng nề không?,Of or like a burden; arduous or demanding,5187
traction,verb,lực kéo,"Its traction abilities are quite good, with a strong capacity for endurance.","Khả năng lực kéo của nó khá tốt, với khả năng chịu đựng mạnh mẽ.",the act of pulling something along a surface using motive power,5188
conundrum,noun,câu đố,Life is a conundrum of esoterica.,Cuộc sống là một câu đố của những điều mơ hồ.,"A difficult question or riddle, especially one using a play on words in the answer.",5189
utterly,adverb,hoàn toàn,Utterly an completely unnecessary.,Hoàn toàn không cần thiết đâu.,"completely, entirely, to the fullest extent",5190
brouhaha,noun,brouhaha,Isn't this just a whole lot of brouhaha about nothing?,Chẳng phải cả mớ lùm xùm này thật ra chẳng có gì sao?,A stir; a fuss or uproar.,5191
analytical,adjective,phân tích,"Turns out, the analytics here are easy, simple.",Hóa ra là các phân tích ở đây đều rất dễ dàng và đơn giản.,"Of or pertaining to analysis; resolving into elements or constituent parts; as, an analytical experiment",5192
dissect,verb,mổ xẻ,It's like they were dissected .,Nó như là họ đã bị mổ xẻ .,(transitive) To study a dead animal's anatomy by cutting it apart; to perform a necropsy or an autopsy.,5193
hallucinate,verb,gặp ảo giác,"[ WOMAN 2 ] Sir, are you hallucin ating?",Anh có đang gặp ảo giác không?,To imagine and dream unreal things. To have visions; To experience a hallucination.,5194
thunderstruck,adjective,sững sờ,Eric Whitacre: I was thunderstruck .,Eric Whitacre: tôi hoàn toàn sững sờ .,"Astonished, amazed or so suddenly surprised as to be unable to speak.",5195
squander,verb,lãng phí,Yet so many of us abuse and squander that gift.,"Tuy nhiên, rất nhiều người trong chúng ta lạm dụng và lãng phí món quà đó.","To waste, lavish, splurge",5196
familial,adjective,người trong gia đình,Everyone in our family has had to put up a hard fight for the faith.,Mọi người trong gia đình chúng tôi đều đã phải phấn đấu nhiều để giữ đức tin.,Of or pertaining to family.,5197
ossify,verb,hoá xương,"This week , they begin to harden , or ossify .",Vào tuần 18 này thì xương bé bắt đầu cứng hẳn lên .,(ambitransitive) To transform (or cause to transform) from a softer animal substance into bone; particularly the processes of growth in humans and animals.,5198
eyewitness,verb,người chứng kiến,"John, who was an eyewitness , added pertinent details.","Giăng, người chứng kiến sự việc trên, cho biết thêm nhiều chi tiết liên hệ.",Someone who sees an event and can report or testify about it.,5199
atomic,adjective,hạt nhân,Strong nuclear force—the force that glues protons and neutrons together in the nucleus of an atom .,Lực hạt nhân mạnh—lực này kìm giữ proton và neutron lại với nhau trong nhân của nguyên tử.,"(physics, chemistry) Of, or relating to atoms",5200
discrimination,noun,sự phân biệt,We still have to work hard to abolish discrimination .,Chúng ta vẫn cố gắng hết sức để thủ tiêu sự phân biệt .,"a distinction; discernment, the act of discriminating, discerning, distinguishing, noting or perceiving differences between things.",5201
eruption,noun,phun trào,We have found weird eruptions on many planets and moons.,Chúng ta đã thấy vài vụ phun trào lạ lùng trên nhiều hành tinh và mặt trăng.,"a violent ejection, such as the spurting out of lava from a volcano",5202
helium,noun,heli,And its detectors are tucked away in a dewar filled with liquid helium .,Và các bộ cảm biến của nó được đặt trong một phích cách nhiệt chứa đầy heli lỏng.,"(uncountable) A colorless and inert gas, and the second lightest chemical element (symbolHe) with an atomic number of 2 and atomic weight of 4.002602.",5203
humidity,noun,độ ẩm,The forests provide the humidity that is necessary for life.,Rừng mang lại độ ẩm cần thiết cho sự sống.,"dampness, especially that of the air.",5204
kindergarten,noun,nhà trẻ,"You know, I was in y'all kindergarten , right?","Cậu biết đấy, tớ ở trong nhà trẻ hồi bé, phải chứ?","An educational institution for young children, usually between ages 4 and 6; nursery school.",5205
pirate,noun,cướp biển,Me and the pirates are gonna have a little parlay.,Tôi và lũ cướp biển sẽ có một trò cá cược nhỏ.,"A criminal who plunders at sea; commonly attacking merchant vessels, though often pillaging port towns.",5206
suspense,adjective,tình trạng chờ đợi,No suspense .,Không hồi hộp chút nào.,the condition of being suspended,5207
artifact,noun,cổ vật,"Donghwasa is a Buddhist temple that was built by Priest Geukdal-hwasang in 493, and many artifacts of the period are found around the temple.","Donghwasa là một ngôi chùa Phật giáo được linh mục Geukdal-hwasang xây dựng vào năm 493, và nhiều cổ vật của thời kỳ này được tìm thấy xung quanh ngôi đền.",An object made or shaped by human hand.,5208
code,noun,mã,"What we want, what we aspire to, is the code .","Cái mà chúng tôi muốn, chúng tôi thiết tha là đoạn mã .","A very short abbreviation, often with little correlation to the item it represents",5209
concussion,noun,sự chấn động,If you look at some of these other items — concussions .,Nếu bạn nhìn vào những thứ khác — sự chấn động não.,"an injury to part of the body, most especially the brain, caused by a violent blow, followed by loss of function",5210
employ,verb,dùng,You see how Themistokles employs deception with such grace?,Ngươi thấy cách Themistokles dùng nghi binh uyển chuyển đến thế không?,The state of being an employee; employment.,5211
eviction,noun,bị đuổi,One is people need a guarantee they won't be evicted .,Một là người ta cần một sự bảo đảm rằng họ không bị đuổi khỏi nhà.,The act of evicting.,5212
alpaca,noun,Alpaca,Jerry's taking me to an alpaca farm.,Jerry sẽ đưa tôi đến thăm trang trại Alpaca .,"A sheeplike animal of the Andes. It is a South American member of the camel family, Camelidae (order Artiodactyla), of mammals; its Latin name is Lama pacos. It is closely related to the llama, guanaco, and vicuña, which are referred to collectively as lamoids.",5213
bipartisan,adjective,lưỡng đảng,So America had a mid-20th century that was really bipartisan .,Vậy nước Mỹ đã có một sự lưỡng đảng thực sự giữa thế kỷ 20.,"relating to, or supported by two groups, especially by two political parties",5214
endangered,adjective,đang tuyệt chủng,"Endangered Languages,.",Endangered Languages (bằng tiếng Anh).,"in danger, at risk, said of something where there is a strong possibility something bad will happen to it (for example, a species in danger of going extinct)",5215
equestrian,adjective,người cưỡi ngựa,And then I create a box that I call the equestrian box.,Và rồi tôi tạo ra một hộp mà tôi gọi là hộp cưỡi ngựa.,an equestrian person; a horserider,5216
escalation,noun,sự leo thang,And I remain optimistic that tensions will be quelled without any further escalations .,Và tôi lạc quan rằng sẽ không có thêm sự leo thang căng thẳng giữa hai bên.,"an increase or rise, especially one to counteract a perceived discrepancy",5217
herd,verb,chăn,"for herding them, and that's why we value them so much.","để chăn giữ chúng, đó là lý do vì sao chúng tôi rất coi trọng chúng",A number of domestic animals assembled together under the watch or ownership of a keeper. [from 11th c.],5218
irreversible,adjective,không thể đảo ngược,I thought we decided it was irreversible .,Em tưởng chúng ta đã quyết định cái điều không thể đảo ngược đó chứ.,"Incapable of being reversed or turned about or back; incapable of being made to run backward; as, an irreversible engine.",5219
mine,noun,mỏ,Could it be a result of the mine damage?,Nó có thể là kết quả của việc phá hoại mỏ ?,Non-premodifying possessive case of I. My; belonging to me; that which belongs to me. (See usage notes below.),5220
precaution,verb,sự đề phòng,What reasonable precautions can couples take to make sure that their courtship will remain honorable?,Những sự đề phòng hợp lý nào mà các cặp nam nữ nên theo để bảo đảm giai đoạn tìm hiểu nhau được cao quí?,"Previous caution or care; caution previously employed to prevent mischief or secure good; as, his life was saved by precaution.",5221
premature,adjective,non,Gallagher said they put the premature babies into the bag leaving just the head .,"Gallagher cho biết họ đưa các em bé sinh non vào túi , chỉ để hở đầu .",Occurring before a state of readiness or maturity has arrived.,5222
social,adjective,thuộc xã hội,"Not that poverty should go on - you would do something, politically, socially and so on.","Không phải rằng sự nghèo đói nên tiếp tục – bạn sẽ làm một điều gì đó thuộc chính trị, thuộc xã hội , và vân vân.",A festive gathering to foster introductions.,5223
toddler,noun,hài nhi,Show your toddler the toilet .,Hãy chỉ cho con nhà vệ sinh ; .,"A quite young human being, typically two to three years old, but can refer to any child that has started walking, up to about four years old, or at the time they have mastered walking.",5224
typhoon,noun,bão,"Striking near the demilitarized zone between North and South Vietnam as a powerful typhoon , Harriet caused significant disruptions to the Vietnam War.","Đổ bộ vào vị trí gần khu phi quân sự giữa hai miền Nam Bắc Việt Nam khi là một cơn bão mạnh, Harriet đã khiến cho Chiến tranh Việt Nam bị gián đoạn đáng kể.","A weather phenomenon in the Eastern Pacific that is precisely equivalent to a hurricane, which results in wind speeds of 64 knots (118km/h) or above. Equivalent to a cyclone in the Indian Ocean and Indonesia/Australia.",5225
booster,noun,máy tăng thế,I've been taking these homeopathic immuno boosters .,Em đã nhận các máy tăng thế miễn dịch vi lượng.,Something that boosts.,5226
carnivorous,adjective,ăn thịt,"Salmon is a carnivore , it has no way to digest soy.","Cá hồi là loài ăn thịt , hắn không thể tiêu hóa đậu nành.","Of, or relating to carnivores, or the taxonomic order Canivora.",5227
certify,verb,chứng nhận,"As of January 2013, the song has been certified Platinum.","Đến tháng 12 năm 2013, bài hát được chứng nhận bạch kim.",(transitive) to attest to as the truth or meeting a standard,5228
earthquake,noun,động đất,"When the big earthquake happened, I was only ten.",Một trận động đất lớn đã xảy ra khi tôi mới chỉ mười tuổi.,"A shaking of the surface of a planet, caused by volcanic activity or movement around geologic faults.",5229
evacuate,verb,sơ tán,These were not the first evacuations of civilian populations by the Khmer Rouge.,Đây không phải là những cuộc sơ tán dân thường đầu tiên của Khmer Đỏ.,"To leave or withdraw from; to quit; to retire from; as, soldiers from a country, city, or fortress.",5230
graffiti,verb,grafitô,"On the other hand, he seems to deny it, as Pevernagie introduces graffiti in his paintings.","Mặt khác, ông dường như phủ nhận môi trường đó khi Pevernagie giới thiệu grafitô trong các bức tranh của mình.",(chiefly uncountable) A form of vandalism involving painting text or images in public places.,5231
interactive,adjective,tác động qua lại,There's air- sea interactions .,Nào là những sự tác động qua lại của không khí- biển,Acting with each other.,5232
mammoth,adjective,voi ma mút,"and what do we know, then, about a mammoth ?",Vậy chúng ta biết gì về voi ma mút sau đó?,"A large, hairy, extinct elephant-like mammal of the taxonomic genus Mammuthus.",5233
